,comp_id,top3
0,97,"[97, 312495, 2507043, 2511460]"
1,115,"[115, 835256]"
2,146,"[146, 210, 1795, 506559]"
3,147,"[147, 48536]"
4,148,[148]
5,173,"[173, 66507, 300058, 314587]"
6,194,"[194, 2505391]"
7,205,"[205, 237, 11474, 58326]"
8,207,"[207, 1826432]"
9,210,"[146, 210, 11474, 506559]"
10,237,"[205, 237, 11474]"
11,241,"[241, 15521, 210388, 561381]"
12,246,"[241, 246, 11474, 210388]"
13,250,"[250, 19081]"
14,273,[273]
15,322,"[322, 9837, 14300]"
16,401,[401]
17,418,"[418, 605625]"
18,442,"[442, 2214, 9988, 386903]"
19,561,"[561, 567, 646, 6968]"
20,567,"[561, 567, 646, 6968]"
21,573,"[573, 27610, 2535540]"
22,594,"[594, 27287, 82982, 82983]"
23,605,"[605, 996, 6243, 1378774]"
24,619,"[619, 1029534]"
25,635,[635]
26,646,"[561, 567, 646, 6968]"
27,666,"[666, 1529]"
28,669,"[669, 34438]"
29,695,"[695, 702]"
30,696,[696]
31,702,"[695, 702]"
32,717,"[717, 1789285, 2095611, 2095620]"
33,721,"[721, 11763, 95909, 95970]"
34,789,"[789, 1354, 43354, 642253]"
35,822,"[822, 13756, 255488, 642273]"
36,853,"[853, 2208, 13928, 374098]"
37,860,"[860, 117020]"
38,880,[880]
39,921,[921]
40,923,"[923, 2489348, 2489463, 2490061]"
41,941,[941]
42,969,[969]
43,996,"[605, 996, 6216, 1378774]"
44,1009,[1009]
45,1022,[1022]
46,1063,"[1063, 233854]"
47,1085,[1085]
48,1096,[1096]
49,1114,"[1114, 78759, 462435, 2341631]"
50,1124,[1124]
51,1125,[1125]
52,1148,[1148]
53,1159,"[1159, 16688, 126356, 990772]"
54,1166,"[1166, 18113, 150313, 2530315]"
55,1202,"[1202, 453408]"
56,1209,"[1209, 698632, 2494906, 2499985]"
57,1216,"[1216, 23115, 42532, 87237]"
58,1219,"[1219, 78582]"
59,1223,[1223]
60,1256,[1256]
61,1278,[1278]
62,1279,"[1279, 43354, 242993, 642253]"
63,1280,"[1280, 255532, 271022, 1377174]"
64,1324,"[1324, 1365]"
65,1325,"[1325, 36842, 1078530, 1383222]"
66,1333,"[1333, 27616, 389011]"
67,1354,"[789, 1354, 27417, 43354]"
68,1362,"[1362, 35358, 139133, 255532]"
69,1365,"[1324, 1365, 422949]"
70,1369,"[1369, 33202, 391501]"
71,1370,"[1370, 10099, 255488, 454176]"
72,1380,"[1279, 1380, 242993, 642253]"
73,1413,"[1413, 35857, 35872, 374019]"
74,1529,"[666, 1529]"
75,1551,"[1551, 2110, 2168, 231420]"
76,1564,"[1564, 17853, 47209, 390246]"
77,1615,"[1615, 218758, 305519, 1037639]"
78,1616,[1616]
79,1620,[1620]
80,1712,"[1712, 1788, 16278, 706091]"
81,1763,"[1763, 126645, 577368, 2499604]"
82,1785,"[1785, 37260]"
83,1788,"[1712, 1788, 706091, 2507539]"
84,1795,"[146, 210, 1795, 506559]"
85,1797,"[1797, 1907, 1908, 2015]"
86,1798,"[1798, 1836, 2015]"
87,1823,[1823]
88,1836,"[1798, 1836, 1907, 2015]"
89,1907,"[1797, 1836, 1907, 1908]"
90,1908,"[1797, 1907, 1908, 2015]"
91,1994,"[1994, 44309, 567425, 641254]"
92,2015,"[1798, 2015, 137532, 195297]"
93,2045,"[2045, 583522]"
94,2046,[2046]
95,2067,"[2067, 126068, 632163, 2535379]"
96,2076,[2076]
97,2080,"[2080, 27913]"
98,2095,"[2095, 2131, 908741]"
99,2110,"[1551, 2110, 505548]"
100,2124,[2124]
101,2131,"[2131, 2265, 32842, 674310]"
102,2132,"[2132, 2326]"
103,2166,"[2166, 2327]"
104,2168,"[1551, 2168, 231420]"
105,2203,"[2203, 558566, 827165, 1294202]"
106,2208,"[853, 2208, 13928]"
107,2214,"[442, 2214, 9989, 270951]"
108,2217,"[2217, 65567, 65728]"
109,2223,"[2223, 473109]"
110,2232,"[2232, 3012, 9988, 9989]"
111,2241,[2241]
112,2247,"[2247, 2484, 36972, 85100]"
113,2249,[2249]
114,2256,"[2256, 2528991]"
115,2261,"[2261, 59519]"
116,2262,"[2262, 27072, 981051]"
117,2265,"[2131, 2265]"
118,2326,"[2132, 2326, 2327, 2407]"
119,2327,"[2166, 2326, 2327]"
120,2355,"[2355, 376537, 376538, 376541]"
121,2366,[2366]
122,2367,[2367]
123,2407,"[2326, 2407, 2416, 2524]"
124,2408,[2408]
125,2416,"[2407, 2416, 2524]"
126,2431,"[2431, 1376435]"
127,2451,[2451]
128,2465,"[2465, 5740, 11745]"
129,2484,"[2247, 2484, 36836, 36972]"
130,2516,"[2516, 93930, 515430, 867461]"
131,2524,"[2407, 2416, 2524]"
132,2525,"[2525, 233553, 233590, 454372]"
133,2580,"[2580, 1705895]"
134,2597,[2597]
135,2654,"[2654, 2493839, 2494607, 2496164]"
136,2658,"[2658, 220354, 423005, 612017]"
137,2689,"[2689, 2748, 377281, 377347]"
138,2724,"[2724, 129985]"
139,2748,"[2689, 2748, 377281, 377347]"
140,2819,[2819]
141,2885,"[2885, 1158122]"
142,2994,[2994]
143,3012,"[2232, 3012, 8209, 2488190]"
144,3044,"[3044, 3207, 3326, 3367]"
145,3098,"[3098, 420837]"
146,3103,[3103]
147,3179,[3179]
148,3183,[3183]
149,3207,"[3044, 3207, 3326, 3367]"
150,3281,"[3281, 12227, 391222, 573339]"
151,3326,"[3044, 3207, 3326, 3367]"
152,3345,[3345]
153,3367,"[3044, 3207, 3326, 3367]"
154,3395,"[3044, 3207, 3395, 3451]"
155,3409,[3409]
156,3414,"[3044, 3207, 3414, 3451]"
157,3420,"[3044, 3207, 3420, 3451]"
158,3439,"[3439, 8062, 9097, 934783]"
159,3450,[3450]
160,3451,"[3044, 3207, 3395, 3451]"
161,3583,[3583]
162,3587,[3587]
163,3599,"[3599, 50290, 51473]"
164,3665,"[3665, 17853, 18033, 305184]"
165,3666,"[3666, 46884, 102920, 378459]"
166,3683,"[3683, 101048, 1121304, 1379246]"
167,3689,[3689]
168,3767,"[3767, 88002, 277549, 2500582]"
169,3784,[3784]
170,3799,[3799]
171,3854,"[3854, 33781, 373588, 1515586]"
172,3859,"[3859, 14882, 34949, 1376970]"
173,3871,"[3871, 3962, 4109, 4128]"
174,3889,[3889]
175,3962,"[3871, 3962, 4109, 4128]"
176,3963,"[3963, 4011, 693880]"
177,3965,[3965]
178,3986,[3986]
179,4011,"[3963, 4011]"
180,4109,"[3871, 3962, 4109, 4128]"
181,4128,"[3871, 3962, 4109, 4128]"
182,4193,"[4193, 169652]"
183,4228,"[4228, 1571357, 1571358, 1571359]"
184,4240,"[4240, 4357]"
185,4263,"[4263, 4356]"
186,4271,"[4271, 4314]"
187,4274,"[4274, 4388, 395192, 395193]"
188,4308,"[4308, 4391, 4565, 627785]"
189,4314,"[4271, 4314]"
190,4315,"[4315, 4354, 4356, 4357]"
191,4320,"[4320, 107119, 143105, 499980]"
192,4345,[4345]
193,4354,"[4354, 4356, 2517018, 2518607]"
194,4356,"[4354, 4356, 4357, 2518607]"
195,4357,"[4354, 4356, 4357, 2518607]"
196,4361,"[4361, 4398, 66234, 133028]"
197,4381,[4381]
198,4388,"[4274, 4388, 4391, 395193]"
199,4391,"[4274, 4308, 4388, 4391]"
200,4398,"[4361, 4398, 66234, 2537375]"
201,4399,[4399]
202,4411,[4411]
203,4480,[4480]
204,4504,"[4504, 73219, 543801, 840903]"
205,4531,[4531]
206,4565,"[4565, 627785, 627786, 627787]"
207,4584,"[4584, 9060, 44253]"
208,4634,[4634]
209,4637,[4637]
210,4652,[4652]
211,4672,"[4672, 4686, 27616]"
212,4686,"[4672, 4686, 27616]"
213,4729,[4729]
214,4730,[4730]
215,4775,"[4775, 1177148, 1177149, 1177156]"
216,4778,[4778]
217,4794,"[4794, 4801, 14366, 1089820]"
218,4801,"[4794, 4801, 14366, 1089820]"
219,4829,"[4794, 4801, 4829, 14366]"
220,4834,"[4794, 4801, 4834, 14366]"
221,4872,"[4872, 2071908]"
222,4920,[4920]
223,4941,[4941]
224,4989,"[4989, 1264954, 1473020, 1473029]"
225,4991,"[4991, 40095, 40899, 408335]"
226,5028,"[5028, 63100, 1518885, 1518887]"
227,5080,[5080]
228,5105,"[5105, 7427, 124181, 319097]"
229,5170,"[5170, 5235, 115459, 418570]"
230,5206,[5206]
231,5221,"[5170, 5221]"
232,5235,"[5170, 5235, 115459, 421346]"
233,5240,"[5240, 5261, 423039, 593245]"
234,5246,"[5246, 47766, 597950, 597951]"
235,5261,"[5240, 5261, 593245, 2537365]"
236,5268,"[4991, 5268, 408335]"
237,5285,"[5285, 328400, 364520, 507862]"
238,5295,"[5295, 182313, 1349706, 2504571]"
239,5371,"[5371, 5535, 60387]"
240,5389,"[5389, 321811, 523099, 1584525]"
241,5528,"[5528, 44309]"
242,5535,"[5371, 5535, 60387]"
243,5540,"[5540, 9953, 16450]"
244,5575,"[5575, 29637, 1152065]"
245,5582,"[5582, 139286, 1377359]"
246,5638,[5638]
247,5661,"[5661, 677663, 678317, 1590123]"
248,5666,[5666]
249,5684,[5684]
250,5740,"[2465, 5740, 11762, 16959]"
251,5772,"[5772, 998063]"
252,5797,"[5797, 52117, 54241, 221122]"
253,5884,[5884]
254,5925,[5925]
255,5970,"[5970, 148004]"
256,5975,"[5975, 222203, 675812]"
257,5985,"[5985, 2490668, 2494920, 2531673]"
258,6005,"[6005, 608611, 1092901, 2494386]"
259,6012,"[6012, 500672, 508684, 2427783]"
260,6062,"[6062, 597477, 597478, 597572]"
261,6078,"[6012, 6078, 83515, 101072]"
262,6104,"[6104, 18784, 91865, 316014]"
263,6160,"[6104, 6160, 18784, 91865]"
264,6208,"[6208, 6235, 6266, 6267]"
265,6216,"[6216, 16391, 16584, 1383095]"
266,6235,"[6208, 6235, 6240, 6266]"
267,6240,"[6208, 6235, 6240, 6266]"
268,6243,"[605, 6243]"
269,6244,"[6244, 579689, 653126, 1040969]"
270,6266,"[6208, 6235, 6266, 6267]"
271,6267,"[6208, 6235, 6266, 6267]"
272,6282,[6282]
273,6317,"[6317, 151300]"
274,6377,"[6377, 641582, 2500963, 2521469]"
275,6402,"[6402, 6968, 31125, 2506140]"
276,6480,"[6480, 7725, 1563366, 2534412]"
277,6514,"[6514, 156650, 255904, 2087096]"
278,6579,"[6579, 90635, 270724, 429737]"
279,6643,[6643]
280,6706,[6706]
281,6713,[6713]
282,6723,"[6723, 824492, 1041548]"
283,6760,"[6760, 365543]"
284,6772,"[6772, 18726, 421305]"
285,6784,[6784]
286,6787,"[6787, 52087, 2095597, 2095607]"
287,6816,[6816]
288,6871,"[6871, 1248735, 1379966]"
289,6883,[6883]
290,6902,"[6902, 21459, 27624, 100696]"
291,6914,"[6914, 67788, 544610, 1795966]"
292,6936,"[6936, 575613, 1798311, 2141427]"
293,6968,"[561, 6402, 6968, 31125]"
294,7076,"[7076, 7534, 7542, 8975]"
295,7141,"[7141, 7142, 7520, 8975]"
296,7142,"[7141, 7142, 7442, 7520]"
297,7143,"[7143, 7511, 8975, 223893]"
298,7355,"[7355, 7736, 1378785]"
299,7411,"[7411, 7412, 7554, 8975]"
300,7412,"[7411, 7412, 7554, 8975]"
301,7427,"[5105, 7427, 61315, 2491438]"
302,7442,"[7141, 7442, 7520, 8975]"
303,7501,"[7427, 7501, 61315, 319097]"
304,7511,"[7143, 7511, 8975, 223893]"
305,7520,"[7141, 7142, 7520, 8975]"
306,7534,"[7076, 7534, 7542, 8975]"
307,7542,"[7076, 7534, 7542, 8975]"
308,7554,"[7411, 7412, 7554, 8975]"
309,7647,"[7647, 365281, 641189, 674335]"
310,7660,[7660]
311,7714,"[7714, 1376889, 2493248, 2526361]"
312,7725,"[6480, 7725, 2534412]"
313,7736,"[7736, 57369, 418421, 1041329]"
314,7813,[7813]
315,8062,"[3439, 8062, 9097, 934783]"
316,8151,"[8151, 110803, 191342]"
317,8167,[8167]
318,8193,"[8193, 139247, 674547]"
319,8209,"[3012, 8209]"
320,8220,"[8220, 8326, 41485, 42453]"
321,8275,"[8275, 1633286, 1633335]"
322,8323,"[8220, 8323, 8326, 42453]"
323,8326,"[8220, 8326, 41485, 42453]"
324,8417,[8417]
325,8516,"[8516, 454372]"
326,8531,[8531]
327,8543,"[1370, 8543, 10099, 454176]"
328,8682,"[5797, 8682, 54241, 1077185]"
329,8738,"[8738, 381693]"
330,8794,"[8794, 8975, 223893, 2054882]"
331,8816,[8816]
332,8873,"[8873, 2488415, 2521986, 2536185]"
333,8910,[8910]
334,8975,"[8794, 8975, 223893, 460604]"
335,9027,"[9027, 74369, 141332]"
336,9060,"[4584, 9060]"
337,9097,"[9097, 934783, 1927101, 2332425]"
338,9217,[9217]
339,9277,"[9277, 119564, 2335388, 2341620]"
340,9283,"[9283, 316538, 698316, 2505100]"
341,9333,"[9333, 95839, 95840, 96267]"
342,9372,[9372]
343,9459,"[9459, 9460, 341112, 1965084]"
344,9460,"[9459, 9460, 341112, 571992]"
345,9495,"[9495, 84814, 133140, 138562]"
346,9503,[9503]
347,9553,[9553]
348,9623,[9623]
349,9837,"[322, 9837, 14300, 2448585]"
350,9895,"[9895, 391133]"
351,9913,"[9913, 621308, 2491654]"
352,9950,"[9950, 83177]"
353,9953,"[5540, 9953, 16450, 187694]"
354,9988,"[442, 9988, 9989, 425819]"
355,9989,"[2214, 2232, 9988, 9989]"
356,10008,"[10008, 464397, 466506, 2509636]"
357,10009,[10009]
358,10099,"[1370, 10099, 255488, 454176]"
359,10221,[10221]
360,10358,"[10358, 54051, 208661, 675304]"
361,10383,"[10383, 167623]"
362,10385,[10385]
363,10389,"[10389, 1118096, 1789903, 1789916]"
364,10392,"[10392, 93528, 745038]"
365,10427,"[10427, 10467]"
366,10452,"[10452, 1442091, 1442093, 1591840]"
367,10467,"[10427, 10467]"
368,10512,"[10512, 439174]"
369,10519,[10519]
370,10531,"[10531, 199490]"
371,10545,[10545]
372,10550,"[10550, 134124]"
373,10584,[10584]
374,10661,"[10661, 231013, 668237, 1046689]"
375,10663,"[10663, 118239, 467361, 2513472]"
376,10747,"[10747, 1121307]"
377,10813,[10813]
378,10840,[10840]
379,10898,[10898]
380,10909,"[10909, 127755, 230691]"
381,11002,"[11002, 11022, 712063, 712064]"
382,11005,"[11005, 254380]"
383,11022,"[11002, 11022]"
384,11026,"[11026, 112963, 790423, 1118030]"
385,11066,[11066]
386,11137,[11137]
387,11143,"[11143, 2497131]"
388,11220,[11220]
389,11221,"[11221, 642253]"
390,11285,[11285]
391,11305,"[11305, 479372, 1609373, 1609375]"
392,11356,"[11356, 26351, 205283]"
393,11474,"[237, 246, 11474, 1343173]"
394,11501,"[11501, 1332727, 1818033, 1818035]"
395,11542,[11542]
396,11603,[11603]
397,11671,[11671]
398,11674,"[11674, 228897]"
399,11715,"[11715, 11763]"
400,11745,"[2465, 11745, 11762]"
401,11762,"[5740, 11745, 11762, 16506]"
402,11763,"[721, 11715, 11763, 95929]"
403,11775,"[11775, 60165]"
404,11819,[11819]
405,11968,"[11968, 24346, 78364, 112102]"
406,12227,"[3281, 12227, 407127, 464370]"
407,12356,[12356]
408,12417,"[12417, 227917]"
409,12418,"[12418, 1378951]"
410,12506,"[12506, 570147, 1383017, 2492157]"
411,12608,[12608]
412,12825,"[12825, 364520, 419448, 674493]"
413,12835,"[12835, 13048, 1925471, 2525571]"
414,12842,"[12835, 12842, 13048, 1925471]"
415,12850,[12850]
416,12890,[12890]
417,12911,[12911]
418,12922,"[12922, 650037, 650591, 1037717]"
419,12957,"[12957, 65404]"
420,13048,"[12835, 13048, 2515757, 2525571]"
421,13101,[13101]
422,13171,[13171]
423,13248,"[13248, 738461, 752194, 2509808]"
424,13328,"[13328, 178852]"
425,13329,"[13329, 13456, 16995, 90216]"
426,13336,"[13336, 2272286]"
427,13366,[13366]
428,13369,"[13369, 31312, 47409, 391921]"
429,13371,"[13371, 13633, 147656]"
430,13372,"[13372, 13633]"
431,13429,[13429]
432,13450,"[13450, 66234, 133028, 178516]"
433,13451,[13451]
434,13456,"[13329, 13456]"
435,13474,[13474]
436,13476,[13476]
437,13494,[13494]
438,13504,"[13504, 128080]"
439,13526,[13526]
440,13590,[13590]
441,13591,"[13591, 1616483, 1789755, 1789759]"
442,13633,"[13371, 13372, 13633]"
443,13756,"[822, 13756, 255488, 642273]"
444,13758,"[13758, 27308, 291376]"
445,13928,"[853, 2208, 13928]"
446,13949,[13949]
447,14125,"[14125, 55033, 175331]"
448,14126,"[14126, 675180]"
449,14149,"[14149, 1046716, 1383414]"
450,14221,[14221]
451,14264,"[5797, 14264, 17144, 40940]"
452,14300,"[322, 9837, 14300]"
453,14366,"[4794, 4801, 14366, 1089820]"
454,14367,"[14367, 421007]"
455,14406,[14406]
456,14440,"[14440, 142297, 2520704, 2522370]"
457,14495,[14495]
458,14529,"[14529, 1579602]"
459,14531,[14531]
460,14785,"[14785, 2053428, 2053440, 2053445]"
461,14805,"[14805, 2341174, 2520538]"
462,14882,"[3859, 14882, 34949, 1376970]"
463,14888,"[14888, 320260, 705913, 1041308]"
464,15086,[15086]
465,15155,"[15155, 255947, 530449, 2522059]"
466,15191,"[15191, 247706, 2509137]"
467,15233,[15233]
468,15260,[15260]
469,15282,[15282]
470,15330,"[15330, 26712]"
471,15335,"[15335, 15378]"
472,15371,"[205, 15371, 58326]"
473,15378,"[15335, 15378]"
474,15472,"[1712, 15472, 675711]"
475,15521,"[241, 15521, 210388, 561381]"
476,15738,"[15738, 98605, 1970056, 1970057]"
477,15739,[15739]
478,15890,"[15890, 69558]"
479,15938,[15938]
480,15958,"[15958, 248698]"
481,16088,"[16088, 498749]"
482,16167,[16167]
483,16217,"[16217, 47261, 308545, 2500032]"
484,16225,[16225]
485,16278,"[210, 1712, 16278]"
486,16303,"[16303, 2221872]"
487,16391,"[6216, 16391, 16584, 1383095]"
488,16415,"[16415, 29390]"
489,16417,[16417]
490,16450,"[9953, 16450, 187694, 255533]"
491,16456,[16456]
492,16457,"[16457, 16735, 328157, 515305]"
493,16498,"[16498, 1078605, 1378455, 2529188]"
494,16505,"[16505, 36842, 37266, 1078601]"
495,16506,"[11762, 16506, 16959, 95909]"
496,16510,"[16510, 269569, 451936, 2221527]"
497,16580,[16580]
498,16581,"[16581, 209597, 209964, 1379280]"
499,16584,"[1325, 6216, 16391, 16584]"
500,16591,"[16591, 255534]"
501,16592,"[16592, 675239, 996051]"
502,16599,[16599]
503,16627,"[16627, 27229, 27370, 2523764]"
504,16656,"[16656, 175447]"
505,16669,"[16669, 16670]"
506,16670,"[16669, 16670, 1384367]"
507,16685,[16685]
508,16688,"[1159, 16688]"
509,16716,"[1615, 16716, 77085, 374064]"
510,16735,"[16457, 16735, 209964, 1379280]"
511,16740,"[13450, 16740, 230691, 520018]"
512,16759,"[16759, 16847, 16952, 561889]"
513,16788,[16788]
514,16800,"[16800, 182811, 182842, 182872]"
515,16830,"[16830, 16881]"
516,16847,"[16759, 16847, 189203, 454141]"
517,16879,[16879]
518,16881,"[16830, 16881]"
519,16952,"[16759, 16952, 230124, 561889]"
520,16959,"[5740, 16506, 16959, 27028]"
521,16960,[16960]
522,16962,"[16962, 1768549]"
523,16973,[16973]
524,16995,"[13329, 16995]"
525,17144,"[14264, 17144, 40940, 624161]"
526,17169,"[17169, 161350]"
527,17170,[17170]
528,17194,"[17194, 574158]"
529,17224,[17224]
530,17252,"[17252, 17348]"
531,17347,"[17347, 499624, 2489588]"
532,17348,"[17252, 17348]"
533,17411,"[17411, 387990]"
534,17853,"[1564, 17853, 18033, 274378]"
535,17954,"[17954, 23198, 436204]"
536,17982,"[17982, 18145, 86145, 86308]"
537,18033,"[3665, 17853, 18033, 274378]"
538,18078,"[18078, 142835, 142958, 1175686]"
539,18084,"[18084, 18145, 94796, 833890]"
540,18113,"[1166, 18113, 150313, 2530315]"
541,18145,"[17982, 18084, 18145, 94796]"
542,18164,"[18164, 104923, 365281, 2394137]"
543,18250,[18250]
544,18271,"[1994, 18271]"
545,18397,"[18397, 92673, 92683, 230470]"
546,18526,"[18526, 18568, 18736, 18748]"
547,18527,"[18527, 18535, 18678, 18839]"
548,18535,"[18527, 18535, 18724, 18735]"
549,18541,[18541]
550,18568,"[18526, 18568, 18697, 18738]"
551,18607,"[18535, 18607, 18619, 18661]"
552,18619,"[18535, 18607, 18619, 18661]"
553,18661,"[18535, 18607, 18619, 18661]"
554,18678,"[18527, 18535, 18678, 18839]"
555,18694,[18694]
556,18696,"[18696, 655681]"
557,18697,"[18526, 18568, 18697, 18738]"
558,18724,"[18527, 18535, 18724, 18735]"
559,18726,"[6772, 18726]"
560,18735,"[18527, 18535, 18724, 18735]"
561,18736,"[18526, 18568, 18736, 18748]"
562,18738,"[18526, 18568, 18697, 18738]"
563,18748,"[18526, 18568, 18736, 18748]"
564,18784,"[18784, 92150, 326480, 326597]"
565,18839,"[18527, 18535, 18678, 18839]"
566,19005,[19005]
567,19081,"[250, 19081]"
568,19241,[19241]
569,19278,[19278]
570,19315,"[19315, 1588433, 2202904, 2239895]"
571,19316,[19316]
572,19344,"[19344, 174762]"
573,19569,"[19569, 81683]"
574,19572,"[19572, 24266, 112776, 2509993]"
575,19573,[19573]
576,19712,[19712]
577,19721,[19721]
578,19737,"[19737, 245543]"
579,19774,"[19774, 104385]"
580,19915,"[19915, 284654, 2495628, 2506679]"
581,20027,[20027]
582,20130,[20130]
583,20131,[20131]
584,20230,"[5797, 20230, 52117, 54241]"
585,20372,[20372]
586,20443,"[20443, 61127, 1379735, 1383250]"
587,20446,"[20446, 21028]"
588,20496,"[11968, 20496, 24346, 78364]"
589,20654,[20654]
590,20881,"[20881, 84549, 644032, 1414841]"
591,20917,"[16740, 20917]"
592,20935,[20935]
593,20999,"[20999, 1787818, 1787824, 1787827]"
594,21002,"[21002, 65494]"
595,21021,[21021]
596,21028,"[20446, 21028]"
597,21036,[21036]
598,21089,"[21089, 413334, 2488843, 2495636]"
599,21187,[21187]
600,21258,[21258]
601,21295,[21295]
602,21298,"[21298, 1121307, 1377707]"
603,21446,"[21446, 22374, 1386442]"
604,21459,"[6902, 21459, 100696, 572853]"
605,21523,[21523]
606,21697,[21697]
607,21698,[21698]
608,21716,"[21716, 979620]"
609,21825,[21825]
610,21926,[21926]
611,21936,[21936]
612,22314,"[22314, 48737, 1386783, 1387290]"
613,22337,"[22337, 22373, 33986, 307572]"
614,22373,"[22337, 22373]"
615,22374,"[21446, 22374]"
616,22391,"[22391, 2524336]"
617,22404,"[14440, 22404, 2493050, 2530574]"
618,22458,"[22458, 22572, 1376903]"
619,22528,"[22528, 286839, 1377328, 1377582]"
620,22572,"[22458, 22572, 1376903]"
621,22641,"[22641, 38581]"
622,22692,"[22404, 22692, 2493050, 2530574]"
623,22942,"[22942, 33196, 1761306, 2164711]"
624,22954,"[22954, 23547, 23586]"
625,22956,[22956]
626,23001,"[23001, 2511683]"
627,23067,[23067]
628,23093,"[23093, 33373, 2505038, 2505683]"
629,23115,"[1216, 23115, 87237, 430664]"
630,23198,"[23198, 28113, 436204, 1377334]"
631,23417,[23417]
632,23430,[23430]
633,23448,[23448]
634,23522,[23522]
635,23547,"[22954, 23547, 23586]"
636,23586,"[22954, 23547, 23586]"
637,23715,"[23715, 157600, 956345]"
638,23745,[23745]
639,23998,"[23998, 65044, 67690, 114194]"
640,24217,"[24217, 1176942]"
641,24266,"[19572, 24266, 112776, 2509993]"
642,24304,[24304]
643,24321,[24321]
644,24346,"[11968, 20496, 24346, 78364]"
645,24522,[24522]
646,24642,"[24642, 2282970, 2287840]"
647,24914,[24914]
648,24969,[24969]
649,24971,[24971]
650,25047,"[25047, 230726, 230734, 230736]"
651,25085,"[25085, 25421, 25505, 422935]"
652,25249,[25249]
653,25267,[25267]
654,25323,"[25085, 25323, 25505, 422935]"
655,25354,"[25354, 25421]"
656,25355,"[25355, 25503]"
657,25392,"[25392, 25421]"
658,25421,"[25085, 25354, 25421, 498770]"
659,25503,"[25355, 25503, 25505, 422935]"
660,25504,"[25085, 25504]"
661,25505,"[25085, 25323, 25505, 422935]"
662,25707,"[25707, 277485, 277634]"
663,25906,"[25906, 206534, 206653, 2495902]"
664,25965,"[25965, 26283]"
665,25994,[25994]
666,26089,[26089]
667,26280,"[26280, 55600]"
668,26282,"[26282, 26283]"
669,26283,"[25965, 26282, 26283]"
670,26343,"[26343, 26345]"
671,26345,"[26343, 26345]"
672,26351,"[11356, 26351, 469580, 1383154]"
673,26386,[26386]
674,26401,"[26401, 26465, 2496056]"
675,26443,[26443]
676,26451,[26451]
677,26465,"[26401, 26465, 2496056]"
678,26590,"[26590, 853102]"
679,26653,[26653]
680,26712,"[15330, 26712]"
681,26722,"[26722, 56831]"
682,26732,[26732]
683,26812,[26812]
684,26820,[26820]
685,27028,"[16959, 27028, 95909]"
686,27029,"[27029, 350339, 611752]"
687,27072,"[27072, 66012, 176206, 2522981]"
688,27105,[27105]
689,27111,"[9989, 27111, 420985]"
690,27112,[27112]
691,27185,[27185]
692,27190,"[27190, 27638]"
693,27229,"[16627, 27229, 27370, 2523764]"
694,27251,[27251]
695,27254,"[27254, 95450]"
696,27268,[27268]
697,27278,"[27278, 161281]"
698,27287,"[594, 27287, 372552, 447651]"
699,27307,"[27307, 82982, 169301, 351077]"
700,27308,"[13758, 27308, 291376]"
701,27309,[27309]
702,27341,"[27341, 150564, 160578, 1041329]"
703,27342,"[27342, 66246]"
704,27347,"[27347, 36502]"
705,27368,"[27368, 213639, 264669, 2522358]"
706,27370,"[27370, 943481, 1377810, 2501850]"
707,27385,"[27385, 2522358]"
708,27417,"[789, 1279, 27417, 642253]"
709,27419,"[27419, 27648, 47006]"
710,27439,[27439]
711,27495,"[27495, 27609]"
712,27544,"[27544, 27546, 77459, 939331]"
713,27546,"[27544, 27546, 939331]"
714,27569,"[27569, 1541496, 1924133, 2534752]"
715,27570,"[27570, 62182, 675188, 1121306]"
716,27576,"[27576, 150997, 266284, 267966]"
717,27588,[27588]
718,27595,"[27595, 583530, 1383095, 2522358]"
719,27604,"[27604, 1153672]"
720,27609,"[27495, 27609]"
721,27610,"[573, 27610]"
722,27616,"[1333, 4672, 4686, 27616]"
723,27624,"[6902, 21459, 27624, 2517946]"
724,27626,"[27626, 328137, 641582, 2500963]"
725,27629,"[27629, 77779, 149325, 1370078]"
726,27638,"[27190, 27638, 2495036]"
727,27639,[27639]
728,27647,[27647]
729,27648,"[721, 27419, 27648]"
730,27661,"[23198, 27661, 697637, 1383038]"
731,27713,"[27713, 684848]"
732,27780,[27780]
733,27812,"[27812, 94790, 1383342]"
734,27846,"[27846, 950113]"
735,27912,"[27912, 222633, 497784, 916968]"
736,27913,"[2080, 27913]"
737,27927,"[27927, 120086, 420212, 443454]"
738,27986,"[27986, 74480, 97867, 1378040]"
739,28014,"[28014, 28252, 819481]"
740,28112,[28112]
741,28113,"[23198, 28113, 675152]"
742,28119,"[27072, 28119, 176875, 981051]"
743,28252,"[28014, 28252, 28294]"
744,28294,"[28252, 28294]"
745,28310,[28310]
746,28331,"[28331, 100310]"
747,28433,"[28433, 153476, 343064]"
748,28477,[28477]
749,28510,[28510]
750,28853,"[28853, 71516, 142808, 2525085]"
751,28939,"[28939, 44347, 44678, 1017735]"
752,29005,"[29005, 114480, 555972, 979697]"
753,29024,[29024]
754,29049,[29049]
755,29061,[29061]
756,29382,[29382]
757,29390,"[16415, 29390, 57488, 100310]"
758,29569,[29569]
759,29637,"[5575, 29637, 51961, 878830]"
760,29643,"[29643, 30247, 1612253]"
761,29860,"[29860, 30111, 97010, 875517]"
762,29890,"[29890, 123693, 150585, 424824]"
763,29919,"[29919, 30154]"
764,29965,"[29965, 30008, 30031]"
765,29989,"[29989, 30111, 199490]"
