,comp_id,top3
9639,752916,"[644032, 752916, 942096, 1414841]"
9640,753533,[753533]
9641,753677,[753677]
9642,753841,[753841]
9643,754472,[754472]
9644,755095,[755095]
9645,755250,"[755250, 1329754]"
9646,755916,[755916]
9647,756093,"[445852, 445924, 756093]"
9648,756430,"[279247, 756430, 924160, 1046000]"
9649,756855,"[199490, 756855, 845191, 1040349]"
9650,757915,"[213639, 757915]"
9651,757917,[757917]
9652,758576,"[758576, 2497389]"
9653,758669,[758669]
9654,758744,[758744]
9655,760843,"[66928, 159229, 159230, 760843]"
9656,761054,[761054]
9657,762183,"[762183, 920222, 2495445, 2530561]"
9658,764467,"[365189, 764467, 947377]"
9659,767107,"[767107, 899413]"
9660,767174,[767174]
9661,768351,[768351]
9662,771911,[771911]
9663,772116,"[524824, 772116, 1370320]"
9664,772957,[772957]
9665,777891,"[209573, 777891]"
9666,777900,"[777900, 948090, 1584879, 1584880]"
9667,778200,[778200]
9668,778247,"[51961, 524882, 612457, 778247]"
9669,778496,"[57493, 97849, 778496, 2506739]"
9670,779132,"[536133, 779132, 2489202, 2521323]"
9671,780163,[780163]
9672,780326,[780326]
9673,780501,"[184770, 780501]"
9674,781044,"[42013, 150054, 674897, 781044]"
9675,781240,"[403465, 781240]"
9676,783961,"[783961, 858065, 899931, 909473]"
9677,784049,"[784049, 972854, 1502972, 1502974]"
9678,784378,"[740636, 743208, 784378, 909473]"
9679,784724,[784724]
9680,790423,"[11026, 790423, 1118030, 1622428]"
9681,792264,"[792264, 1378785]"
9682,793291,"[255347, 793291, 1820514, 1820519]"
9683,793780,"[384948, 793780]"
9684,793807,"[743208, 793807, 858065, 1517717]"
9685,794187,[794187]
9686,794330,[794330]
9687,795086,"[795086, 2533855]"
9688,795640,[795640]
9689,795654,[795654]
9690,796034,"[735277, 796034]"
9691,797138,"[134100, 597084, 797138]"
9692,797351,[797351]
9693,798263,"[32027, 798263]"
9694,798991,[798991]
9695,800377,[800377]
9696,801459,"[801459, 904871]"
9697,801811,"[494275, 801811]"
9698,801908,"[374005, 801908]"
9699,802171,"[731066, 802171]"
9700,804723,"[611682, 804723, 2114782, 2186563]"
9701,807803,[807803]
9702,807866,[807866]
9703,809398,"[809398, 943481, 1032067, 2534393]"
9704,812009,"[812009, 2498841, 2501957, 2537199]"
9705,813052,"[813052, 2096698, 2199594, 2221540]"
9706,815019,[815019]
9707,816329,"[816329, 918683, 2062027, 2062040]"
9708,818640,"[229058, 308571, 675237, 818640]"
9709,819481,"[28014, 819481]"
9710,819707,[819707]
9711,820230,[820230]
9712,821492,[821492]
9713,821770,[821770]
9714,822538,[822538]
9715,823018,[823018]
9716,824363,[824363]
9717,824398,"[824398, 881825, 1565480, 1565623]"
9718,824492,"[6723, 747337, 824492]"
9719,826568,"[408583, 408590, 826568]"
9720,827165,"[2203, 827165, 1048092, 1294202]"
9721,827783,"[46958, 224463, 827783]"
9722,829857,"[829857, 907761, 1376530]"
9723,831728,[831728]
9724,831827,"[256000, 831827]"
9725,833890,"[18084, 390246, 689861, 833890]"
9726,835142,[835142]
9727,835256,"[115, 835256]"
9728,835577,[835577]
9729,835863,"[231013, 668237, 835863, 1383068]"
9730,836498,[836498]
9731,838010,[838010]
9732,838204,[838204]
9733,838710,"[838710, 1078603]"
9734,840090,"[840090, 992572, 1082069, 1269461]"
9735,840653,"[840653, 1099766, 1106899, 2514118]"
9736,840903,"[4504, 73219, 543801, 840903]"
9737,842066,[842066]
9738,844203,[844203]
9739,844632,[844632]
9740,845191,"[756855, 845191]"
9741,847663,[847663]
9742,852065,"[574213, 852065, 1170763]"
9743,853102,"[26590, 853102]"
9744,853457,"[139397, 853457]"
9745,857646,"[255371, 857646]"
9746,857696,"[857696, 858065, 2495786, 2536521]"
9747,858065,"[793807, 857696, 858065, 2495786]"
9748,858125,"[84516, 178197, 705337, 858125]"
9749,858145,"[1166, 18113, 150313, 858145]"
9750,858682,"[750285, 858682, 1369333, 2511793]"
9751,859483,[859483]
9752,860585,"[860585, 899931, 909473, 2527597]"
9753,860949,[860949]
9754,861656,[861656]
9755,861731,"[32842, 861731]"
9756,863200,[863200]
9757,863336,"[863336, 2501334, 2517176, 2531143]"
9758,863750,[863750]
9759,863791,"[863791, 1615630, 2450559, 2454394]"
9760,865014,[865014]
9761,866306,[866306]
9762,866596,[866596]
9763,866951,"[866951, 2493887, 2493983, 2530702]"
9764,867082,"[867082, 2490828, 2522780, 2528248]"
9765,867461,"[2516, 867461]"
9766,868167,[868167]
9767,868627,[868627]
9768,869433,"[869433, 1379701]"
9769,869717,"[138037, 328400, 407453, 869717]"
9770,871464,"[871464, 1379332]"
9771,871853,"[287269, 597971, 871853, 979067]"
9772,872804,"[872804, 2492658, 2527480]"
9773,872902,[872902]
9774,873133,[873133]
9775,873560,"[27912, 497784, 873560]"
9776,874174,"[874174, 2501315, 2507576, 2527473]"
9777,874218,[874218]
9778,874289,"[743208, 874289, 914031, 1028312]"
9779,874370,"[279247, 874370, 1379742]"
9780,874449,[874449]
9781,875517,"[29860, 875517]"
9782,875758,"[875758, 1025050]"
9783,876580,[876580]
9784,877201,[877201]
9785,878323,"[65567, 878323, 1122112]"
9786,878794,[878794]
9787,878830,"[29637, 778247, 878830, 2327632]"
9788,879381,[879381]
9789,880776,[880776]
9790,881825,"[727682, 881825, 1565478, 1565623]"
9791,884155,"[812009, 884155, 1788536, 2498841]"
9792,886718,"[886718, 2490146, 2490653, 2492682]"
9793,887229,"[674804, 887229, 2508554]"
9794,887420,[887420]
9795,888307,"[4989, 888307, 1473020, 1473029]"
9796,890600,[890600]
9797,896459,[896459]
9798,896859,"[51473, 896859]"
9799,896988,"[896988, 2493210, 2493414, 2506002]"
9800,897584,[897584]
9801,898013,[898013]
9802,898236,[898236]
9803,898773,[898773]
9804,899136,"[419601, 675271, 899136]"
9805,899413,"[738502, 767107, 899413]"
9806,899577,[899577]
9807,899906,"[182928, 675090, 899906]"
9808,899931,"[860585, 899931, 909473, 1027658]"
9809,900489,[900489]
9810,901644,"[502172, 901644, 1517930, 2271773]"
9811,902069,"[902069, 936833, 2491917]"
9812,903732,[903732]
9813,904570,"[231009, 904570, 2341515, 2522082]"
9814,904871,"[801459, 904871, 1040969, 1041611]"
9815,906029,"[906029, 2517973, 2528520, 2531195]"
9816,907121,[907121]
9817,907761,"[180108, 829857, 907761, 1376530]"
9818,908741,"[2095, 908741, 948157]"
9819,909473,"[783961, 860585, 899931, 909473]"
9820,910582,[910582]
9821,911519,"[437697, 911519, 1970686, 1970687]"
9822,911688,[911688]
9823,911951,[911951]
9824,912049,[912049]
9825,912274,[912274]
9826,913546,[913546]
9827,914031,"[743208, 874289, 914031, 1028312]"
9828,914318,[914318]
9829,915759,[915759]
9830,916478,"[916478, 1019179, 1100615, 1502975]"
9831,916699,[916699]
9832,916968,"[27912, 57091, 916968]"
9833,918683,"[816329, 918683, 2062027, 2062040]"
9834,920195,[920195]
9835,920222,"[589001, 762183, 920222, 1004810]"
9836,920888,"[589062, 589304, 920888, 2533969]"
9837,921197,"[419443, 419463, 487711, 921197]"
9838,924160,"[31989, 35312, 112550, 924160]"
9839,929179,"[929179, 2494829]"
9840,932305,"[932305, 1143857, 2503040, 2531725]"
9841,932999,[932999]
9842,933330,[933330]
9843,934783,"[9097, 934783, 1927101, 2332425]"
9844,934857,[934857]
9845,935959,"[694912, 935959, 2488263]"
9846,936360,"[936360, 1823612, 2403262, 2491185]"
9847,936464,[936464]
9848,936561,"[457521, 471514, 936561]"
9849,936833,"[902069, 936833]"
9850,937969,[937969]
9851,938216,[938216]
9852,938475,"[499506, 938475, 2243733, 2244141]"
9853,938493,"[7647, 641189, 674335, 938493]"
9854,939331,"[27544, 27546, 939331]"
9855,939495,[939495]
9856,941677,[941677]
9857,942096,"[644032, 752916, 942096, 1414841]"
9858,943481,"[27370, 943481, 1377810, 2501850]"
9859,944027,"[66928, 159230, 760843, 944027]"
9860,944304,"[944304, 1473004, 1473006, 1473007]"
9861,945379,[945379]
9862,945988,[945988]
9863,947377,"[365189, 764467, 947377, 2534839]"
9864,948090,"[948090, 1584884, 1584885, 1584887]"
9865,948157,"[908741, 948157, 1379221]"
9866,949710,"[674310, 949710]"
9867,950113,"[27846, 950113]"
9868,950126,[950126]
9869,950318,"[35538, 60246, 255776, 950318]"
9870,951492,"[32533, 53737, 106280, 951492]"
9871,951828,[951828]
9872,952112,"[952112, 1139735, 1263147, 1263149]"
9873,952839,"[30111, 952839]"
9874,953817,[953817]
9875,954786,"[954786, 1015525, 2505643, 2507090]"
9876,955018,"[136142, 955018, 1376970, 1383369]"
9877,955440,[955440]
9878,955713,[955713]
9879,956345,"[23715, 157600, 956345]"
9880,958947,[958947]
9881,959548,"[959548, 1057252, 1057255, 1057261]"
9882,960559,[960559]
9883,963455,"[963455, 1792825]"
9884,969364,"[969364, 990300, 2513321, 2533418]"
9885,972854,"[784049, 972854, 1019179, 1502977]"
9886,975600,"[975600, 1562421, 2534607]"
9887,975608,"[418401, 485738, 975608]"
9888,976573,"[874289, 914031, 976573, 2493003]"
9889,978664,"[740636, 743208, 978664, 989029]"
9890,979067,"[871853, 979067]"
9891,979620,"[21716, 979620]"
9892,979697,"[29005, 555972, 979697, 2508061]"
9893,981051,"[2262, 28119, 981051]"
9894,981748,"[740636, 981748, 994095, 1028312]"
9895,983343,[983343]
9896,983349,[983349]
9897,984002,[984002]
9898,987705,"[987705, 2519132, 2521839]"
9899,989029,"[740636, 978664, 989029, 1028312]"
9900,989360,[989360]
9901,989766,[989766]
9902,989951,[989951]
9903,990133,"[11968, 990133]"
9904,990300,"[990300, 1042346, 2493394, 2513825]"
9905,990772,"[1159, 126356, 990772]"
9906,990840,[990840]
9907,990970,"[990970, 2492452, 2492734, 2530984]"
9908,991398,[991398]
9909,991554,"[991554, 1228306]"
9910,992572,"[840090, 992572, 1082069]"
9911,993429,[993429]
9912,994095,"[740636, 981748, 994095, 1028312]"
9913,995196,[995196]
9914,995673,[995673]
9915,995747,"[52874, 286155, 995747, 1383138]"
9916,996051,"[16592, 453569, 663463, 996051]"
9917,998063,"[5772, 998063]"
9918,1000122,[1000122]
9919,1000860,"[1000860, 1298341]"
9920,1004810,"[762183, 920222, 1004810, 2242710]"
9921,1005746,[1005746]
9922,1006480,"[866951, 1006480, 2502717, 2530702]"
9923,1012846,"[1012846, 1565604, 1565607]"
9924,1013780,"[1994, 567425, 641254, 1013780]"
9925,1014848,"[1014848, 2494906, 2499985, 2500758]"
9926,1015249,[1015249]
9927,1015525,"[954786, 1015525, 2500892, 2507090]"
9928,1017603,[1017603]
9929,1017627,[1017627]
9930,1017735,"[28939, 1017735]"
9931,1018033,[1018033]
9932,1019179,"[916478, 1019179, 1502973, 1502974]"
9933,1021157,"[424817, 513323, 1021157, 2513287]"
9934,1022334,[1022334]
9935,1022492,[1022492]
9936,1025050,"[875758, 1025050]"
9937,1025600,[1025600]
9938,1026027,[1026027]
9939,1026416,"[27626, 674924, 1026416, 2526796]"
9940,1027658,"[899931, 909473, 1027658, 2493003]"
9941,1027833,[1027833]
9942,1027958,"[202450, 1027958]"
9943,1028312,"[914031, 989029, 994095, 1028312]"
9944,1028809,"[644928, 644929, 1028809, 1232716]"
9945,1029534,"[619, 1029534, 2528865]"
9946,1030179,"[1030179, 2492908]"
9947,1030650,"[365189, 947377, 1030650, 2534839]"
9948,1031401,[1031401]
9949,1032067,"[104923, 674400, 1032067, 2341317]"
9950,1032422,"[1032422, 1376568]"
9951,1032862,[1032862]
9952,1033121,[1033121]
9953,1033661,"[1033661, 1347539]"
9954,1036574,[1036574]
9955,1037093,"[469732, 1037093, 1354841]"
9956,1037639,"[1615, 218758, 305519, 1037639]"
9957,1037661,[1037661]
9958,1037712,"[1037712, 1677014]"
9959,1037717,"[12922, 650037, 650591, 1037717]"
9960,1037721,[1037721]
9961,1037788,[1037788]
9962,1038038,"[1038038, 1072424, 1072426, 1072429]"
9963,1038107,"[239930, 705564, 1038107]"
9964,1038336,[1038336]
9965,1038388,"[653126, 671127, 1038388, 1040969]"
9966,1038389,"[675263, 1038389, 2500148]"
9967,1038536,[1038536]
9968,1038733,"[390442, 558106, 1038733, 2487868]"
9969,1038957,[1038957]
9970,1039024,[1039024]
9971,1039053,"[1039053, 1248692, 2494386, 2516808]"
9972,1039787,"[1039787, 2490609, 2494001, 2525742]"
9973,1039877,"[218758, 305519, 1039877, 2494672]"
9974,1039938,"[443002, 443012, 649384, 1039938]"
9975,1040349,"[97010, 756855, 1040349, 1943686]"
9976,1040360,[1040360]
9977,1040421,"[139241, 418411, 675178, 1040421]"
9978,1040969,"[6244, 1038388, 1040969, 1041611]"
9979,1041053,"[370289, 579689, 1041053, 1119930]"
9980,1041205,"[1041205, 1377405]"
9981,1041230,[1041230]
9982,1041308,"[320260, 374697, 374706, 1041308]"
9983,1041329,"[7736, 27341, 1041329]"
9984,1041548,"[6723, 1041548]"
9985,1041611,"[904871, 1040969, 1041611]"
9986,1042263,"[442681, 1042263]"
9987,1042346,"[990300, 1042346, 2493394, 2497451]"
9988,1042479,"[469580, 1042479, 1383154, 1383228]"
9989,1042541,[1042541]
9990,1042709,"[84633, 1042709]"
9991,1042736,"[305519, 1042736, 1671634, 2519147]"
9992,1043290,"[1043290, 2494001, 2494098, 2497917]"
9993,1043525,"[1043525, 2136564, 2150625, 2175930]"
9994,1043649,"[181939, 692006, 1043649]"
9995,1043745,[1043745]
9996,1043826,[1043826]
9997,1044033,"[378207, 496956, 581843, 1044033]"
9998,1044479,[1044479]
9999,1044836,"[112655, 1044836, 2510537]"
10000,1045708,[1045708]
10001,1045731,"[505281, 1045731, 2500803]"
10002,1046000,"[279247, 418436, 756430, 1046000]"
10003,1046164,"[746818, 1046164, 2504300]"
10004,1046183,"[1046183, 2492908]"
10005,1046689,"[10661, 675273, 1046689]"
10006,1046716,"[14149, 1046716, 1383414]"
10007,1046943,[1046943]
10008,1047077,"[32533, 53737, 581819, 1047077]"
10009,1048076,"[675168, 1048076]"
10010,1048092,"[2203, 827165, 1048092, 1294202]"
10011,1048211,[1048211]
10012,1048326,"[1048326, 2490659]"
10013,1048558,"[1048558, 1336035]"
10014,1048866,"[1048866, 2167761, 2171601, 2173277]"
10015,1048964,"[1048964, 2143176, 2144241, 2159754]"
10016,1049174,"[700191, 1049174]"
10017,1049275,"[9333, 1049275]"
10018,1050455,"[27626, 1050455, 1050990]"
10019,1050646,"[328369, 342897, 1050646, 1050952]"
10020,1050649,"[328369, 328678, 342897, 1050649]"
10021,1050887,"[27626, 73421, 1050887, 1050957]"
10022,1050952,"[328369, 342897, 1050646, 1050952]"
10023,1050957,"[27626, 73421, 1050887, 1050957]"
10024,1050990,"[27626, 1050455, 1050990]"
10025,1051014,"[73421, 1051014]"
10026,1051337,"[1994, 49226, 583322, 1051337]"
10027,1051519,[1051519]
10028,1051568,[1051568]
10029,1051843,"[258556, 691231, 1051843, 1051850]"
10030,1051845,"[1051845, 1051846, 1051848, 1051852]"
10031,1051846,"[1051845, 1051846, 1051847, 1051848]"
10032,1051847,"[1051845, 1051846, 1051847, 1051853]"
10033,1051848,"[1051845, 1051846, 1051848, 1051849]"
10034,1051849,"[1051845, 1051846, 1051848, 1051849]"
10035,1051850,"[258556, 258601, 1051843, 1051850]"
10036,1051852,"[614050, 1051845, 1051846, 1051852]"
10037,1051853,"[614052, 1051847, 1051852, 1051853]"
10038,1051895,[1051895]
10039,1052293,[1052293]
10040,1052748,"[44254, 1052748, 1054554, 1742945]"
10041,1052750,"[1052748, 1052750, 1054552, 1742943]"
10042,1052751,"[44254, 1052748, 1052751, 1054553]"
10043,1053055,[1053055]
10044,1053194,"[454298, 708750, 1053194, 1053195]"
10045,1053195,"[708753, 708765, 1053194, 1053195]"
10046,1053196,"[1053196, 1053197, 1053198, 1053199]"
10047,1053197,"[1053197, 1053198, 1053199, 1053200]"
10048,1053198,"[1053198, 1053199, 1053200, 1053201]"
10049,1053199,"[1053198, 1053199, 1053200, 1053201]"
10050,1053200,"[1053198, 1053199, 1053200, 1053201]"
10051,1053201,"[1053198, 1053199, 1053200, 1053201]"
10052,1053202,"[1053198, 1053199, 1053200, 1053201]"
10053,1053203,"[1053198, 1053199, 1053200, 1053201]"
10054,1053702,"[594, 123912, 1053702]"
10055,1054078,"[1054078, 2495009, 2501603, 2504457]"
10056,1054085,[1054085]
10057,1054170,"[1054170, 2058604, 2058605, 2058606]"
10058,1054552,"[1052750, 1054552, 1742943, 2503049]"
10059,1054553,"[44254, 1052751, 1054553, 1742944]"
10060,1054554,"[44254, 1052748, 1054554, 1742945]"
10061,1055261,"[580453, 580497, 580498, 1055261]"
10062,1055282,"[580466, 580564, 580573, 1055282]"
10063,1055284,"[580453, 580496, 580498, 1055284]"
10064,1055286,"[580453, 580498, 580566, 1055286]"
10065,1055289,"[580466, 580573, 1055289, 1055290]"
10066,1055290,"[580496, 580498, 1055289, 1055290]"
10067,1055291,"[580573, 1055291, 1055293, 1055295]"
10068,1055292,"[580498, 1055291, 1055292, 1055296]"
10069,1055293,"[580573, 1055291, 1055293, 1055295]"
10070,1055294,"[580453, 580496, 580498, 1055294]"
10071,1055295,"[580573, 1055291, 1055293, 1055295]"
10072,1055296,"[580453, 580498, 1055292, 1055296]"
10073,1055297,"[1055297, 1055298, 1055301, 1055302]"
10074,1055298,"[1055297, 1055298, 1055303, 1333858]"
10075,1055299,"[1055293, 1055299, 1055300, 1055301]"
10076,1055300,"[1055299, 1055300, 1055302, 1428589]"
10077,1055301,"[1055297, 1055299, 1055301, 1055302]"
10078,1055302,"[1055300, 1055301, 1055302, 1055303]"
10079,1055303,"[1055303, 1333858, 1428593, 1428728]"
10080,1055424,[1055424]
10081,1055839,"[402613, 454708, 455138, 1055839]"
10082,1056348,[1056348]
10083,1057243,"[1057243, 1057244, 1057268, 1057269]"
10084,1057244,"[1057244, 1057245, 1057246, 1057247]"
10085,1057245,"[1057244, 1057245, 1057246, 1057247]"
10086,1057246,"[1057244, 1057245, 1057246, 1057247]"
10087,1057247,"[1057244, 1057245, 1057246, 1057247]"
10088,1057248,"[1057244, 1057248, 1057266, 1057267]"
10089,1057249,"[1057244, 1057249, 1057250, 1057251]"
10090,1057250,"[1057249, 1057250, 1057251]"
10091,1057251,"[1057249, 1057250, 1057251]"
10092,1057252,"[959548, 1057252, 1057255, 1057256]"
10093,1057255,"[959548, 1057255, 1057259, 1057261]"
10094,1057256,"[959548, 1057255, 1057256, 1057263]"
10095,1057257,"[959548, 1057255, 1057257, 1057259]"
10096,1057258,"[959548, 1057257, 1057258, 1057264]"
10097,1057259,"[959548, 1057255, 1057257, 1057259]"
10098,1057261,"[959548, 1057255, 1057261, 1057262]"
10099,1057262,"[959548, 1057261, 1057262, 1057263]"
10100,1057263,"[959548, 1057256, 1057262, 1057263]"
10101,1057264,"[959548, 1057258, 1057262, 1057264]"
10102,1057265,"[959548, 1057255, 1057261, 1057265]"
10103,1057266,"[959548, 1057248, 1057266, 1057267]"
10104,1057267,"[1057248, 1057266, 1057267]"
10105,1057268,"[1057243, 1057244, 1057268, 1057269]"
10106,1057269,"[1057244, 1057245, 1057268, 1057269]"
10107,1057281,"[1057244, 1057281]"
10108,1057293,"[1057255, 1057268, 1057269, 1057293]"
10109,1057294,"[1057268, 1057294]"
10110,1057443,"[1057443, 1548242, 1843909, 1843910]"
10111,1057528,"[558481, 1057528, 1057531, 2527997]"
10112,1057531,"[1057531, 1057532, 1057535, 2530203]"
10113,1057532,"[1057531, 1057532, 1057535, 1057546]"
10114,1057535,"[1057531, 1057532, 1057535, 2523571]"
10115,1057542,"[1057542, 1057545, 1057546, 1057552]"
10116,1057545,"[1057545, 1057546, 1057549, 1057555]"
10117,1057546,"[1057545, 1057546, 1057549, 1057556]"
10118,1057549,"[1057545, 1057546, 1057549, 1057559]"
10119,1057552,"[1057542, 1057552, 1057555, 1057556]"
10120,1057555,"[1057545, 1057555, 1057556, 1057559]"
10121,1057556,"[1057546, 1057555, 1057556, 1057559]"
10122,1057559,"[1057549, 1057555, 1057556, 1057559]"
10123,1057648,"[444203, 445832, 1057648, 1057649]"
10124,1057649,"[442982, 1057648, 1057649, 2523660]"
10125,1057650,"[1057648, 1057650]"
10126,1058497,"[1058497, 1058500, 1118660, 1118712]"
10127,1058500,"[1058500, 1118618, 1118638, 1118639]"
10128,1058502,"[1058502, 1058508, 1780777, 1780783]"
10129,1058504,"[1058497, 1058504, 1118660, 1118712]"
10130,1058508,"[1058502, 1058508, 1780765, 1780771]"
10131,1058512,"[1058512, 1058516, 1058517, 1780781]"
10132,1058514,"[1058514, 1058515, 1058516, 1058517]"
10133,1058515,"[1058514, 1058515, 1058516, 1058517]"
10134,1058516,"[1058512, 1058514, 1058516, 1058517]"
10135,1058517,"[1058512, 1058516, 1058517, 1780769]"
10136,1058590,[1058590]
10137,1058607,[1058607]
10138,1058875,[1058875]
10139,1059527,"[1059527, 1059551]"
10140,1059551,"[1059527, 1059551]"
10141,1060577,[1060577]
10142,1060762,[1060762]
10143,1060791,"[1060791, 1060792]"
10144,1060792,"[1060791, 1060792, 1060795]"
10145,1060795,"[1060792, 1060795]"
10146,1061757,[1061757]
10147,1062164,"[377721, 1062164]"
10148,1062512,[1062512]
10149,1062842,"[1062842, 2498130]"
10150,1063716,"[1063716, 1063717, 1063718, 1063719]"
10151,1063717,"[394234, 1063716, 1063717, 1063719]"
10152,1063718,"[1063716, 1063717, 1063718, 1063719]"
10153,1063719,"[1063716, 1063717, 1063718, 1063719]"
10154,1063720,"[560582, 1063720, 1063721, 1063861]"
10155,1063721,"[1063721, 1063722, 1063723, 1063724]"
10156,1063722,"[1063717, 1063721, 1063722, 1063723]"
10157,1063723,"[1063719, 1063721, 1063722, 1063723]"
10158,1063724,"[1063721, 1063722, 1063723, 1063724]"
10159,1063728,"[560582, 1063728, 1063861, 1063862]"
10160,1063732,"[1063732, 1063863, 1063864, 1063865]"
10161,1063861,"[560582, 1063728, 1063861, 1063862]"
10162,1063862,"[560582, 1063728, 1063861, 1063862]"
10163,1063863,"[1063732, 1063863, 1063864, 1063865]"
10164,1063864,"[1063732, 1063863, 1063864, 1063865]"
10165,1063865,"[1063732, 1063863, 1063864, 1063865]"
10166,1063958,[1063958]
10167,1064493,"[646449, 675278, 1064493]"
10168,1064694,"[72873, 1064694, 1076129, 2494019]"
10169,1064822,"[52874, 286155, 995747, 1064822]"
10170,1064890,[1064890]
10171,1065014,[1065014]
10172,1065315,[1065315]
10173,1065587,"[1065587, 1065588, 1065589, 1065593]"
10174,1065588,"[1065587, 1065588, 1065589, 1065590]"
10175,1065589,"[1065587, 1065588, 1065589, 1065590]"
10176,1065590,"[1065589, 1065590, 1065596, 1065598]"
10177,1065591,"[1065591, 1065592, 1065594, 1065595]"
10178,1065592,"[1065591, 1065592, 1065594, 1065595]"
10179,1065593,"[1065587, 1065591, 1065593, 1065594]"
10180,1065594,"[1065591, 1065592, 1065594, 1065595]"
10181,1065595,"[1065591, 1065594, 1065595, 1065596]"
10182,1065596,"[1065590, 1065591, 1065595, 1065596]"
10183,1065597,"[1065597, 1065598, 2333416, 2533313]"
10184,1065598,"[1065590, 1065596, 1065597, 1065598]"
10185,1066153,[1066153]
10186,1066291,"[409982, 1066291, 1066293, 1724843]"
10187,1066292,"[409982, 1066291, 1066292, 1066293]"
10188,1066293,"[1066293, 1066294, 1066295, 1066296]"
10189,1066294,"[1066293, 1066294, 1066295, 1066296]"
10190,1066295,"[1066293, 1066295, 1066296, 1066297]"
10191,1066296,"[1066293, 1066294, 1066295, 1066296]"
10192,1066297,"[1066293, 1066294, 1066295, 1066297]"
10193,1066312,"[692515, 1066312, 1066316]"
10194,1066314,"[692515, 1066314, 1066316, 1066345]"
10195,1066315,"[692515, 1066314, 1066315, 1066316]"
10196,1066316,"[692515, 1066314, 1066316, 1066345]"
10197,1066345,"[692515, 1066314, 1066316, 1066345]"
10198,1066955,"[449999, 1066955]"
10199,1066956,[1066956]
10200,1066959,"[449999, 1066959]"
10201,1066974,[1066974]
10202,1066975,"[1066975, 1066976, 1067568, 1067569]"
10203,1066976,"[1066975, 1066976, 1066977, 1067570]"
10204,1066977,"[1066977, 1067568, 1067570, 1067571]"
10205,1067184,"[1067184, 1067185, 1067186, 1067187]"
10206,1067185,"[1067184, 1067185, 1067186, 1067187]"
10207,1067186,"[1067184, 1067185, 1067186, 1067187]"
10208,1067187,"[1067184, 1067185, 1067186, 1067187]"
10209,1067188,"[1067184, 1067185, 1067187, 1067188]"
10210,1067189,"[1067184, 1067185, 1067186, 1067189]"
10211,1067190,"[1067190, 1067191, 1067193, 1067199]"
10212,1067191,"[1067190, 1067191, 1067194, 1067199]"
10213,1067192,"[1067192, 1067193, 1067194, 1067199]"
10214,1067193,"[1067190, 1067192, 1067193, 1067199]"
10215,1067194,"[1067191, 1067192, 1067194, 1067199]"
10216,1067195,"[1067192, 1067193, 1067195, 1067199]"
10217,1067196,"[1067192, 1067193, 1067196, 1067199]"
10218,1067197,"[1067192, 1067193, 1067197, 1067199]"
10219,1067198,"[1067192, 1067196, 1067198, 1067199]"
10220,1067199,"[1067192, 1067193, 1067194, 1067199]"
10221,1067568,"[1066977, 1067568, 1067569, 1067572]"
10222,1067569,"[1067568, 1067569, 1067570, 1067572]"
10223,1067570,"[1066977, 1067569, 1067570, 1067571]"
10224,1067571,"[1066977, 1067570, 1067571, 1067572]"
10225,1067572,"[1067568, 1067569, 1067571, 1067572]"
10226,1067573,"[1067573, 1067574]"
10227,1067574,"[1067574, 1067575, 1067576, 1067578]"
10228,1067575,"[1067574, 1067575, 1067577, 1067579]"
10229,1067576,"[1067574, 1067576, 1067577, 1067578]"
10230,1067577,"[1067575, 1067576, 1067577, 1067579]"
10231,1067578,"[1067574, 1067576, 1067578, 1067579]"
10232,1067579,"[1067575, 1067577, 1067578, 1067579]"
10233,1067580,[1067580]
10234,1069065,"[1069065, 1069066]"
10235,1069066,"[1069065, 1069066]"
10236,1069067,[1069067]
10237,1069144,[1069144]
10238,1071019,"[468531, 1071019, 1420009, 1420010]"
10239,1072402,"[1072402, 1072405, 1072406, 1072408]"
10240,1072403,"[1072403, 1072407, 1072408, 1072423]"
10241,1072405,"[1072405, 1072406, 1072407, 1072408]"
10242,1072406,"[1072402, 1072405, 1072406, 1072408]"
10243,1072407,"[1072403, 1072407, 1072408, 1072423]"
10244,1072408,"[1072408, 1072423, 1072425, 1072427]"
10245,1072412,"[1072412, 1072414, 1072415, 1072417]"
10246,1072413,"[1072408, 1072412, 1072413, 1072423]"
10247,1072414,"[1072414, 1072418, 1072419, 1072420]"
10248,1072415,"[1072412, 1072415, 1072417, 1072423]"
10249,1072416,"[1072414, 1072416, 1072419, 1072420]"
10250,1072417,"[1072412, 1072415, 1072416, 1072417]"
10251,1072418,"[1072414, 1072418, 1072419, 1072420]"
10252,1072419,"[1072414, 1072418, 1072419, 1072420]"
10253,1072420,"[1072414, 1072418, 1072419, 1072420]"
10254,1072421,"[1072414, 1072419, 1072420, 1072421]"
10255,1072422,"[1072408, 1072422, 1072423, 1072424]"
10256,1072423,"[1072408, 1072423, 1072425, 1072427]"
10257,1072424,"[1072408, 1072422, 1072424, 1072428]"
10258,1072425,"[1072408, 1072423, 1072425, 1072427]"
10259,1072426,"[1072408, 1072423, 1072425, 1072426]"
10260,1072427,"[1072408, 1072423, 1072425, 1072427]"
10261,1072428,"[1072422, 1072424, 1072425, 1072428]"
10262,1072429,"[1072424, 1072425, 1072427, 1072429]"
10263,1075474,[1075474]
10264,1075713,"[443404, 1075713, 1075714, 1075716]"
10265,1075714,"[443404, 1075713, 1075714, 1075716]"
10266,1075716,"[443404, 1075713, 1075716, 1075717]"
