,chembl_id,molregno,chembl-name,smiles
377059,CHEMBL256121,426884,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(C)nn(Cc3nc(C)c4ccccc4n3)c(=O)c21
377081,CHEMBL257165,426906,,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1
377104,CHEMBL403553,426929,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21
377182,CHEMBL403664,427010,BLEOMYCIN,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1
377187,CHEMBL255901,427015,,CC(C)CCn1nc(-c2cncs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O
377195,CHEMBL402371,427023,,CNCc1cnc(C)cc1Oc1ccc(Cl)cc1Br
377201,CHEMBL256137,427029,,CNCc1cnc(C)cc1Oc1ccc(Cl)cc1C
377297,CHEMBL403078,427128,,CNCc1cnc(C)cc1Oc1ccc(Cl)cc1OC
377333,CHEMBL402234,427165,,CC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(N)(=O)=O)ccc3N2)c1=O
377380,CHEMBL403189,427212,,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3(C(F)(F)F)CC3)c1=O)N2
377432,CHEMBL256918,427266,,CCS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2
377559,CHEMBL409248,427396,,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC3CC3)c1=O)N2
377563,CHEMBL261300,427400,,CCC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O
377604,CHEMBL259741,427442,,CCC(C)(C)Cn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O
377605,CHEMBL411407,427443,,CCC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O
377924,CHEMBL259781,427764,,CC(C)CCn1nc(-c2cc[nH]c2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O
377927,CHEMBL259995,427767,,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3ccsc3)nn(CCC3CC3)c1=O)N2
377945,CHEMBL260720,427785,,Cc1n[nH]cc1-c1cccc2c1CCC2c1ncc[nH]1
378574,CHEMBL259452,428467,,CCC(CC)Sc1nc2cc(F)c(N3CCNCC3)cc2[nH]1
378619,CHEMBL260820,428517,,Fc1cc2nc(SCc3cccc(Cl)c3Cl)[nH]c2cc1N1CCNCC1
378872,CHEMBL261406,428792,,C[C@@]12CCC[C@H]1[C@@H]1CCc3cc(O)ccc3[C@H]1CC2
379046,CHEMBL406836,428972,,COc1ccc2c(c1)[nH]c(=O)c1c3ccccc3cn21
379087,CHEMBL258890,429014,,Cc1cccc2c1[nH]c(=O)c1c3ccccc3cn21
379156,CHEMBL261641,429088,,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1
379245,CHEMBL410222,429181,,COc1cc2c(cc1OCCCCCn1c(-c3ccco3)nc3ccccc31)N=C[C@@H]1CCCN1C2=O
379504,CHEMBL403719,429443,,C[C@H](CCCO)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CCC2(C[C@H]1C[C@H]3O)OOC1(CCCCC1)OO2
379568,CHEMBL260046,429507,EVOFOSFAMIDE,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-]
379611,CHEMBL260120,429553,,C[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)CC(N)=O)N(C)C(=O)[C@@H](N)Cc1ccc(O)cc1
380200,CHEMBL406639,430199,,Cn1c(=O)c2c(c3ccccc31)OC(N)=C(C#N)C2c1cccc(Br)c1
380416,CHEMBL408500,430438,,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
380428,CHEMBL405862,430451,NIGERICIN,CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H]([C@@H](C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C
380618,CHEMBL261849,430664,GW632580X,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
380984,CHEMBL259873,431043,,Cc1cc(SCc2cc(-c3ccc(C(F)(F)F)cc3)on2)ccc1OCC(=O)O
381020,CHEMBL265421,431080,,Cc1cc(SCc2cc(-c3ccc(C(F)(F)F)cc3)ns2)ccc1OCC(=O)O
381060,CHEMBL258732,431120,,Cc1cc(SCc2cc(-c3ccc(C(F)(F)F)cc3)sn2)ccc1OCC(=O)O
381153,CHEMBL405519,431214,,CCCN1CCC[C@@H]2Cc3c(ccc(O)c3O)C[C@H]21
381311,CHEMBL260538,431376,ULIPRISTAL ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
381387,CHEMBL267431,431456,ASOPRISNIL,COC[C@]1(OC)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(/C=N/O)cc3)C[C@@]21C
381416,CHEMBL261650,431485,,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(-c4ccccn4)cc3)C[C@]2(C)[C@H]1C(=O)C1CC1
381545,CHEMBL409470,431616,,C=C1C[C@H](C[C@H](C)[C@H]2CC[C@H]3/C(=C/C=C4C[C@@H](O)C(=C)[C@H](O)C4)CCC[C@@]32C)OC1=O
381564,CHEMBL407909,431635,,CCc1cc2c(ccc3cnn(C[C@H](C)N)c32)o1
381603,CHEMBL429347,431674,,C=C1C[C@@H](C[C@H](C)[C@H]2CC[C@H]3/C(=C/C=C4C[C@@H](O)C(=C)[C@H](O)C4)CCC[C@@]32C)OC1=O
381876,CHEMBL259060,431953,,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1
382313,CHEMBL261330,432414,,CCCn1nc2c(n1)C(=O)c1cnncc1C2=O
382340,CHEMBL261876,432444,,CCn1nc2c(n1)C(=O)c1cnncc1C2=O
382344,CHEMBL259778,432448,,Cn1nnc2c1C(=O)c1cnncc1C2=O
382345,CHEMBL259989,432449,,Cn1nc2c(n1)C(=O)c1cnncc1C2=O
382347,CHEMBL406853,432451,,CCn1nnc2c1C(=O)c1cnncc1C2=O
382795,CHEMBL261342,432913,,CC(C)n1nc2c(n1)C(=O)c1cnncc1C2=O
382858,CHEMBL264153,432981,,CCc1cc(Oc2c(I)cc(CC3NC(=O)NC3=O)cc2I)ccc1O
382890,CHEMBL263631,433014,,CC(C)c1cc(Oc2c(Br)cc(CC3NC(=O)NC3=O)cc2Br)ccc1O
382891,CHEMBL1544,433015,LIOTHYRONINE,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
382929,CHEMBL259435,433056,,NC(CC1c2ccccc2Oc2ccccc21)(C(=O)O)C1CC1(F)C(=O)O
383154,CHEMBL262865,433316,,CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)C1(C)C
383179,CHEMBL409040,433345,,CCOC(=O)c1[nH]c(Br)c(-c2ccc(OC)c(OC)c2)c1Br
383254,CHEMBL429876,433425,CILENGITIDE,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C
383477,CHEMBL404313,433672,ASIATIC ACID,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
383602,CHEMBL255198,433807,,COc1ccc(/C=C/[C@H]2OC(OC)[C@@H]3OC(C)(C)O[C@H]23)cc1
384030,CHEMBL404269,434255,,COc1ccc(CN2CC[C@@H](NC(=O)CNC(=O)c3cc(C(F)(F)F)ccc3N)C2)cc1O
384035,CHEMBL403281,434260,,C=Cc1ccc(CN2CC[C@@H](NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)cc1
384087,CHEMBL271725,434312,,Cc1ccc(CN2CC[C@@H](NC(=O)CNC(=O)c3cc(C(F)(F)F)ccc3N)C2)cc1N
384091,CHEMBL405633,434316,,CCc1ccc(CN2CC[C@@H](NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)cc1
384138,CHEMBL257062,434363,,Nc1cc(CN2CC[C@@H](NC(=O)CNC(=O)c3cc(C(F)(F)F)ccc3N)C2)ccc1Cl
384141,CHEMBL257064,434366,,Nc1ccc(C(F)(F)F)cc1C(=O)NCC(=O)N[C@@H]1CCN(Cc2ccc(O)cc2)C1
384144,CHEMBL257066,434369,,C=Cc1ccc(CN2CC[C@@H](NC(=O)CNC(=O)c3cc(C(F)(F)F)ccc3N)C2)cc1
384190,CHEMBL271289,434415,,Nc1ccc(C(F)(F)F)cc1C(=O)NCC(=O)N[C@@H]1CCN(Cc2ccc(Br)cc2)C1
384191,CHEMBL271290,434416,,Cc1ccc(CN2CC[C@@H](NC(=O)CNC(=O)c3cc(C(F)(F)F)ccc3N)C2)cc1
384245,CHEMBL404259,434470,,Nc1ccc(C(F)(F)F)cc1C(=O)NCC(=O)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1
384583,CHEMBL257517,434808,,COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1
384953,CHEMBL408513,435188,BELINOSTAT,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
385103,CHEMBL271068,435345,ROSABULIN,Cc1cc(NC(=O)C(=O)c2cc(Cc3ccc(C#N)cc3)n3ccccc23)sn1
385213,CHEMBL272336,435455,,Cc1oc(-c2ccc(Cl)cc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1
385247,CHEMBL403180,435494,,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(CC#N)CCc1ccccc1
385279,CHEMBL271465,435532,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1cccc(F)c1
385280,CHEMBL271466,435533,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(F)c(F)c1
385315,CHEMBL255187,435574,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(Br)cc1
385322,CHEMBL404336,435581,,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(/C=C/c1ccccc1)CC#N
385353,CHEMBL272724,435617,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccccc1C
385356,CHEMBL272726,435620,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccccc1
385530,CHEMBL407463,435799,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(C(C)=O)cc1
385567,CHEMBL401635,435836,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(C(C)(C)C)cc1
385571,CHEMBL427894,435840,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccccc1Cl
385610,CHEMBL271875,435879,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(Cl)c(C)cc1c2C[n+]1ccccc1.[Cl-]
385613,CHEMBL411872,435882,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(Cl)cc1Cl
385649,CHEMBL403425,435919,,OC1COc2cccc(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1
385652,CHEMBL258117,435922,,OC1COc2c(Cl)ccc(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1
385655,CHEMBL404712,435926,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccccc1OC
385657,CHEMBL258121,435928,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(F)c(Cl)c1
385698,CHEMBL258054,435971,,OC1CCc2cc(F)cc(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1
385701,CHEMBL258265,435974,,OC1CCc2ccc(Cl)c(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1
385708,CHEMBL255120,435981,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccccc1Br
385714,CHEMBL256235,435987,,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(CC#N)COc1ccccc1F
385756,CHEMBL270425,436029,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(Cl)c(Cl)c1
385757,CHEMBL429417,436030,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccccc1O
385805,CHEMBL272055,436079,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(Cl)cc1
385845,CHEMBL404149,436120,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1ccc(C)c(C)c1
385846,CHEMBL255332,436121,,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/c1cc(C)cc(C)c1
385946,CHEMBL266525,436221,,Cc1nccn1-c1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1
385994,CHEMBL272966,436270,,Cn1ncc(-c2ccc3c(c2)OCO3)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c1=O
386001,CHEMBL572878,436277,TOZASERTIB,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
386085,CHEMBL273183,436361,,Cn1ncc(-c2ccc(C(N)=O)cc2)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c1=O
386125,CHEMBL258255,436401,,Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c1=O
386306,CHEMBL256664,436584,,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cncc2Cl)C(=O)O)cc1
386356,CHEMBL409728,436634,,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2ccc(S(C)(=O)=O)cc2Cl)C(=O)O)cc1
387270,CHEMBL404613,437562,DEOXYBOUVARDIN,COc1ccc(C[C@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H]3Cc4ccc(cc4)Oc4cc(ccc4O)C[C@@H](C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N2C)N(C)C3=O)cc1
387414,CHEMBL403246,437708,,COc1noc2c(C)cc(/C(=C\CCc3nnc(C)o3)c3ccc(C#N)cc3)cc12
387417,CHEMBL403462,437711,,COc1noc2c(C)cc(/C(=C\CCc3nnc(C)o3)c3cccc(C#N)c3)cc12
387976,CHEMBL272709,438284,,COc1cc(C2C(C#N)=COc3c2ccc2c3ccn2C)cc(Br)c1OC
388115,CHEMBL272731,438424,,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3F)nc21.CS(=O)(=O)O
388130,CHEMBL271228,438440,,CSCC[C@H](N)C(=O)NCCNc1ccc(NCCNC(=O)[C@@H](N)CCSC)c2c1C(=O)c1c(O)ccc(O)c1C2=O
388208,CHEMBL429422,438524,,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccccc3)nc21.CS(=O)(=O)O
388295,CHEMBL404377,438616,,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)cc21
388334,CHEMBL442972,438655,,CC(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21.CS(=O)(=O)O
388337,CHEMBL272108,438658,,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21.CS(=O)(=O)O
388380,CHEMBL402219,438702,,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21.CS(=O)(=O)O
388389,CHEMBL436852,438712,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(C)C)C(=O)N[C@@H](CCCCN)C(N)=O
388390,CHEMBL256687,438713,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)N[C@@H](CCCCN)C(N)=O
388412,CHEMBL272733,438736,PIERICIDIN A,C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1nc(OC)c(OC)c(O)c1C
388441,CHEMBL428076,438766,,CCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)CC
388492,CHEMBL403807,438818,,CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)CC
388528,CHEMBL402399,438858,,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O
388566,CHEMBL270002,438905,,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4C(F)(F)F)nc3-c3ccccc3)cc21.CS(=O)(=O)O
388567,CHEMBL271478,438907,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC=O)C(=O)N[C@@H](CCCCN)C(N)=O
388733,CHEMBL274201,439083,,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3)nc21.CS(=O)(=O)O
388777,CHEMBL411291,439131,,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21.CS(=O)(=O)O
388779,CHEMBL409698,439133,,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4Cl)nc3-c3ccccc3)nc21.CS(=O)(=O)O
388791,CHEMBL269816,439145,,CCOCCOc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O
388841,CHEMBL409533,439196,,CC(C)COc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O
388884,CHEMBL411028,439242,,CC(C)Cc1cc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)ccc1C(=O)O
388934,CHEMBL272583,439294,,CC(C)COc1cc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)ccc1C(=O)O
388939,CHEMBL272795,439299,,CCSc1nc(NC(C)=O)cc(OCc2ccc(Cl)cc2)n1
388941,CHEMBL402848,439301,,CCCSc1nc(NC(C)=O)cc(OCc2ccc(OC)cc2)n1
388942,CHEMBL429131,439302,,CCCSc1nc(NC(C)=O)cc(OCCc2ccccc2)n1
388961,CHEMBL273022,439321,,CCCCCCCCCCCCCCN[C@@H](CO)Cc1ccccc1.Cl
388986,CHEMBL270460,439346,,COc1cc(CCNC[C@H](O)c2cccc(Cl)c2)ccc1-c1ccc(C(=O)O)cc1
388991,CHEMBL270676,439351,,CCCSc1nc(NC(C)=O)cc(OCc2ccc(Cl)cc2)n1
389010,CHEMBL404361,439370,,COc1cc(NC(=O)c2ccc(C(F)(F)F)nc2Nc2cc(Cl)ccc2C)cc(OC)c1OC
389037,CHEMBL257297,439397,,O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)c(Cl)c1
389038,CHEMBL270889,439398,,COc1cc(C(=O)O)ccc1-c1ccc(CCNC[C@H](O)c2cccc(Cl)c2)cc1
389040,CHEMBL408145,439400,,O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)c(F)c1
389108,CHEMBL271144,439470,,C[C@H](NC(=O)CCCCCCCCCCCCCCC[n+]1ccccc1)[C@H](O)c1ccccc1.[Br-]
389133,CHEMBL271367,439495,,O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)cc1F
389205,CHEMBL411072,439567,,C[C@@H](NC(=O)CCCCCCCCCCCCCCC[n+]1ccccc1)[C@@H](O)c1ccccc1.[Br-]
389250,CHEMBL411928,439613,,Cc1ccc(Cl)cc1Nc1nc(C(F)(F)F)ccc1C(=O)N1CCN(c2ccc(F)cc2)CC1
389285,CHEMBL271765,439648,,O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)s1
389322,CHEMBL271394,439685,,Cc1ccc(-c2nc(CCCC[C@H]3CO[C@@](C)(C(=O)O)OC3)c(C)o2)cc1C
389338,CHEMBL273098,439701,,O=C(O)c1cccc(Nc2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)c1
389384,CHEMBL410705,439748,,CCc1ccc(-c2nc(CCCC[C@H]3CO[C@@](C)(C(=O)O)OC3)c(C)o2)cc1
389526,CHEMBL408693,439892,,CC(C)S(=O)(=O)c1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O
389527,CHEMBL271401,439893,,O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)cc1OC1CCOCC1
389589,CHEMBL272052,439957,,COc1ccc(CN(CCO)Cc2ccc(C(=O)Nc3ccccc3N)cc2)cc1
389593,CHEMBL272240,439961,,Nc1ccccc1NC(=O)c1ccc(CN(CCO)Cc2ccc(F)c(F)c2)cc1
389599,CHEMBL407420,439967,,Nc1ccccc1NC(=O)c1ccc(CN(CCO)Cc2ccc3c(c2)OCO3)cc1
389633,CHEMBL260530,440001,,Nc1ccccc1NC(=O)c1ccc(CN(CCO)Cc2ccccc2)cc1
389634,CHEMBL260738,440002,,Cn1cc(CN(CCO)Cc2ccc(C(=O)Nc3ccccc3N)cc2)c2ccccc21
389798,CHEMBL271800,440175,,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2cccnc2)cs1
389963,CHEMBL272663,440350,,CCC1(CC)C(=O)Nc2ccc(-c3ccc(C#N)n3C)cc21
389991,CHEMBL270908,440386,,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)C(=O)N2
390155,CHEMBL271188,440558,,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
390156,CHEMBL271189,440559,,COCCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
390206,CHEMBL269871,440609,,CCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
390243,CHEMBL270754,440646,,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
390249,CHEMBL270978,440652,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C)no5)cccc4c3)c2cc1OC
390253,CHEMBL259461,440656,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C)on5)cccc4c3)c2cc1OC
390332,CHEMBL272691,440738,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5nccs5)cccc4c3)c2cc1OC
390335,CHEMBL272693,440741,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccncc5)cccc4c3)c2cc1OC
390370,CHEMBL406388,440778,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)c2cc1OC
390405,CHEMBL409867,440813,,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1C(N)=O
390406,CHEMBL270954,440814,,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1C(N)=O
390408,CHEMBL269915,440816,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccccn5)cccc4c3)c2cc1OC
390441,CHEMBL410841,440850,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(F)cc5)cccc4c3)c2cc1OC
390481,CHEMBL270306,440892,,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)N[C@@H](C)c3ccccc3)c2cc1OC
390484,CHEMBL411091,440895,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(C)cc5)cccc4c3)c2cc1OC
390525,CHEMBL270547,440937,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5F)cccc4c3)c2cc1OC
390564,CHEMBL272822,440976,,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(F)cc3)c2cc1OC
390566,CHEMBL272823,440978,,COc1cc2ncnc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC
390567,CHEMBL272824,440979,,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)c2cc1OC
