,chembl_id,molregno,chembl-name,smiles
1790095,CHEMBL3962426,2171797,,O=C(O)C1CCC(Nc2c(/C=C/c3ccc4ccccc4n3)nc3c(N4CCOCC4)ccnn23)CC1
1790354,CHEMBL3962736,2172107,,COc1cc(OC)cc(N(CCCN2CCC(O)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1790636,CHEMBL3963072,2172443,,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C(=O)CC#N)CC2
1790733,CHEMBL3963221,2172592,,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1
1790739,CHEMBL3963227,2172598,,Cc1ccc2c(=O)n(-c3ccccc3)c([C@H](C)Nc3ncnc(N)c3C#N)nn12
1790752,CHEMBL3963244,2172615,,CCC(CC)(NC(=O)c1ccc(N(CC(F)(F)F)CC(F)(F)F)c(OCC2CC2)n1)C(=O)OC
1790791,CHEMBL3963288,2172659,,CC1CCCN(c2nc3c(c(Nc4ccc(C(F)(F)F)cc4)n2)CCN(c2ncccc2C(F)(F)F)CC3)C1
1790793,CHEMBL3963290,2172661,,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21
1790820,CHEMBL3963320,2172691,,C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1cc(Cl)ccc1-n1nccn1
1790854,CHEMBL3963362,2172733,,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)c1cccc(-c2ccc(CNC(=O)CN3CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC3)cc2)c1)C(C)C)C(N)=O
1790894,CHEMBL3963417,2172788,,CN(CCC(=O)Nc1cc(F)c(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1F)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1
1790907,CHEMBL3963432,2172803,,COc1cc(C#N)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21
1790939,CHEMBL3963469,2172840,,c1cc2c(NC3=NC[C@@]4(CN5CCC4CC5)O3)nccn2c1
1790952,CHEMBL3963482,2172853,,CC(C)CC(C#N)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1
1791158,CHEMBL3963723,2173094,,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC
1791216,CHEMBL3963796,2173167,,Cc1ccc(C2=C(NC(=O)c3cc(C)no3)C(=O)NC(c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2(F)F)cc1
1791246,CHEMBL3963829,2173200,,Cc1ccc(OC(c2ccc(Cl)c(Cl)c2)C2CNC2)cc1
1791551,CHEMBL3964225,2173596,,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc(C(N)=O)[nH]c2c1=O
1791564,CHEMBL3964241,2173612,,Cn1c(=O)n([C@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21
1791639,CHEMBL3964338,2173709,,O=C(N1CCCCC1Cc1ccccc1)n1ncc(C(O)(c2ccccc2)c2ccccc2)n1
1791973,CHEMBL3964744,2174115,,C[C@@H](NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCC/C2=C\c1ccc(Cl)s1)c1ccccn1
1792010,CHEMBL3964788,2174159,,COc1ccc(N(C(=O)NC[C@H]2CC[C@H](COCC(=O)O)CC2)c2ccccc2)cc1
1792120,CHEMBL3964924,2174295,,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CCN(C(C)=O)C4)CC2)c(F)c1
1792203,CHEMBL3965037,2174408,,CC1(C)COCCN1C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1
1792247,CHEMBL3965087,2174458,,C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)C1
1792278,CHEMBL3965124,2174495,,CC1c2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CCN1C(=O)C1CC1
1792326,CHEMBL3965180,2174551,,CC(=O)N1CCc2nc(N3CCC([C@H](F)c4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1
1792352,CHEMBL3965215,2174586,,Cc1ccc(C2=C(C(=O)Nc3ccc(C(F)(F)F)cc3)C(=O)NC(c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1
1792382,CHEMBL3965248,2174619,,Cc1c(COc2ncccc2F)cncc1-c1cc2c(cc1F)N(C)C(=O)CC2
1792389,CHEMBL3965256,2174627,,C=CCN(c1ncccc1CNc1nc(Nc2ccc(N3CCOCC3)c(Br)c2)ncc1C(F)(F)F)S(C)(=O)=O
1792483,CHEMBL3965381,2174752,,CC[C@H](C)[C@H](NC(=O)[C@@]1(C)CCCN1C)C(=O)N(C)[C@H](C[C@@H](OC(C)=O)c1nc(C(=O)NCCn2nnc3ccccc32)cs1)C(C)C
1792514,CHEMBL3965420,2174791,,CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)C(=O)N1CCC1
1792549,CHEMBL3965458,2174829,,CC(C)(CCc1ccccc1)NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC2CC2)n1
1793237,CHEMBL3966304,2175675,,Cc1nc(C(C)(NC(=O)c2cc(OCC(F)(F)F)c(C3CC3)cn2)C2CC2)no1
1793240,CHEMBL3966307,2175678,,O=C(O)COC[C@H]1CC[C@@H](COC(=O)N(c2ccccc2)c2cccc(Cl)c2)CC1
1793263,CHEMBL3966331,2175702,,Cc1cccc(N(C(=O)NC[C@H]2CC[C@H](COCC(=O)O)CC2)c2cccc(C)c2)c1
1793397,CHEMBL3966494,2175865,,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(CC)CC5)cc4)nc32)c1
1793429,CHEMBL3966532,2175903,,NC(=O)[C@@H]1CC(F)(F)CN1C(=O)c1ccc(C2CC2)c(Cc2ccc(F)cc2)n1
1793432,CHEMBL3966536,2175907,,CNCCOc1ccc(-c2sc3nc(-c4cccs4)nc(NN4C(=O)C=C(C)C4=O)c3c2C)cc1.Cl
1793494,CHEMBL3966606,2175977,,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccncn3)ccc21
1793546,CHEMBL3966672,2176043,,COC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1
1793602,CHEMBL3966731,2176102,,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)[C@@H]1CCCN1C)C2
1793653,CHEMBL3966788,2176159,,O=C(OC1C2CC3CC1CC(O)(C3)C2)N1CCC(c2ncc(Cl)cn2)C1
1793664,CHEMBL3966800,2176171,,CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCCCCCC(=O)N(CCCN)CC(O)CCN)[C@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1
1793674,CHEMBL3966821,2176192,,Cc1ccc2cc(NC(=O)c3ccccc3Sc3ccc4c(/C=C/c5ccccc5)n[nH]c4c3)ccc2n1
1793685,CHEMBL3966833,2176204,,CCOC(=O)C(CC)(CC)NC(=O)c1ccc(Br)c(OCC2CC2)n1
1793693,CHEMBL3966841,2176212,,COc1cc(-c2ccc(Cl)c(C)c2)c(Cl)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccncn3)ccc21
1793809,CHEMBL3966978,2176349,,COCCOc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)C2
1793835,CHEMBL3967011,2176382,,COc1cc(OC)cc(N(CCCN2CC(F)(F)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1793897,CHEMBL3967083,2176454,,COc1ccc(NC(=O)C2=C(c3ccc(C)cc3)CC(c3ccc(OCC(F)(F)F)cc3)(C(F)(F)F)NC2=O)cc1
1793918,CHEMBL3967107,2176478,,Fc1ccc2c(c1)N1CCNCC1CC2
1793984,CHEMBL3967196,2176567,,CCCCn1c(NC(=O)c2cccs2)c(C#N)c2nc3ccccc3nc21
1794106,CHEMBL3967336,2176707,,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1C(=O)C1CC1
1794122,CHEMBL3967364,2176735,,NC(=O)[C@@H]1CC(F)(F)CN1C(=O)c1ccc(C2(F)CCC2)c(OCC2CC2)n1
1794247,CHEMBL3967512,2176883,,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2Cl)c1
1794304,CHEMBL3967591,2176962,,COCC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1
1794347,CHEMBL3967645,2177016,,COc1cc(OC)cc(N(CCCN2CCC(N)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl
1794517,CHEMBL3967847,2177218,,CN1C(=O)CCc2cc(-c3cncc(CC(=O)Nc4cccc(Cl)n4)c3)ccc21
1794563,CHEMBL3967903,2177274,,O=C(O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1ccccc1
1794657,CHEMBL3968015,2177386,,CC(C)C[C@H](NC(=O)c1ccc(C2CCCO2)c(OCC2CC2)n1)C(N)=O
1794776,CHEMBL3968156,2177527,,Cc1ccc(N(C(=O)OC[C@H]2CC[C@H](COCC(=O)O)CC2)c2ccccc2)s1
1794922,CHEMBL3968334,2177705,,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCOCC4=O)c(C=O)nc32)ncc1C#N
1794947,CHEMBL3968361,2177732,,COc1cc(OC)cc(N(CC2(O)CCNCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1794973,CHEMBL3968397,2177768,,Cc1c(-c2cncc(C(C)(C)O)c2)nc2ccc(F)cn12
1795071,CHEMBL3968525,2177896,,COCC(C)(C)N(C)C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1
1795129,CHEMBL3968598,2177969,,CC(C)(C)c1ccc(Nc2nc(N3CCOCC3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)cc1
1795313,CHEMBL3968835,2178206,,Cc1ccc(N(C(=O)NC[C@H]2CC[C@H](COCC(=O)O)CC2)c2ccc(C)cc2)cc1
1795335,CHEMBL3968859,2178230,,CNC(=O)c1ccccc1Nc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
1795395,CHEMBL3968925,2178296,,COc1ncc(-c2ccc3nccc(-c4ccc(Cn5cncn5)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
1795417,CHEMBL3968947,2178318,,O=C(O)CCCOc1ccc(-c2cc(OC(F)(F)F)ccc2Cl)cc1
1795471,CHEMBL3969026,2178397,,CN1CCc2nc(NC3CC3)c(N3CCC(C(F)c4ccc(F)cc4F)CC3)nc2C1
1795564,CHEMBL3969137,2178508,,O=C(O)COC[C@H]1CC[C@H](CNC(=O)N(c2ccccc2)c2cc(F)cc(Cl)c2)CC1
1795708,CHEMBL3969309,2178680,,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1
1795757,CHEMBL3969370,2178741,,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1
1795765,CHEMBL3969381,2178752,,COc1cc(OC)cc(N(CCCN2CC[C@H](C#N)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl
1796184,CHEMBL3969913,2179284,,COc1cc(-c2ccc(Cl)c(F)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21
1796242,CHEMBL3969981,2179352,,O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCCOc2cc(F)ccc21
1796248,CHEMBL3969987,2179358,,COc1cc(-c2ccc(Cl)c(C#N)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21
1796402,CHEMBL3970166,2179537,,COc1cc(OC2CCC2)cc(-c2ccc3c(c2)CC[C@H]([C@@H]2C[C@H]2C(=O)O)O3)c1F
1796457,CHEMBL3970231,2179602,,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1
1796462,CHEMBL3970238,2179609,,O=C(O)CC[C@H]1CCc2cc(-c3cc(OC4CCC4)ccc3F)ccc2O1
1796577,CHEMBL3970378,2179749,,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21
1796593,CHEMBL3970399,2179770,,O=S(=O)(Nc1nccs1)c1ccc(Nc2nncc3ccccc23)cc1
1796836,CHEMBL3970694,2180065,,COc1ccc(CN2CCC(n3cc4cc(C(=O)N5CCN(Cc6ccc(C(F)(F)F)cc6)CC5)ccc4n3)CC2)cn1
1796922,CHEMBL3970805,2180176,,FC(F)(F)c1ccc(Nc2nc(N3CCCCCC3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)cn1
1796944,CHEMBL3970829,2180200,,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2cccc(F)c2)c2cccc(Cl)c2)CC1
1797054,CHEMBL3970954,2180325,,CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)CC(O)CCN)[C@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1
1797092,CHEMBL3971011,2180382,,CNC(=O)C(C)(C)NC(=O)c1ccc(N2CCC(F)(F)C2)c(OCC2CC2)n1
1797314,CHEMBL3971277,2180648,,COc1cc(OC)cc(N(CCCN2CCC(N3CCCCC3)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1797319,CHEMBL3971284,2180655,,CN(CCNC(=O)COc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1
1797353,CHEMBL3971343,2180714,,Cc1nc(C(CC(C)C)NC(=O)c2ccc(C3CC(F)(F)C3)c(OCC3CC3)n2)no1
1797816,CHEMBL3971913,2181284,,O=C(O)C1CCN(c2ccc(-c3cnc(N4CCOCC4)c4nc(/C=C/c5ccc6ccccc6n5)cn34)cc2)CC1
1797840,CHEMBL3971939,2181310,,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1
1797899,CHEMBL3972008,2181379,,Cc1ccc(NC(=O)C2=C(c3ccc(C)cc3)CC(c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)NC2=O)cc1
1797941,CHEMBL3972065,2181436,,CN1CCC[C@@H]1COc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1
1797989,CHEMBL3972119,2181490,,COc1cc(-c2ccc(F)c(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21
1798022,CHEMBL3972157,2181528,,O=C(CCCCCCC(=O)Nc1ccc(NCCOc2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)cc1)NO
1798032,CHEMBL3972168,2181539,,C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(=O)OC
1798037,CHEMBL3972174,2181545,,C[C@H](Oc1cc(C(=O)NC2(CC(N)=O)CS(=O)(=O)C2)ncc1C1CC1)C(F)(F)F
1798071,CHEMBL3972214,2181585,,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CC1CCN(Cc2ccccc2)CC1
1798281,CHEMBL3972478,2181849,,O=c1[nH]c2cnc3ccc(-c4ccc(OCCCN5CCCCC5)nc4)cc3c2n1C1CCOCC1
1798313,CHEMBL3972519,2181890,,CNC(=O)[C@H](CC(C)(C)C)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1
1798320,CHEMBL3972528,2181899,,CC(C)[C@H](Nc1ccc(-c2c(/C=C/c3ccc4ccccc4n3)nc3c(N4CCOCC4)ccnn23)cc1)C(=O)O
1798341,CHEMBL3972555,2181926,,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)N(C)C)C(=O)N(C)[C@H](C[C@@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)O)cs1)C(C)C
1798474,CHEMBL3972724,2182095,,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21
1798586,CHEMBL3972870,2182241,,Cc1cnc(Oc2cc(Cl)c(F)c(-c3ccc4c(c3)CC[C@H](CCC(=O)O)O4)c2)s1
1798766,CHEMBL3973101,2182472,,O=C(O)CCCOc1c(F)cc(-c2cc(OC(F)(F)F)ccc2F)cc1F
1798859,CHEMBL3973223,2182594,,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCCN1)C(=O)N(C)[C@H](C[C@@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)OC)cs1)C(C)C
1798981,CHEMBL3973375,2182746,,COc1cnc(NC(=O)C2=C(c3ccc(C)cc3)CC(c3ccc(OCCCCC(F)(F)F)cc3)(C(F)(F)F)NC2=O)cn1
1798995,CHEMBL3973390,2182761,,Cl.NC1=NC2(CCSCC2)N(OCCCOc2cccc(Cl)c2)C(N)=N1
1799024,CHEMBL3973422,2182793,,C/C=C(\C)C(=O)OC[C@H]1C2=C(C[C@H]3[C@@H]4C5=C(C[C@@H]([C@H](C#N)N31)N4C)C(=O)C(C)=C(OC)C5=O)C(=O)C(C)=C(OC)C2=O
1799046,CHEMBL3973445,2182816,,CN1C(=O)CCc2cc(-c3cncc(CSc4ncccc4Cl)c3)ccc21
1799119,CHEMBL3973534,2182905,,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1
1799136,CHEMBL3973554,2182925,,c1ccc2nc(CCc3cn4c(-c5ccc(-c6nnn[nH]6)nc5)cnc(N5CCOCC5)c4n3)ccc2c1
1799199,CHEMBL3973630,2183001,,COC(=O)[C@H](CC1CC1)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1
1799687,CHEMBL3974250,2183621,,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CSCNC(C)=O)NC(=O)[C@H](CO)NC(=O)CN(C)C)C(C)C)C(N)=O
1799712,CHEMBL3974280,2183651,,NC(=O)[C@H](CC1CC1)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1
1799717,CHEMBL3974286,2183657,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)CCCN3C(=O)C5C6CCC(O6)C5C3=O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
1799885,CHEMBL3974493,2183864,,CN1C(=O)CCc2cc(-c3cncc4c3CCCN4CCN)ccc21
1799988,CHEMBL3974626,2183997,,COc1ccc(N2C(=O)CS/C2=N/Nc2nncc3ccccc23)cc1
1800041,CHEMBL3974693,2184064,,COc1cc(OCCO)cc(N(CCCN2CCCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1800094,CHEMBL3974750,2184121,,CC(=O)N[C@@H]1[C@@H](NC(=N)NC(=O)Cn2cc(-c3cccc(N)c3)nn2)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
1800176,CHEMBL3974856,2184227,,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCC2)c(=O)n4C)c(F)n1
1800195,CHEMBL3974881,2184252,,CC1CC1C(=O)Nc1cccc(C(=O)c2ccc3c(/C=C/c4ccccn4)n[nH]c3c2)c1
1800375,CHEMBL3975122,2184493,,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(F)cc2)CC1
1800481,CHEMBL3975238,2184609,,CCCCC(O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1
1800502,CHEMBL3975263,2184634,,O=C(O)COC[C@H]1CC[C@@H](CNC(=O)N(c2ccccc2)c2ccccc2)CC1
1800535,CHEMBL3975307,2184678,,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(C(F)(F)F)cn2)CC1
1800537,CHEMBL3975309,2184680,,N#Cc1ccc(-c2cncc3c2CCC3O)cc1
1800677,CHEMBL3975466,2184837,,COCCOc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3[C@H](C)CO)n1)C2
1800750,CHEMBL3975558,2184929,,NOc1cccc2c1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCCF)C(N)=O)N=C2c1ccccc1
1800829,CHEMBL3975648,2185019,,O=C(Nc1ccc(Oc2ccncc2-c2cccnc2)c(F)c1)C1=NN(c2cccc(F)c2)c2ccccc2S1(=O)=O
1801020,CHEMBL3975891,2185262,,C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)c(F)c1)CCC(=O)O
1801092,CHEMBL3975976,2185347,,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1C(=O)N(C)C
1801358,CHEMBL3976286,2185657,,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2cccc(F)c2)c2cccc(F)c2)CC1
1801383,CHEMBL3976311,2185682,,COc1ccc(C(=O)n2c(C)nc3ccccc32)cc1
1801438,CHEMBL3976386,2185757,,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CCN(C(=O)N(C)C)C4)CC2)c(F)c1
1801549,CHEMBL3976516,2185887,,C[C@@H](NC(=O)c1nn(-c2ccc(Cl)c(Cl)c2)c2c1CN(C(=O)Cn1cnnn1)C/C2=C\c1ccc(F)cc1)c1ccccn1
1801872,CHEMBL3976931,2186302,,CC(C)(O)c1cncc(-c2nc3ccc(F)cn3c2Cl)c1
1801908,CHEMBL3976972,2186343,,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccncc4)oc23)[C@H](O)C1
1801948,CHEMBL3977022,2186393,,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4cncn4)cc3)ncc2Cl)c1
1802076,CHEMBL3977192,2186563,,NC(=S)NNc1nncc2ccccc12
1802127,CHEMBL3977246,2186617,,C[C@@H]1CO[C@@]23CCOC[C@@H]2n2cc(C(=O)NCc4ccc(F)c(Cl)c4F)c(=O)c(O)c2C(=O)N13
1802272,CHEMBL3977415,2186786,,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccc(F)cc2)c2ccc(OC(F)(F)F)cc2)CC1
1802395,CHEMBL3977559,2186930,,O=C(O)COC[C@H]1CC[C@H](CNC(=O)N(c2ccccc2)c2ccc(Cl)c(F)c2)CC1
1802532,CHEMBL3977729,2187100,,C=CC(=O)NCC1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21
1802562,CHEMBL3977761,2187132,,O=C(O)COC[C@H]1CC[C@H](CNC(=O)N(c2ccccc2)c2ccccc2F)CC1
1802585,CHEMBL3977786,2187157,,CC1c2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CCN1C(=O)C(F)F
1802657,CHEMBL3977870,2187241,,CN1Cc2ccncc2N(S(C)(=O)=O)C/C=C/c2cc(ccc2N2CCOCC2)Nc2ncc(C(F)(F)F)c1n2
1802859,CHEMBL3978125,2187496,,CC(C)(C)C(NC(=O)c1cc(OCC(F)(F)F)c(C2CC2)cn1)C(=O)N1CCC1
1802879,CHEMBL3978165,2187536,,O=S(=O)(c1ccc(Nc2nc(OC3CCOCC3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)cc1)C(F)(F)F
1803125,CHEMBL3978453,2187824,,COc1cc(OC)cc(N(CC(O)CNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
1803173,CHEMBL3978508,2187879,,CCC(CC)(NC(=O)c1cnc(C2CC2)c(OCC2CC2)n1)C(=O)OC
1803230,CHEMBL3978582,2187953,,Cc1c(COc2cccc(Cl)n2)cncc1-c1cc2c(cc1F)N(C)C(=O)CC2
1803317,CHEMBL3978686,2188057,,O=S(=O)(Nc1ccccn1)c1ccc(Nc2nncc3ccccc23)cc1
1803341,CHEMBL3978729,2188100,,NC(=O)C(CC1CCC1)NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC2CC2)n1
1803342,CHEMBL3978730,2188101,,O=C(Cc1cc(F)cc(F)c1)Nc1cccc(C(=O)c2ccc3c(/C=C/c4ccccn4)n[nH]c3c2)c1
1803411,CHEMBL3978811,2188182,,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)c(F)c4F)cs3)c(Cl)oc2n(C)c1=O
1803527,CHEMBL3978948,2188319,,COc1ccc(CN2CCC(c3ccn4nc(C(=O)N5CCN(Cc6ccc(C(F)(F)F)cc6)CC5)cc4c3)CC2)cn1
1803646,CHEMBL3979096,2188467,,O=C(O)COC[C@H]1CC[C@H](CNC(=O)N(c2ccccc2)c2cccc(Cl)c2F)CC1
1803647,CHEMBL3979097,2188468,,COc1cc(-c2cccc(C)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21
1803713,CHEMBL3979176,2188547,,C=CC(=O)Nc1ccc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)cc1
1803782,CHEMBL3979263,2188634,,COc1ccc(-c2ccc3nnc(-c4cc(OC)c(OC)c(OC)c4)n3n2)cc1N
1803868,CHEMBL3979366,2188737,,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCN(C)C
1804218,CHEMBL3979806,2189177,,CCSc1cccc2c1CCC1CNCCN21
1804223,CHEMBL3979811,2189182,,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCC6)nc5)cc4c32)C1
1804321,CHEMBL3979920,2189291,MIVAVOTINIB,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1
1804341,CHEMBL3979953,2189324,,CN(C(=O)c1ccc(C2CC2)c(OCC2CC2)n1)C(C)(C)C
1804461,CHEMBL3980089,2189460,,Fc1cc(Nc2nc(N3CCCCC3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)ccc1C(F)(F)F
1804534,CHEMBL3980171,2189549,,COc1cc(-c2cc(F)cc(Cl)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3cccnn3)ccc21
1804783,CHEMBL3980492,2189863,,O=C(NCc1c(Cl)cc(Cl)cc1Br)C1COc2ncccc21
