compuesto,cell_interact,cell,active
58424,791,1393,-1
58424,791,786,-1
58424,791,1501,-1
58424,791,651,-1
464921,791,993,-1
464921,791,1393,-1
464921,791,1501,-1
464921,791,641,-1
46884,485,651,-1
46884,485,1501,-1
46884,485,1220,-1
46884,485,641,-1
46884,485,500,-1
404688,726,1220,-1
404688,726,697,-1
404688,726,1501,-1
404688,726,1436,-1
368538,634,372,-1
368538,634,373,-1
368538,634,405,-1
345080,628,456,1
345080,628,300,1
345080,628,988,1
345080,628,1436,1
345080,628,651,1
345080,628,565,1
345080,779,798,1
345080,779,455,1
345080,779,651,1
345080,779,1501,1
2411227,673,622,-1
2411227,673,1501,-1
2411227,673,786,-1
2411227,673,1436,-1
2411227,673,651,-1
2411227,673,641,-1
2403262,673,622,-1
2403262,673,1501,-1
2403262,673,786,-1
2403262,673,1436,-1
2403262,673,651,-1
2403262,673,641,-1
2377535,673,622,-1
2377535,673,1501,-1
2377535,673,786,-1
2377535,673,1436,-1
2377535,673,651,-1
2377535,673,641,-1
936360,673,622,-1
936360,673,1501,-1
936360,673,786,-1
936360,673,1436,-1
936360,673,651,-1
936360,673,641,-1
1376145,649,1501,1
1376145,649,726,1
1376145,649,1436,1
1376145,649,651,1
383750,628,456,-1
383750,628,300,-1
383750,628,988,-1
383750,628,1436,-1
383750,628,651,-1
383750,628,565,-1
57175,408,377,-1
57175,408,1506,-1
57175,408,651,-1
57175,408,1436,-1
57175,408,633,-1
57175,408,797,-1
2658,779,798,-1
2658,779,455,-1
2658,779,651,-1
2658,779,1501,-1
53686,714,1349,-1
53686,714,1475,-1
53686,714,1232,-1
53686,714,1476,-1
53686,714,623,-1
53686,714,1477,-1
53686,714,633,-1
434441,726,1220,-1
434441,726,697,-1
434441,726,1501,-1
434441,726,1436,-1
434441,798,779,-1
434441,798,455,-1
434441,798,651,-1
434441,798,1501,-1
434441,798,641,-1
522178,726,1220,-1
522178,726,697,-1
522178,726,1501,-1
522178,726,1436,-1
88797,469,789,-1
88797,469,641,-1
88797,469,797,-1
88797,641,565,-1
88797,641,562,-1
88797,641,642,-1
88797,641,495,-1
88797,641,651,-1
88797,391,498,-1
88797,391,626,-1
88797,391,448,-1
88797,391,1208,-1
88797,391,641,-1
88797,391,405,-1
88797,626,498,-1
88797,626,391,-1
88797,626,448,-1
88797,626,1208,-1
88797,626,641,-1
88797,626,651,-1
88797,626,405,-1
88797,498,626,-1
88797,498,448,-1
88797,498,391,-1
88797,498,1208,-1
88797,498,641,-1
88797,498,405,-1
88797,498,651,-1
88797,408,377,-1
88797,408,1506,-1
88797,408,641,-1
88797,408,651,-1
88797,408,797,-1
88797,669,789,-1
88797,669,784,-1
88797,669,1228,-1
88797,669,1225,-1
88797,669,1379,-1
88797,669,641,-1
88797,789,669,-1
88797,789,784,-1
88797,789,1225,-1
88797,789,1228,-1
88797,789,1379,-1
344591,631,365,-1
344591,631,634,-1
344591,631,1229,-1
344591,631,372,-1
344591,631,706,-1
344591,631,373,-1
344591,631,45,-1
344591,456,628,-1
344591,456,300,-1
344591,456,988,-1
344591,456,1436,-1
344591,456,1501,-1
344591,456,565,-1
151991,42,666,1
151991,42,646,1
151991,42,641,1
477344,500,651,1
477344,500,1501,1
477344,500,641,1
477344,500,786,1
477344,500,973,1
477344,500,565,1
477344,500,1436,1
338934,649,1501,-1
338934,649,1436,-1
338934,649,651,-1
88232,669,137,-1
88232,669,641,-1
88232,791,993,-1
88232,791,641,-1
54742,779,798,-1
54742,779,455,-1
54742,779,651,-1
54742,779,1501,-1
54742,726,1220,-1
54742,726,697,-1
54742,726,1501,-1
54742,726,1436,-1
14785,1379,789,-1
14785,1379,1225,-1
14785,1379,1228,-1
14785,1379,784,-1
14785,1379,1351,-1
14785,1574,1381,-1
14785,1574,1262,-1
14785,1574,1218,-1
14785,1574,651,-1
14785,1574,405,-1
14785,1574,1238,-1
119522,779,455,-1
119522,779,786,-1
119522,779,1501,-1
119522,779,641,-1
418570,779,798,-1
418570,779,455,-1
418570,779,786,-1
418570,779,1501,-1
418570,779,641,-1
48701,1574,1218,-1
48701,1574,651,-1
48701,1574,633,-1
48701,1574,405,-1
48701,1574,1238,-1
48701,1574,500,-1
77129,629,651,-1
77129,629,1501,-1
77129,629,641,-1
77129,629,1352,-1
77129,629,500,-1
421449,629,651,-1
421449,629,1501,-1
421449,629,1352,-1
421449,629,500,-1
6579,629,651,-1
6579,629,1501,-1
6579,629,641,-1
6579,629,1352,-1
6579,629,500,-1
57200,635,651,-1
57200,635,641,-1
57200,635,1501,-1
57200,635,786,-1
57200,635,1441,-1
57200,635,1503,-1
57200,635,564,-1
1429176,635,646,-1
1429176,635,649,-1
1429176,635,641,-1
1429176,635,1501,-1
1429176,635,1441,-1
1429176,635,1503,-1
1429176,635,564,-1
1429176,641,565,-1
1429176,641,562,-1
1429176,641,642,-1
1429176,641,646,-1
1429176,641,690,-1
1429176,641,1436,-1
1429176,641,495,-1
1429176,626,498,-1
1429176,626,624,-1
1429176,626,391,-1
1429176,626,448,-1
1429176,626,1208,-1
1429176,626,641,-1
1429176,626,646,-1
1429176,626,405,-1
1429176,408,377,-1
1429176,408,1506,-1
1429176,408,646,-1
1429176,408,641,-1
1429176,408,1436,-1
1429176,408,633,-1
1429176,408,797,-1
14805,1379,789,-1
14805,1379,1225,-1
14805,1379,669,-1
14805,1379,784,-1
14805,1379,1351,-1
61756,779,798,-1
61756,779,455,-1
61756,779,651,-1
61756,779,1501,-1
98987,779,798,-1
98987,779,455,-1
98987,779,651,-1
98987,779,1501,-1
98987,779,641,-1
98987,485,651,-1
98987,485,1501,-1
98987,485,1220,-1
98987,485,641,-1
98987,485,500,-1
429998,455,1581,-1
429998,455,779,-1
429998,455,651,-1
429998,455,641,-1
429998,455,500,-1
429998,455,1501,-1
1288866,562,565,-1
1288866,562,642,-1
1288866,562,495,-1
1288866,562,1436,-1
1288866,562,651,-1
1328196,562,565,-1
1328196,562,642,-1
1328196,562,495,-1
1328196,562,1436,-1
1328196,562,651,-1
130007,726,1220,-1
130007,726,697,-1
130007,726,1501,-1
130007,726,1436,-1
2428200,500,651,-1
2428200,500,1501,-1
2428200,500,641,-1
2428200,500,786,-1
2428200,500,973,-1
2428200,500,565,-1
2428200,500,1436,-1
2348942,500,651,-1
2348942,500,1501,-1
2348942,500,641,-1
2348942,500,786,-1
2348942,500,973,-1
2348942,500,565,-1
2348942,500,1436,-1
36237,565,562,-1
36237,565,642,-1
36237,565,495,-1
36237,565,189,-1
2227879,649,786,-1
2227879,649,1501,-1
2227879,649,641,-1
2227879,649,1436,-1
2227879,649,651,-1
602271,408,377,-1
602271,408,1506,-1
602271,408,651,-1
602271,408,797,-1
469866,791,993,-1
469866,791,726,-1
469866,791,641,-1
469866,726,697,-1
469866,495,641,-1
469866,495,562,-1
469866,495,1163,-1
469866,495,642,-1
14221,455,779,-1
14221,455,500,-1
27229,455,1581,-1
27229,455,779,-1
27229,455,651,-1
27229,455,500,-1
27229,455,1501,-1
15738,726,1220,-1
15738,726,697,-1
15738,726,1501,-1
15738,726,1436,-1
2055051,791,993,-1
2055051,791,1393,-1
2055051,791,786,-1
2055051,791,1501,-1
2055051,791,641,-1
2055051,791,651,-1
2055066,791,993,-1
2055066,791,1393,-1
2055066,791,786,-1
2055066,791,1501,-1
2055066,791,641,-1
2055066,791,651,-1
444765,455,1581,-1
444765,455,779,-1
444765,455,651,-1
444765,455,641,-1
444765,455,500,-1
444765,455,1501,-1
126645,455,1581,-1
126645,455,779,-1
126645,455,651,-1
126645,455,641,-1
126645,455,500,-1
126645,455,1501,-1
2054914,455,1581,-1
2054914,455,779,-1
2054914,455,651,-1
2054914,455,641,-1
2054914,455,500,-1
2054914,455,1501,-1
2221660,455,1581,-1
2221660,455,779,-1
2221660,455,651,-1
2221660,455,641,-1
2221660,455,500,-1
2221660,455,1501,-1
