,compound_id,cell_id,active
4935533,1822203,723,-1
4935534,2214940,723,-1
4935535,2214676,723,-1
4935536,2216210,723,-1
4935537,1958306,723,-1
4935538,1958307,723,-1
4935539,2202238,723,-1
4935540,2230242,723,-1
4935541,1958308,723,-1
4935542,1958309,723,-1
4935543,2221449,723,-1
4935544,2199493,723,-1
4935545,2210866,723,-1
4935546,2237952,723,-1
4935547,2214662,723,-1
4935548,2241346,723,-1
4935549,2223040,723,-1
4935550,2241024,723,-1
4935551,2230828,723,-1
4935552,2202901,723,-1
4935553,2238553,723,-1
4935554,2211530,723,-1
4935555,2200157,723,-1
4935556,2222058,723,-1
4935557,2234212,723,-1
4937013,2237150,5679,-1
4937014,2199844,5679,-1
4937015,2214405,5679,-1
4937016,2241405,5679,-1
4937120,1421342,723,-1
4937121,1421346,723,-1
4937122,2200981,723,-1
4937123,2229147,723,-1
4937124,2239301,723,-1
4937125,1421345,723,-1
4937126,1421344,723,-1
4937127,1421343,723,-1
4937128,2209682,723,-1
4937129,2236879,723,-1
4937130,2231588,723,-1
4937131,2210711,723,-1
4937132,2239328,723,-1
4937133,1421400,723,-1
4937134,1421401,723,-1
4937135,1421403,723,-1
4937136,1421402,723,-1
4937137,1421397,723,-1
4937138,1421396,723,-1
4937139,1421347,723,-1
4937140,1421399,723,-1
4937141,1421398,723,-1
4937142,4504,723,-1
4937143,2232277,723,-1
4937144,2205756,723,-1
4937145,2210461,723,-1
4937146,2212239,723,-1
4937147,2239186,723,-1
4937148,2203645,723,-1
4937231,2230486,503,-1
4937232,2211171,503,-1
4937233,2238217,503,-1
4937234,2229797,503,-1
4937235,2201735,503,-1
4937236,2201957,503,-1
4937237,2228879,503,-1
4937238,2245241,503,-1
4937239,2220988,503,-1
4937240,1278047,503,-1
4937241,1278241,503,-1
4937577,2215108,5704,-1
4937578,2235516,5704,-1
4937579,2225339,5704,-1
4937580,2219929,5704,-1
4937581,2233007,5704,-1
4937582,2200738,5704,-1
4937583,2215928,5704,-1
4937584,2205677,5704,-1
4937585,2217274,5704,-1
4938855,2219918,723,-1
4939247,2245418,391,-1
4939248,2210554,391,-1
4939249,2237686,391,-1
4939250,2218714,391,-1
4939251,2229033,391,-1
4939252,2207830,391,-1
4939253,2234306,391,-1
4939254,2208561,391,-1
4939255,2229678,391,-1
4939512,2233525,1634,-1
4939513,2233525,890,-1
4939515,2233525,391,-1
4941142,199267,5938,-1
4941143,2232770,5938,-1
4941144,2239546,5938,-1
4941145,13366,5938,-1
4941149,199267,5737,-1
4941150,2232770,5737,-1
4941151,2239546,5737,-1
4941818,2208904,5654,-1
4941819,2212117,5654,-1
4941824,2208904,890,-1
4941825,2212117,890,-1
4941857,2243703,5648,-1
4941858,2219447,5648,-1
4941863,2214695,5648,-1
4941864,2241378,5648,-1
4941865,2202002,5648,-1
4941866,2215628,5648,-1
4941868,2211941,5648,-1
4941869,2240433,5648,-1
4941870,2222417,5648,-1
4941871,2245461,5648,-1
4941872,2221207,5648,-1
4941873,2233378,5648,-1
4941874,2205763,5648,-1
4941875,2241125,5648,-1
4941876,2214389,5648,-1
4941877,2203021,5648,-1
4941878,2224675,5648,-1
4941879,2211639,5648,-1
4941888,2220653,5648,-1
4941889,2230954,5648,-1
4941890,2209986,5648,-1
4941891,2211228,5648,-1
4941894,2212241,5648,-1
4941895,2240715,5648,-1
4941900,2203650,5648,-1
4942387,2211977,659,-1
4942389,2212197,659,-1
4942391,2208566,659,-1
4942393,2199913,659,-1
4942395,2211276,659,-1
4942397,2202630,659,-1
4942399,2217880,659,-1
4942401,2225750,659,-1
4942403,2220338,659,-1
4942405,2206922,659,-1
4942407,2200958,659,-1
4942409,2211538,659,-1
4942411,2222065,659,-1
4942413,2214255,659,-1
4942415,2216720,659,-1
4942417,2205905,659,-1
4942419,2214388,659,-1
4942421,2209507,659,-1
4942423,2215677,659,-1
4942425,2223583,659,-1
4942427,2218040,659,-1
4942429,2207237,659,-1
4942431,2202370,659,-1
4942433,2212523,659,-1
4942435,2212090,659,-1
4942437,2224728,659,-1
4942439,2214924,659,-1
4942441,2220810,659,-1
4942443,2207378,659,-1
4942445,2215363,659,-1
4942447,2236829,659,-1
4942733,2207562,5673,-1
4942734,2243441,5673,-1
4942735,2224430,5673,-1
4942736,2214131,5673,-1
4942737,2216582,5673,-1
4942739,2217376,5673,-1
4943109,2226465,5545,-1
4943110,2236643,5545,-1
4943111,1962435,5545,-1
4943112,1962445,5545,-1
4943113,1962443,5545,-1
4943114,2242069,5545,-1
4943115,2237714,5545,-1
4943116,2208626,5545,-1
4943117,2222432,5545,-1
4943575,2212768,1601,-1
4943576,2204778,1601,-1
4943577,2231712,1601,-1
4943770,2213716,5938,-1
4943771,2234300,5938,-1
4943772,78759,5938,-1
4943773,2215569,5938,-1
4944320,2240574,5553,-1
4944322,297826,5553,-1
4944328,2212642,5787,1
4944329,2212642,5859,1
4944334,2212642,898,-1
4944577,2200045,1019,-1
4944735,2225823,1563,-1
4945366,2232247,5643,-1
4945367,2232247,5645,-1
4945368,2232247,5804,-1
4945400,2204088,5670,-1
4945455,2221450,898,-1
4945456,2234310,898,-1
4945457,2204088,898,-1
4945458,2225654,898,-1
4945459,2242047,898,-1
4945460,2201654,898,-1
4945945,2206904,1081,-1
4945946,2234388,1081,-1
4945947,2244555,1081,-1
4945948,1763,1081,-1
4945949,1743331,1081,-1
4945950,2244020,1081,-1
4945951,2203558,1081,-1
4945952,2203424,1081,-1
4945953,30884,1081,-1
4945972,2206904,5737,-1
4945973,2234388,5737,-1
4945974,2244555,5737,-1
4945975,1763,5737,-1
4945976,1743331,5737,-1
4945977,2244020,5737,-1
4945978,2203558,5737,-1
4945979,2203424,5737,-1
4945980,30884,5737,-1
4946084,2229227,391,-1
4946085,2204910,391,-1
4946505,2226494,434,-1
4946506,2236675,434,-1
4946507,2218649,434,-1
4946508,2213536,434,-1
4946509,2234164,434,-1
4946510,2239420,434,-1
4946512,2231680,434,-1
4946514,2234247,434,-1
4946515,2206741,434,-1
4946516,2241991,434,-1
4946517,2217728,434,-1
4946518,2204008,434,-1
4946519,2225581,434,-1
4947626,2232942,419,-1
4947631,2238634,1761,-1
4947632,2215239,1761,-1
4947633,2229490,1761,-1
4947634,2199695,1761,-1
4947635,2221619,1761,-1
4947636,2205403,1761,-1
4947637,2211768,1761,-1
4947638,2200488,1761,-1
4947639,2237822,1761,-1
4947640,2236654,1761,-1
4947641,2211792,1761,-1
4947642,2200698,1761,-1
4947643,2223019,1761,-1
4947644,2209339,1761,-1
4947645,2228874,1761,-1
4947646,2200661,1761,-1
4947728,2234262,5689,-1
4947729,2225600,5689,-1
4947730,2233329,5689,-1
4947731,2223084,5689,-1
4947732,2241083,5689,-1
4947733,2230873,5689,-1
4947734,2202972,5689,-1
4947735,2218658,5689,-1
4947736,2236684,5689,-1
4947737,2242665,5689,-1
4947738,2224717,5689,-1
4947739,2204776,5689,-1
4947740,2232476,5689,-1
4947741,2213374,5689,-1
4947742,2240214,5689,-1
4947743,2223753,5689,-1
4947744,2202016,5689,-1
4947745,2201213,5689,-1
4947746,2234262,5742,-1
4947747,2225600,5742,-1
4947748,2233329,5742,-1
4947749,2223084,5742,-1
4947750,2241083,5742,-1
4947751,2230873,5742,-1
4947752,2202972,5742,-1
4947753,2218658,5742,-1
4947754,2236684,5742,-1
4947755,2242665,5742,-1
4947756,2224717,5742,-1
4947757,2204776,5742,-1
4947758,2232476,5742,-1
4947759,2213374,5742,-1
4947760,2240214,5742,-1
4947761,2223753,5742,-1
4947762,2202016,5742,-1
4947763,2201213,5742,-1
4947764,2234262,5888,-1
4947765,2225600,5888,-1
4947766,2233329,5888,-1
4947767,2223084,5888,-1
4947768,2241083,5888,-1
4947769,2230873,5888,-1
4947770,2202972,5888,-1
4947771,2218658,5888,-1
4947772,2236684,5888,-1
4947773,2242665,5888,-1
4947774,2224717,5888,-1
4947775,2204776,5888,-1
4947776,2232476,5888,-1
4947777,2213374,5888,-1
4947778,2240214,5888,-1
4947779,2223753,5888,-1
4947780,2202016,5888,-1
4947781,2201213,5888,-1
4947782,2234262,5784,-1
4947783,2225600,5784,-1
4947784,2233329,5784,-1
4947785,2223084,5784,-1
4947786,2241083,5784,-1
4947787,2230873,5784,-1
4947788,2202972,5784,-1
4947789,2218658,5784,-1
4947790,2236684,5784,-1
4947791,2242665,5784,-1
4947792,2224717,5784,-1
4947793,2204776,5784,-1
4947794,2232476,5784,-1
4947795,2213374,5784,-1
4947796,2240214,5784,-1
4947797,2223753,5784,-1
4947798,2202016,5784,-1
4947799,2201213,5784,-1
4947800,2234262,5883,-1
4947801,2225600,5883,-1
4947802,2233329,5883,-1
4947803,2223084,5883,-1
4947804,2241083,5883,-1
4947805,2230873,5883,-1
4947806,2202972,5883,-1
4947807,2218658,5883,-1
4947808,2236684,5883,-1
4947809,2242665,5883,-1
4947810,2224717,5883,-1
4947811,2204776,5883,-1
4947812,2232476,5883,-1
4947813,2213374,5883,-1
4947814,2240214,5883,-1
4947815,2223753,5883,-1
4947816,2202016,5883,-1
4947817,2201213,5883,-1
4947818,2234262,429,-1
4947819,2225600,429,-1
4947820,2233329,429,-1
4947821,2223084,429,-1
4947822,2241083,429,-1
4947823,2230873,429,-1
4947824,2202972,429,-1
4947825,2218658,429,-1
4947826,2236684,429,-1
4947827,2242665,429,-1
4947828,2224717,429,-1
4947829,2204776,429,-1
4947830,2232476,429,-1
4947831,2213374,429,-1
4947832,2240214,429,-1
4947833,2223753,429,-1
4947834,2202016,429,-1
4947836,2234262,5683,-1
4947837,2225600,5683,-1
4947838,2233329,5683,-1
4947839,2223084,5683,-1
4947840,2241083,5683,-1
4947841,2230873,5683,-1
4947842,2202972,5683,-1
4947843,2218658,5683,-1
4947844,2236684,5683,-1
4947845,2242665,5683,-1
4947846,2224717,5683,-1
4947847,2204776,5683,-1
4947848,2232476,5683,-1
4947849,2213374,5683,-1
4947850,2240214,5683,-1
4947851,2223753,5683,-1
4947852,2202016,5683,-1
4947853,2201213,5683,-1
4947872,2234262,5786,-1
4947873,2225600,5786,-1
4947874,2233329,5786,-1
4947875,2223084,5786,-1
4947876,2241083,5786,-1
4947877,2230873,5786,-1
4947878,2202972,5786,-1
4947879,2218658,5786,-1
4947880,2236684,5786,-1
4947881,2242665,5786,-1
4947882,2224717,5786,-1
4947883,2204776,5786,-1
4947884,2232476,5786,-1
4947885,2213374,5786,-1
4947886,2240214,5786,-1
4947887,2223753,5786,-1
4947888,2202016,5786,-1
4947889,2201213,5786,-1
4947890,2234262,5881,-1
4947891,2225600,5881,-1
4947892,2233329,5881,-1
4947893,2223084,5881,-1
4947894,2241083,5881,-1
4947895,2230873,5881,-1
4947896,2202972,5881,-1
4947897,2218658,5881,-1
4947898,2236684,5881,-1
4947899,2242665,5881,-1
4947900,2224717,5881,-1
4947901,2204776,5881,-1
4947902,2232476,5881,-1
4947903,2213374,5881,-1
4947904,2240214,5881,-1
4947905,2223753,5881,-1
4947906,2202016,5881,-1
4947907,2201213,5881,-1
4948292,2205197,5752,-1
4948293,2232860,5752,-1
4948294,2243051,5752,-1
4948295,2225115,5752,-1
4949771,2201468,5692,-1
4950013,2224541,503,-1
4950014,2217470,503,-1
4950015,2234469,503,-1
4950016,2206018,503,-1
4950017,2219514,503,-1
4950018,2243769,503,-1
4950019,2231689,503,-1
4950020,2210822,503,-1
4950021,2235259,503,-1
4950022,2207857,503,-1
4950023,2243013,503,-1
4950024,2218738,503,-1
4950025,2219684,503,-1
4950026,2240301,503,-1
4950027,2227564,503,-1
4950028,2224097,503,-1
4950684,75258,5752,-1
4950685,1297331,5752,-1
4950686,559790,5752,-1
4950687,2207889,5752,-1
4950688,1248755,5752,1
4950689,490644,5752,1
4952223,649637,5787,-1
4952225,2229969,5787,-1
4952226,2201928,5787,-1
4952227,2237682,5787,-1
4952228,2210552,5787,-1
4952229,2211594,5787,-1
4952230,2232389,5787,-1
4952231,2222121,5787,-1
4952232,2240133,5787,-1
4952233,2243555,5787,-1
4952234,2225624,5787,-1
4952235,2216104,5787,-1
4952236,2233370,5787,-1
4952237,2217421,5787,-1
4952238,2241117,5787,-1
4952239,2215232,5787,-1
4952240,1151304,5787,-1
4952241,2232417,5787,-1
4952242,2216939,5787,-1
4952243,2214240,5787,-1
4952244,2234738,5787,-1
4952245,2205622,5787,-1
4952246,2227044,5787,-1
4952247,2243421,5787,-1
4952248,2219163,5787,-1
4952307,649637,5797,-1
4952309,2229969,5797,-1
4952310,2201928,5797,-1
4952311,2237682,5797,-1
4952312,2210552,5797,-1
4952314,2232389,5797,-1
4952316,2240133,5797,-1
4952317,2243555,5797,-1
4952318,2225624,5797,-1
4952319,2216104,5797,-1
4952320,2233370,5797,-1
4952321,2217421,5797,-1
4952322,2241117,5797,-1
4952323,2215232,5797,-1
4952324,1151304,5797,-1
4952325,2232417,5797,-1
4952326,2216939,5797,-1
4952327,2214240,5797,-1
4952330,2227044,5797,-1
4952332,2219163,5797,-1
4953243,78759,5709,-1
4953246,2244213,5709,-1
4953247,2215965,5709,-1
4953248,2206947,5709,-1
4953249,2220488,5709,-1
4953250,2228355,5709,-1
4953251,2219577,5709,-1
4953847,2237044,981,-1
4953848,2219028,981,-1
4953849,2244752,981,-1
4953850,2226879,981,-1
4953851,2241426,981,-1
4953852,2223427,981,-1
4953853,2226892,981,-1
4953854,2244759,981,-1
4953855,2219037,981,-1
4954177,2214989,659,-1
4954178,2235423,659,-1
4954179,2232821,659,-1
4954180,2212062,659,-1
4954181,2225082,659,-1
4954182,2203451,659,-1
4954183,2214828,659,-1
4955229,1228306,5803,-1
4955230,991554,5803,-1
4955239,1228306,5644,-1
4955240,991554,5644,-1
4955995,1334474,5853,-1
4955996,2205527,5853,-1
4956082,2236645,5668,-1
4956084,2219591,5668,-1
4956086,2241947,5668,-1
4956165,2219657,676,-1
4956166,923,676,-1
4956214,2213407,5674,-1
4956216,2226267,5674,-1
4956218,2204808,5674,-1
4956220,2203773,5674,-1
4956222,2231558,5674,-1
4956224,2241777,5674,-1
4956226,2223781,5674,-1
4956228,2222852,5674,-1
4956230,2200972,5674,-1
4956232,2227547,5674,-1
4956234,2207840,5674,-1
4956240,2208907,5674,-1
4956241,2229982,5674,-1
4956493,2226319,419,-1
4956494,2205033,419,-1
4957026,2213095,5808,-1
4957027,477344,5808,1
4957028,2236573,5808,1
4957029,2216597,5808,-1
4957030,5295,5808,-1
4957031,78759,5808,-1
4957116,2213095,5737,-1
4957117,477344,5737,-1
4957118,2236573,5737,-1
4957119,2216597,5737,-1
4957439,1446065,5836,-1
4957440,2240293,5836,-1
4957441,2213463,5836,-1
4957442,2205967,5836,-1
4957443,2215936,5836,-1
4957444,2228710,5836,-1
4957445,2213606,5836,-1
4957480,2234243,723,-1
4957481,2213636,723,-1
4957482,2211522,723,-1
4957484,2202891,723,-1
4957485,2224561,723,-1
4957486,705377,723,-1
4957488,2233274,723,-1
4957489,2205661,723,-1
4957492,1214046,5883,-1
4957493,2236118,5883,-1
4957494,2225779,5883,-1
4957495,2221339,5883,-1
4957496,2217034,5883,-1
4957497,2216454,5883,-1
4957504,1214046,5683,-1
4957505,2236118,5683,-1
4957506,2225779,5683,-1
4957507,2221339,5683,-1
4957508,2217034,5683,-1
4957509,2216454,5683,-1
4957516,1214046,5654,-1
4957517,2236118,5654,-1
4957518,2225779,5654,-1
4957519,2221339,5654,-1
4957520,2217034,5654,-1
4957521,2216454,5654,-1
4957523,2236118,5704,-1
4957524,2225779,5704,-1
4957525,2221339,5704,-1
4957526,2217034,5704,-1
4957527,2216454,5704,-1
4957964,9459,5737,-1
4957965,9460,5737,-1
4957966,2217101,5737,-1
4957967,2231237,5737,-1
4958557,2226071,5666,-1
4958841,2221614,5646,-1
4958842,2199683,5646,-1
4958843,2233865,5646,-1
4958844,2213189,5646,-1
4958845,2227481,5646,-1
4958846,2245353,5646,-1
4958847,2235182,5646,-1
4958848,2207766,5646,-1
4958919,13590,5737,-1
4958920,2232622,5737,-1
4958921,2208073,5737,-1
4958922,2229257,5737,-1
4958923,2218946,5737,-1
4958924,2236960,5737,-1
4958925,2237896,5737,-1
4958926,2210798,5737,-1
4958927,2199412,5737,-1
4958928,2221382,5737,-1
4958929,2212066,5737,-1
4958930,2233596,5737,-1
4958931,2210142,5737,-1
4958932,2237323,5737,-1
4958933,2209437,5737,-1
4959511,2209303,5648,-1
4959512,2221505,5648,-1
4959825,2204519,5784,-1
4959826,2204519,5883,-1
4959924,2244979,5785,-1
4959925,2083923,5785,-1
4960469,2235578,5674,-1
4960470,2244028,5674,-1
4960471,1540500,5674,-1
4960984,2235629,5737,-1
4960985,2217610,5737,-1
4960986,2243388,5737,-1
4960987,2225463,5737,-1
4960988,2220043,5737,-1
4960989,2244278,5737,-1
4960990,2233282,5737,-1
4960991,2211396,5737,-1
4960992,2200642,5737,-1
4960993,2202269,5737,-1
4960994,2237811,5737,-1
4960995,2217560,5737,-1
4960996,2230098,5737,-1
4960997,2209034,5737,-1
4960998,2207979,5737,-1
4960999,2235368,5737,-1
4961000,2245307,5737,-1
4961001,2221808,5737,-1
4961002,2215594,5737,-1
4961003,2242174,5737,-1
4961004,2239433,5737,-1
4961005,2212534,5737,-1
4961006,2210029,5737,-1
4961007,2236460,5737,-1
4961013,2210029,5806,-1
4961285,2212528,5720,-1
4961286,2232456,5720,-1
4961287,2221463,5720,-1
4961964,2224633,603,-1
4961965,2242563,603,-1
4961966,2232382,603,-1
4961967,2204680,603,-1
4961968,2240126,603,-1
4961969,2213273,603,-1
4961970,2236295,603,-1
4961971,2218249,603,-1
4961972,2232939,603,-1
4961973,2201341,603,-1
4961974,2240654,603,-1
4961975,2222663,603,-1
4962084,2235879,5658,-1
4962085,2219546,5658,-1
4962086,2197609,5658,-1
4962517,2207742,5839,-1
4962613,2200112,5833,-1
4962678,2200112,5719,-1
4962679,2238886,5719,-1
4962680,2199614,5719,-1
4962693,1153572,5688,-1
4962695,2200112,5688,-1
4963536,2216392,5931,-1
4963538,2212464,5931,-1
4963539,2213582,5931,-1
4963540,2234263,5931,-1
4963542,2199496,5931,-1
4963543,2242623,5931,-1
4964906,556320,890,-1
4964907,581814,890,-1
4964908,461561,890,-1
4964909,421382,890,-1
4964912,2240605,890,-1
4964919,2240605,303,-1
4965022,2211393,676,-1
4965138,483534,5748,-1
4965139,2244997,5748,-1
4965743,2237847,5737,-1
4965745,2237847,723,-1
4966208,2215381,676,-1
4966210,2206621,676,-1
4966211,2244666,676,-1
4966212,2220443,676,-1
4966214,2240919,676,-1
4966215,2224468,676,-1
4966217,2243366,676,-1
4966220,2233186,676,-1
4966221,2227892,676,-1
4966222,2206595,676,-1
4966223,2242374,676,-1
4966224,2218100,676,-1
4966228,2244792,676,-1
4966229,2219066,676,-1
4966230,2237082,676,-1
4966231,2208197,676,-1
4966232,2229375,676,-1
4966234,2228606,676,-1
4966237,2218533,676,-1
4966239,2216528,676,-1
4966618,398084,1601,-1
4966619,2225510,1601,-1
4966620,2216289,1601,-1
4966621,2233341,1601,-1
4966622,2238831,1601,-1
4966623,2232424,1601,-1
4966624,2211638,1601,-1
4966625,2224542,1601,1
4966626,2202874,1601,1
4966627,2214257,1601,-1
4966628,2240996,1601,-1
4966629,2205642,1601,-1
4966630,1163471,1601,-1
4966758,2235114,303,-1
4966759,2207687,303,-1
4966760,2242860,303,-1
4966761,2218580,303,-1
4966762,2206434,303,-1
4966763,2212538,303,-1
4966764,2209655,303,-1
4966765,2235251,303,-1
4966766,2220355,303,-1
4966767,2244580,303,-1
4966768,2228206,303,-1
4966769,2206937,303,-1
4966770,2235939,303,-1
4966771,2217894,303,-1
4966772,2223784,303,-1
4966773,2202055,303,-1
4966774,2201525,303,-1
4966775,2223338,303,-1
4968046,2229270,5756,-1
4968047,2219665,5756,1
4968048,2205533,5756,-1
4968489,2236499,5737,-1
4968490,2207585,5737,-1
4968491,2228812,5737,-1
4968492,2245167,5737,-1
4968493,2220919,5737,-1
4968494,2212427,5737,-1
4968495,2233162,5737,-1
4968496,2232207,5737,-1
4968497,2210590,5737,-1
4968498,2227894,5737,-1
4968499,2205760,5737,-1
4968500,2220775,5737,-1
4968501,2238812,5737,-1
4968502,2216655,5737,-1
4968503,2231064,5737,-1
4968504,2225254,5737,-1
4968505,2243180,5737,-1
4968506,2233690,5737,-1
4968507,2206916,5737,-1
4968508,2217055,5737,-1
4968509,2216535,5737,-1
4968510,2215652,5737,-1
4968511,2243615,5737,-1
4968512,2216997,5737,-1
4968513,2202029,5737,-1
4968514,2208240,5737,-1
4968515,2235595,5737,-1
4968516,2239379,5737,-1
4968517,2212469,5737,-1
4968518,2201070,5737,-1
4968519,2222946,5737,-1
4968520,2209740,5737,-1
4968521,2230735,5737,-1
4968522,2220437,5737,-1
4968523,2238458,5737,-1
4968524,2228298,5737,-1
4968525,2200067,5737,-1
4968526,2243903,5737,-1
4968527,2225980,5737,-1
4968528,2236141,5737,-1
4968529,2203900,5737,-1
4968530,2228421,5737,-1
4968531,2207158,5737,-1
4968532,2220549,5737,-1
4968533,2244780,5737,-1
4968534,2209872,5737,-1
4968535,2237072,5737,-1
4968536,2237785,5737,-1
4968537,2210668,5737,-1
4968538,2230067,5737,-1
4968539,2202042,5737,-1
4968540,2207942,5737,-1
4968541,2229133,5737,-1
4968542,2245517,5737,-1
4968543,2221261,5737,-1
4968544,2203090,5737,-1
4968545,2224736,5737,-1
4968546,2212951,5737,-1
4968547,2239817,5737,-1
4971791,2201762,5671,-1
4971792,2237559,5671,-1
4971793,2210386,5671,-1
4971794,2202889,5671,-1
4971795,2232314,5671,-1
4971796,2216915,5671,-1
4971797,2228976,5671,-1
4971798,2207764,5671,-1
4971799,2209874,5671,-1
4971800,2230855,5671,-1
4971801,2220550,5671,-1
4971802,2238592,5671,-1
4971803,2228422,5671,-1
4971804,2200196,5671,-1
4971805,2236142,5671,-1
4971806,2208870,5671,-1
4971807,2243904,5671,-1
4971808,2219638,5671,-1
4971809,2228900,5671,-1
4971810,2207686,5671,-1
4971811,2221010,5671,-1
4971812,2245266,5671,-1
4971813,1798311,5671,-1
4971814,2229905,5671,-1
4971815,2224559,5671,-1
4973344,2217158,993,-1
4973347,2217158,676,-1
4973399,2199823,676,-1
4973401,2238789,676,-1
4973403,714311,676,-1
4973405,448134,676,-1
4973414,2218835,1019,-1
4973929,2214268,5737,-1
4973930,2215818,5737,-1
4973931,2225801,5737,-1
4973932,2242186,5737,-1
4973933,2217923,5737,-1
4973934,2223287,5737,-1
4973935,2241273,5737,-1
4973936,2212841,5737,-1
4973937,2233540,5737,-1
4973938,2218864,5737,-1
4973939,2236881,5737,-1
4973940,2226196,5737,-1
4973941,2215902,5737,-1
4973942,2233964,5737,-1
4973943,2213315,5737,-1
4973944,2241699,5737,-1
4973945,2223696,5737,-1
4973946,2203683,5737,-1
4973947,2231483,5737,-1
4973948,2237330,5737,-1
4973949,2219293,5737,-1
4973950,2241162,5737,-1
4973951,2214433,5737,-1
4973952,2203064,5737,-1
4973953,2224710,5737,-1
4973954,2225672,5737,-1
4973956,2243598,5737,-1
4974211,2209812,5767,-1
4974212,2218409,5767,-1
4974213,2242690,5767,-1
4974229,2227475,5782,-1
4974230,2245348,5782,-1
4974231,2235177,5782,-1
4974233,11674,5782,-1
4974234,173,5782,-1
4974235,1280,5782,-1
4974236,4775,5782,-1
4974238,11674,5737,-1
4974239,173,5737,-1
4974240,1280,5737,-1
4974242,2227475,5737,-1
4974243,2245348,5737,-1
4974244,2235177,5737,-1
4974365,2208213,723,-1
4974366,2237094,723,-1
4976076,2200310,5821,-1
4976077,2211705,5821,-1
4976078,2200192,5821,-1
4976079,2203086,5821,-1
4976080,2230967,5821,-1
4976081,2237296,5821,-1
4976082,2219268,5821,-1
4976083,2229575,5821,-1
4976084,2206695,5821,-1
4976085,2229113,5821,-1
4976086,2199787,5821,-1
4976087,2211167,5821,-1
4976088,2238214,5821,-1
4976089,2202517,5821,-1
4976090,2230483,5821,-1
4976091,2216495,5821,-1
4976092,2236858,5821,-1
4976093,2240911,5821,-1
4976094,2216760,5821,-1
4976095,2225499,5821,-1
4976096,2228522,5821,-1
4976097,2232147,5821,-1
4976098,2210520,5821,-1
4976099,2236522,5821,-1
4976100,2215411,5821,-1
4976101,2230371,5821,-1
4976102,2209342,5821,-1
4976103,2238086,5821,-1
4976104,2220060,5821,-1
4976105,2199646,5821,-1
4976106,2227935,5821,-1
4976107,813052,5821,-1
4976108,2235650,5821,-1
4976109,2219147,5821,-1
4976110,2243402,5821,-1
4976111,2207895,5821,-1
4976112,2098451,5821,-1
4976113,2210427,5821,-1
4976114,1107633,5821,-1
4976115,2208250,5821,-1
4976116,2096698,5821,-1
4976117,2199594,5821,-1
4976118,2221540,5821,-1
4976119,2238042,5821,-1
4976120,2210981,5821,-1
4976121,2231147,5821,-1
4976122,2210218,5821,-1
4976123,2243151,5821,-1
4976124,2244777,5821,-1
4976125,2199541,5821,-1
4976126,2221491,5821,-1
4976127,2208185,5821,-1
4976128,2229363,5821,-1
4976129,2237779,5821,-1
4976130,2219756,5821,-1
4976131,2230062,5821,-1
4976132,2208997,5821,-1
4976133,2222212,5821,-1
4976715,1342793,659,-1
4976716,435344,659,-1
4976717,500672,659,-1
4976718,500673,659,-1
4976719,2222410,659,-1
4976720,2202254,659,-1
4976721,149954,659,-1
4976722,150171,659,-1
4976723,2218005,659,-1
4976724,2237273,659,-1
4976725,2210091,659,-1
4976726,2213238,659,-1
4976727,2220748,659,-1
4976728,2221681,659,-1
4976729,2239698,659,-1
4976730,2229553,659,-1
4976731,6012,659,-1
4976748,435344,5553,-1
4976749,500672,5553,-1
4976750,500673,5553,-1
4976751,2222410,5553,-1
4976752,2202254,5553,-1
4976753,149954,5553,-1
4976754,150171,5553,-1
4976755,2218005,5553,-1
4976756,2237273,5553,-1
4976757,2210091,5553,-1
4976758,2213238,5553,-1
4976759,2220748,5553,-1
4976760,2221681,5553,-1
4976761,2239698,5553,-1
4976762,2229553,5553,-1
4976765,1342793,5553,-1
4977515,426232,5646,-1
4977516,692959,5646,-1
4977667,523099,5808,-1
4977668,2229456,5808,-1
4977822,2234438,5646,-1
4977823,2231877,5646,-1
4977824,2211062,5646,-1
4977825,2239624,5646,-1
4977826,2213785,5646,-1
4977827,2240566,5646,-1
4977828,2224125,5646,-1
4977829,2202420,5646,-1
4977830,2243032,5646,-1
4977831,1441017,5646,-1
4977832,2241646,5646,-1
4977833,1441016,5646,-1
4977834,2203612,5646,-1
4977835,2239165,5646,-1
4977836,2212210,5646,-1
4977837,2200830,5646,-1
4977838,2222694,5646,-1
4977839,2209497,5646,-1
4977840,2230512,5646,-1
4977841,2243112,5646,-1
4977842,2234870,5646,-1
4977843,2235358,5646,-1
4977844,2214926,5646,-1
4977845,2213871,5646,-1
4977846,1214046,5646,-1
4978113,2199620,993,-1
4978114,2217210,993,-1
4978115,2233755,993,-1
4978116,2245094,993,-1
4978117,2227239,993,-1
4978118,2237393,993,-1
4978119,2219357,993,-1
4978120,2218399,993,-1
4978121,2242679,993,-1
4978122,2207498,993,-1
4978123,78759,993,-1
4978199,2245246,5698,-1
4978200,2215958,5698,-1
4978201,2211899,5698,-1
4978202,2218867,5698,-1
4978203,2216106,5698,-1
4978204,2223291,5698,-1
4978205,2217425,5698,-1
4978207,2223633,5698,1
4978208,2211774,5698,1
4978209,2233296,5698,-1
4978210,2213330,5698,-1
4978211,2235019,5698,-1
4978212,2236840,5698,-1
4978213,2218056,5698,-1
4978214,2217113,5698,-1
4978215,2233311,5698,-1
4978216,2245578,5698,-1
4978217,2216923,5698,-1
4978218,2241235,5698,-1
4978219,2202944,5698,-1
4978220,2208862,5698,-1
4978221,2229942,5698,-1
