cell_id,id_compuestos_actividad,activity
185,"[2580, 13590, 18841, 19706, 29831, 32553, 51896, 51929, 51979, 52393, 52696, 106996, 106997, 107285, 107355, 107358, 130909, 134092, 150774, 165968, 165972, 188773, 188804, 188956, 189109, 189110, 189624, 189665, 190119, 190142, 190143, 205648, 226590, 263673, 264446, 264718, 264719, 264831, 574863]","[1, 1, -1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
186,[368538],[-1]
187,"[8062, 14440, 71516, 1163586, 1163588, 1163594, 1163596, 1164088]","[-1, -1, 1, 1, 1, 1, 1, -1]"
188,"[8062, 14440, 71516, 1163586, 1163588, 1163594, 1163596, 1164088]","[-1, -1, -1, -1, -1, -1, -1, -1]"
189,"[44165, 44488, 175594]","[1, -1, 1]"
190,"[441561, 441563, 602271, 651088, 2357504, 2357504]","[-1, -1, -1, -1, -1, 1]"
191,"[16758, 16949, 103459, 287231]","[-1, -1, -1, -1]"
193,"[8062, 28853, 71516, 560078, 1440750, 1440751, 1440752, 1440754, 1510819, 1513599, 1513600, 1513601, 1513602, 1513603, 1513604, 1513605, 1513606, 1513608, 1513609, 1513610, 1513611, 1513612, 1513613, 1513614, 1513615, 1513616, 1513617, 1513618, 1513619, 1513620, 1513621, 1513622, 1513626, 1513627, 1513628, 1513629, 1513630, 1513635, 1588121, 1588122, 1588123, 1588124, 1588126, 1588128, 1793735, 2217846, 2225711, 2235889]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1]"
194,"[11305, 138562, 382029, 382033, 382035, 417180, 1528832]","[-1, -1, -1, -1, -1, -1, -1]"
195,[78759],[-1]
196,"[5295, 21789, 21791, 49931, 54135, 54662, 374019, 458543, 458603, 1344285, 1344285, 1344392, 1344392, 1346267, 1439753]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1]"
198,"[717, 923, 2080, 5268, 8062, 13048, 13590, 14785, 14805, 16524, 35041, 36237, 56713, 66050, 67948, 68607, 75901, 78520, 78759, 88797, 99755, 115369, 119498, 151991, 152995, 176891, 187372, 213602, 213602, 213748, 213748, 222692, 222692, 251630, 252049, 252050, 276734, 334313, 350698, 356576, 361444, 361469, 365281, 365408, 400492, 419032, 427010, 436277, 446780, 447415, 447450, 475734, 479169, 489525, 490644, 560078, 570962, 571772, 602271, 608601, 623658, 630975, 649637, 685006, 705446, 1379628, 1416020, 1540172, 1974872, 1974872, 1974873, 1974873, 1974874, 1974874, 1974875, 1974875, 1974876, 1974876, 1974878, 1974878, 1974879, 1974879, 1974880, 1974880, 1974881, 1974881, 1974883, 1974883, 1974884, 1974884, 1974885, 1974885, 1974886, 1974886, 1974888, 1974888, 1974889, 1974889, 1974890, 1974890, 2271785]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, -1]"
201,"[173, 2658, 8873, 103658, 239549, 319603, 365281, 430438, 438424, 438524, 438616, 438655, 438658, 438702, 438858, 438905, 439083, 439131, 439133, 470511, 479371, 572645, 620237, 1064085, 1101586, 1422800, 1422823, 1422825]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]"
204,"[35108, 35874, 35982, 36294, 36533, 36769, 36790, 36791, 36792, 48637, 49566, 49567, 49931, 50569, 50570, 106755, 106802, 106836, 106866, 107313, 374019]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
207,"[207003, 207190, 207211, 207226, 207405, 207426, 207492, 207493, 207495, 207542, 281410, 281818, 281885, 282699, 374007]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
208,[8633],[-1]
213,[27307],[-1]
217,"[923, 2080, 5105, 7501, 8062, 13048, 14785, 14805, 36237, 61142, 61315, 61675, 78520, 88797, 99755, 187372, 276734, 334313, 350698, 356576, 361444, 361469, 365408, 436277, 447415, 447450, 475734, 490644, 602271, 705446, 1416020]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
219,[51182],[-1]
220,"[717, 3859, 5268, 8633, 13590, 16592, 22942, 49931, 56713, 68607, 75901, 78759, 96159, 119498, 151991, 152995, 360439, 419032, 427010, 446780, 479169, 489525, 560078, 570962, 571772, 608601, 619010, 623658, 630975, 649637, 651088, 1178704, 1379628, 1540172]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
221,"[63252, 82763, 82763]","[1, -1, 1]"
222,"[107431, 107508, 108296, 108327, 108902, 108946]","[-1, -1, 1, 1, -1, 1]"
223,"[8062, 78759, 187596, 187649, 188011]","[-1, -1, -1, 1, 1]"
225,"[13449, 364693, 453189]","[-1, -1, -1]"
226,"[11305, 11305, 590141, 1844293, 1844293]","[1, -1, 1, 1, -1]"
227,"[160849, 161022]","[-1, 1]"
228,"[717, 2208, 5105, 5268, 8633, 11305, 13590, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78759, 88232, 119498, 151991, 152995, 183934, 291635, 319858, 360439, 419032, 426660, 427010, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1540172, 1797953, 1927101, 2021521]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1]"
229,"[717, 51929, 114733]","[-1, 1, 1]"
231,"[717, 923, 2208, 5105, 5268, 8062, 8633, 11305, 13048, 13590, 14785, 14805, 35874, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78520, 78759, 88232, 88797, 99755, 119498, 151991, 152995, 183934, 187372, 276734, 291635, 319858, 334313, 350698, 356576, 360439, 361444, 361469, 419032, 426660, 427010, 436277, 446780, 447415, 447450, 453228, 460092, 469866, 470511, 475734, 479169, 489525, 490644, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 602271, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 705446, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1416020, 1540172, 1797953, 1927101]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]"
233,"[717, 2208, 5105, 5268, 8633, 11305, 13590, 14785, 19101, 35874, 49931, 49931, 51182, 56713, 62111, 63535, 63613, 64671, 68607, 71516, 75901, 78759, 88232, 119498, 151991, 152995, 183934, 291635, 319858, 360439, 374019, 419032, 426660, 427010, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1540172, 1797953, 1927101, 2200045]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
237,"[717, 923, 2080, 2208, 5105, 5268, 8062, 8633, 11305, 13048, 13590, 14785, 14805, 36237, 46106, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78520, 78759, 88232, 88797, 99755, 119498, 151991, 152995, 183934, 187372, 276734, 291635, 319858, 334313, 350698, 356576, 360439, 361444, 361469, 365408, 419032, 426660, 427010, 436277, 446780, 447415, 447450, 453228, 460092, 462435, 469866, 470511, 475734, 479169, 489525, 490644, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 602271, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 705446, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1416020, 1540172, 1797953, 1927101]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1]"
238,"[5295, 46106]","[-1, -1]"
241,"[173, 717, 2208, 5105, 5268, 8633, 11305, 13590, 14785, 22942, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 75901, 78759, 78759, 88232, 119498, 151991, 152995, 183934, 291635, 319858, 360439, 419032, 426660, 427010, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 608601, 611647, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1540172, 1797953, 1927101, 1927101]","[-1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]"
242,"[9097, 14805, 319858, 470511]","[1, -1, -1, -1]"
244,[626299],[-1]
246,"[717, 2208, 5105, 5105, 5268, 8062, 8633, 11305, 13590, 14440, 22942, 27307, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78759, 88232, 119498, 151991, 152995, 183934, 248014, 282196, 282198, 282251, 282718, 282782, 282790, 291635, 319858, 336913, 360439, 364693, 368538, 419032, 426660, 427010, 442943, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 495195, 495196, 508147, 560078, 568338, 570962, 571772, 597145, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 716337, 1037712, 1063235, 1162276, 1220034, 1251237, 1294151, 1338908, 1338909, 1338910, 1348359, 1379628, 1540172, 1797953, 1927101, 1963511, 2084501, 2084601]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1]"
248,"[5105, 7501, 8667, 12437, 78759, 214533, 214602, 214603, 269586]","[-1, -1, -1, 1, -1, 1, -1, -1, -1]"
249,"[146324, 146469, 146828, 147109, 147291, 147292]","[-1, -1, -1, -1, -1, -1]"
251,[51182],[-1]
252,"[717, 923, 2080, 2208, 5105, 5268, 8062, 8633, 11305, 13048, 13590, 14785, 14805, 36237, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78520, 78759, 88232, 88797, 99755, 119498, 151991, 152995, 183934, 187372, 276734, 291635, 319858, 334313, 350698, 356576, 361444, 361469, 365408, 419032, 426660, 427010, 429088, 436277, 446780, 447415, 447450, 453228, 460092, 469866, 470511, 475734, 479169, 489525, 490644, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 602271, 608601, 623658, 630975, 649637, 650126, 675133, 705446, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1416020, 1540172, 1797953, 1927101, 2083644]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1]"
255,"[717, 923, 2080, 2208, 5105, 5268, 8062, 8633, 11305, 13048, 13590, 14440, 14785, 14805, 36237, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78520, 78759, 88232, 88797, 99755, 119498, 151991, 152995, 183934, 187372, 276734, 291635, 319858, 334313, 350698, 356576, 361444, 361469, 365408, 419032, 426660, 427010, 429088, 436277, 446780, 447415, 447450, 453228, 460092, 469866, 475734, 479169, 489525, 490644, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 602271, 608601, 623658, 630975, 649637, 650126, 675133, 692959, 698457, 705446, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1376138, 1377987, 1379628, 1405757, 1416020, 1540172, 1763572, 1797953, 1840420, 1840421, 1927101, 2092127, 2316241, 2317299, 2321835, 2324482, 2325240, 2326887, 2332332, 2332431, 2355503]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
256,[2083644],[-1]
257,"[11305, 11501, 382029, 382033, 382035, 382037, 479370, 479371, 1248731]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]"
258,"[2208, 5105, 8633, 11305, 47579, 49931, 51182, 62111, 71516, 78759, 88232, 183934, 224695, 226525, 226549, 291635, 319858, 345080, 360439, 368538, 373381, 426660, 442927, 453228, 460092, 469866, 470511, 494280, 508147, 568338, 597145, 618426, 619010, 650126, 651088, 675133, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1797953, 1927101, 2366607, 2425912]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
259,"[717, 923, 2080, 2208, 5105, 5268, 8062, 8633, 11305, 13048, 13590, 14785, 14805, 36237, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78520, 78759, 88232, 88797, 99755, 119498, 151991, 152995, 183934, 187372, 276734, 291635, 319858, 334313, 350698, 356576, 360439, 361444, 361469, 365408, 419032, 426660, 427010, 436277, 446780, 447415, 447450, 453228, 460092, 469866, 470511, 475734, 479169, 489525, 490644, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 602271, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 705446, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1416020, 1540172, 1797953, 1927101, 2200045]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
260,"[250, 313314, 365281, 1631605, 2200045]","[-1, -1, 1, -1, -1]"
263,[103459],[1]
264,"[717, 2208, 5105, 5268, 8633, 11305, 13590, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78759, 88232, 119498, 151991, 152995, 183934, 291635, 319858, 360439, 419032, 426660, 427010, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 716337, 1037712, 1162276, 1220034, 1270497, 1270498, 1270501, 1294151, 1348359, 1379628, 1540172, 1797953, 1927101]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
266,"[675, 675, 14785, 14805, 77128, 457144, 457271, 457272, 457273, 650497]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
269,"[5284, 5295, 5389, 11305, 160857, 161178, 180615, 231732, 387663]","[-1, -1, -1, -1, -1, 1, -1, -1, -1]"
273,"[5371, 16524, 19101, 19840, 19841, 49931, 68607, 75901, 78759, 78759, 137807, 182634, 182732, 182797, 183134, 183137, 183291, 183326, 195012, 203665, 204071, 204198, 204242, 204268, 204282, 204303, 204306, 204380, 204382, 204645, 204660, 297513, 297536, 297558, 297559, 297562, 297575, 297628, 297629, 297630, 297631, 418697]","[-1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]"
274,"[18841, 19706, 29831, 32553, 51929, 52393, 52393, 106996, 106997, 107285, 107355, 107358, 130909, 134092, 150774, 165968, 165972, 165972, 188773, 188804, 188956, 189109, 189110, 189624, 189665, 190119, 190142, 190143, 263673, 264446, 264718, 264719, 264831, 574863]","[-1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1, 1]"
278,"[8062, 18696, 336913]","[-1, -1, -1]"
280,"[6579, 625041]","[-1, -1]"
281,"[5769, 6216, 8917, 16758, 16949, 22942, 27307, 27370, 33373, 51182, 68607, 75901, 78759, 82983, 88797, 103459, 360948, 361469, 361480, 365284, 368538, 406448, 406465, 439796, 446279, 625907, 701175, 716337, 1059763, 1072466, 1072472, 1072473, 1072475, 1072476, 1072477, 1072479, 1072484, 1072485, 1072486, 1072488, 1074497, 1074623, 1074625, 1074626, 1074627, 1074628, 1074632, 1139491, 1139492, 1139493, 1139494, 1139500, 1139501, 1251106, 1251110, 1251111, 1339206, 1339207, 1444285, 1444287, 1444288, 1444289, 1444290, 1444291, 1444293, 1444294, 1444295, 1727665, 1757249, 1757250, 2220817, 2417563]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, -1]"
282,"[717, 923, 2080, 2208, 5105, 5268, 8062, 8633, 11305, 13048, 13590, 14785, 14805, 36237, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78520, 78759, 88232, 88797, 99755, 119498, 151991, 152995, 183934, 187372, 276734, 291635, 319858, 334313, 350698, 356576, 360439, 361444, 361469, 365408, 419032, 426660, 427010, 436277, 446780, 447415, 447450, 453228, 460092, 469866, 470511, 475734, 479169, 489525, 490644, 494280, 508147, 560078, 568338, 570962, 571772, 597145, 602271, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 705446, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1416020, 1540172, 1797953, 1927101]","[-1, 1, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]"
284,[48789],[-1]
285,"[8633, 68607, 78759]","[-1, -1, -1]"
288,[78759],[-1]
289,[2208],[1]
290,[5371],[-1]
293,"[717, 2208, 5105, 5268, 8633, 11305, 13590, 14529, 49931, 51182, 56713, 62111, 68607, 71516, 75901, 78759, 78759, 88232, 119498, 128914, 151991, 152995, 183934, 246935, 291635, 360439, 419032, 426660, 427010, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 508147, 509122, 528559, 560078, 568338, 570962, 571772, 597145, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 715025, 716337, 1162276, 1179716, 1180204, 1220034, 1294151, 1348359, 1379628, 1512419, 1540172, 1561031, 1576964, 1623452, 1797953, 1927101, 2005315, 2005389, 2354047, 2423265]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1]"
294,"[1763, 1994, 50439, 125294, 334337, 460024, 460092, 460092, 688415, 1343353, 1353086, 1355635, 1355638, 1355639, 1355640, 1355642, 1355644, 1355646, 1355647]","[-1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1]"
295,[4504],[-1]
298,"[3859, 95917]","[1, 1]"
299,"[27812, 405786, 1339481]","[-1, 1, 1]"
300,"[1791897, 1791911, 1791916]","[1, 1, 1]"
301,"[717, 923, 2080, 5268, 8062, 13048, 13590, 14785, 14805, 17169, 17347, 27307, 36237, 56713, 68607, 75901, 78520, 78759, 88797, 99755, 119498, 151991, 152995, 187372, 276734, 329475, 329475, 334313, 350698, 356576, 361444, 361469, 365408, 374719, 374719, 419032, 427010, 436277, 441420, 441420, 446780, 447415, 447450, 475734, 479169, 489525, 490644, 521906, 521906, 560078, 570962, 571772, 582652, 582796, 582797, 602271, 608601, 623658, 630975, 649637, 675138, 676182, 705446, 1379628, 1416020, 1510500, 1540172, 1829708, 1829711, 1829723, 1829726]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
302,"[717, 1763, 2208, 4775, 5105, 5268, 5295, 6104, 6968, 8633, 11305, 13590, 14785, 30884, 49931, 51182, 56713, 62111, 68607, 71378, 71516, 75901, 78759, 88232, 119498, 151991, 152995, 162058, 172779, 183934, 201200, 291635, 319858, 360439, 362038, 362062, 362069, 362078, 362104, 362114, 362121, 362131, 362138, 362147, 373381, 387585, 419032, 426660, 427010, 446780, 453228, 460092, 469866, 470511, 479169, 489525, 494280, 508147, 522730, 560078, 568338, 570962, 571772, 597145, 608601, 619010, 623658, 630975, 649637, 650126, 651088, 675133, 716337, 1037712, 1162276, 1220034, 1294151, 1348359, 1379628, 1439146, 1540172, 1797953, 1927101, 2048901, 2049170]","[-1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1]"
