cell_id,id_compuestos_actividad_positiva
450,"[5105, 71516, 151991, 152995, 560078, 1927101, 2290509, 2291155]"
451,"[8062, 8632, 10057, 17283, 22404, 22653, 22664, 22689, 22693, 22733, 23003, 23048, 23721, 35874, 37647, 41578, 47619, 47621, 48091, 48092, 50068, 50122, 50219, 50254, 50593, 50908, 50944, 51929, 52696, 64671, 70281, 74878, 75146, 75194, 75901, 82983, 102283, 103903, 112162, 112277, 112777, 119067, 121457, 150774, 151991, 152957, 152995, 153013, 155571, 168932, 173052, 187372, 188699, 188773, 188804, 189109, 189110, 189624, 190119, 202595, 208640, 219568, 236265, 238058, 246935, 250427, 251777, 253443, 255894, 257023, 259355, 268473, 268526, 291459, 291953, 313347, 313563, 313565, 313728, 322803, 334592, 335273, 335615, 335643, 356083, 365103, 373997, 374008, 384570, 394234, 415834, 421386, 427010, 439370, 443901, 443988, 446301, 456066, 461993, 465975, 481621, 499753, 499979, 500098, 500737, 505366, 508470, 523223, 523878, 533072, 560078, 563355, 569664, 581042, 584183, 586705, 612049, 649926, 663824, 946146, 1064110, 1073669, 1083052, 1086372, 1087199, 1088506, 1090888, 1092090, 1095914, 1099446, 1103372, 1107252, 1107730, 1108578, 1109075, 1111689, 1116150, 1141160, 1180204, 1180722, 1220034, 1285712, 1285819, 1285861, 1286293, 1286806, 1287033, 1287061, 1287275, 1287276, 1287429, 1287622, 1287727, 1287962, 1289747, 1289912, 1290155, 1290389, 1290807, 1290847, 1290936, 1291336, 1291995, 1292283, 1292485, 1292621, 1293346, 1293795, 1293850, 1294025, 1294066, 1294858, 1295439, 1295518, 1295686, 1295834, 1295853, 1295962, 1296304, 1296423, 1296631, 1296706, 1296842, 1297177, 1297299, 1297708, 1298337, 1298711, 1299053, 1299317, 1299463, 1299464, 1299492, 1299769, 1299800, 1300183, 1300358, 1300693, 1301082, 1301186, 1301259, 1301269, 1301520, 1302079, 1302269, 1302355, 1302625, 1302805, 1302843, 1302980, 1303201, 1303592, 1303782, 1304432, 1304788, 1305249, 1305286, 1305509, 1306001, 1307005, 1307250, 1307405, 1307785, 1307871, 1308005, 1308027, 1308313, 1308390, 1308575, 1308902, 1308947, 1308993, 1309025, 1309280, 1309546, 1309658, 1309876, 1310051, 1310423, 1310740, 1310823, 1311072, 1311368, 1311392, 1311764, 1311949, 1312119, 1312382, 1312508, 1312910, 1313323, 1313365, 1313462, 1313805, 1314207, 1314399, 1315162, 1315705, 1316187, 1316344, 1316544, 1316582, 1316609, 1316619, 1316771, 1317447, 1317721, 1317747, 1318090, 1318392, 1318557, 1318664, 1318698, 1319180, 1319623, 1320272, 1320792, 1320933, 1320986, 1321310, 1321371, 1321465, 1322243, 1322470, 1322737, 1322799, 1322890, 1322986, 1323819, 1323861, 1324918, 1325100, 1325878, 1326012, 1326321, 1326750, 1326758, 1327396, 1327607, 1328332, 1328418, 1331158, 1379628, 1417824, 1417905, 1417930, 1512419, 1548207, 1548222, 1548233, 1548257, 1548286, 1548291, 1548292, 1548301, 1548319, 1548338, 1548339, 1548353, 1548356, 1548368, 1548375, 1548376, 1548380, 1548384, 1548435, 1548555, 1548569, 1548571, 1548572, 1548585, 1548603, 1548610, 1548772, 1548774, 1548944, 1549052, 1549119, 1549143, 1549366, 1549368, 1549443, 1549460, 1549586, 1549628, 1613548, 1623452, 1623546, 1632451, 1632454, 1835817, 1927101, 2297516, 2314762, 2402815, 2438978]"
454,"[152957, 152995, 210075, 210339, 316040, 327987, 327988, 328013, 382090, 486020, 486033, 554594, 1166781, 1548018]"
455,"[3848, 5105, 5295, 5985, 8062, 14440, 52812, 75901, 78759, 88859, 151991, 152995, 183934, 331619, 331627, 331628, 334592, 340792, 361823, 413497, 453228, 552399, 553879, 556158, 566763, 641043, 671748, 711281, 1074306, 1076873, 1163097, 1164596, 1173235, 1176935, 1293346, 1294151, 1332908, 1340894, 1364735, 1364737, 1364738, 1364739, 1364740, 1364741, 1365124, 1365125, 1376145, 1379628, 1427050, 1443919, 1443921, 1443924, 1516458, 1518083, 1525567, 1525568, 1525569, 1525571, 1558506, 1763574, 1787288, 1789648, 1789650, 1789651, 1789652, 1789653, 1818502, 1818962, 1824482, 1827416, 1927101, 1945420, 1945423, 1945430, 1951263, 1951276, 1955624, 1956323, 1970618, 1970619, 2056829, 2056830, 2057033, 2057034, 2057035, 2057036, 2057038, 2084040, 2084042, 2084044, 2242699, 2278973, 2281590, 2320294, 2332920, 2369703, 2375738, 2399675, 2421410, 2429764, 2449612, 2462186, 2470081]"
456,"[5105, 8062, 14440, 75901, 78759, 151991, 152995, 330785, 334592, 560078, 1143686, 1294151, 1792692, 1927101, 2385567]"
457,[75901]
459,"[5105, 13590, 71516, 75901, 151991, 152995, 560078, 1379628, 1927101]"
462,"[232235, 369138, 369174, 369226]"
466,[1523141]
467,[410438]
468,"[5105, 42503, 75901, 152995, 187372, 190171, 243343, 243369, 243428, 243459, 243469, 243555, 243940, 365284, 499414, 499481, 499484, 582977, 625907, 701175, 1076581, 1076582, 1076583, 1276659, 1294151, 1356587, 1356589, 1631697, 1631764, 1737077]"
469,"[5105, 5295, 8632, 17283, 18594, 21331, 21824, 22404, 22664, 22689, 22693, 22733, 23003, 23048, 23721, 35874, 44378, 48376, 50078, 50122, 50189, 50254, 50908, 50944, 51929, 52696, 56040, 74664, 74878, 74927, 75286, 95663, 102283, 105171, 119029, 119030, 138562, 140626, 151991, 152957, 152995, 168932, 187372, 189109, 204361, 208478, 233954, 251777, 255401, 255474, 255894, 256904, 257023, 282814, 313563, 334592, 356083, 360479, 365103, 371593, 383065, 395073, 421386, 425249, 425283, 429181, 439370, 442770, 443988, 446301, 461993, 479383, 481621, 486915, 499753, 499979, 500098, 500737, 505366, 508470, 523878, 553879, 563355, 570634, 581042, 584183, 586705, 593523, 594270, 608320, 612045, 612046, 612049, 675133, 946146, 989951, 1050361, 1064110, 1073669, 1083052, 1086372, 1088506, 1090888, 1092090, 1093394, 1103372, 1109075, 1116150, 1141160, 1180722, 1239227, 1285618, 1285780, 1286293, 1286484, 1287061, 1287276, 1287877, 1289006, 1289064, 1290155, 1290389, 1290650, 1290807, 1290936, 1291074, 1291336, 1291481, 1291811, 1291995, 1292283, 1292485, 1292542, 1292948, 1293346, 1293492, 1293850, 1293959, 1294724, 1294858, 1295233, 1295439, 1295507, 1295587, 1295686, 1295689, 1295692, 1295956, 1296018, 1296153, 1296423, 1296631, 1296706, 1297578, 1298337, 1298711, 1299053, 1299156, 1299256, 1299302, 1299317, 1299750, 1299800, 1300472, 1300693, 1300909, 1300965, 1301080, 1301082, 1301257, 1301259, 1302039, 1302079, 1302127, 1302203, 1302266, 1302269, 1302843, 1302980, 1303592, 1303782, 1304785, 1304788, 1305323, 1305509, 1305973, 1306144, 1306404, 1307005, 1307205, 1307511, 1307871, 1307958, 1308005, 1308127, 1308301, 1308370, 1308390, 1308435, 1308600, 1308902, 1308993, 1309025, 1309188, 1309280, 1309377, 1309439, 1309738, 1309796, 1309876, 1310051, 1310423, 1310740, 1311392, 1311461, 1312278, 1312508, 1312813, 1313185, 1313207, 1313323, 1313973, 1314221, 1314617, 1314857, 1315116, 1315162, 1315411, 1315705, 1316046, 1316187, 1316418, 1316503, 1316582, 1316726, 1317447, 1317747, 1317809, 1318077, 1318367, 1318880, 1319180, 1319207, 1319424, 1319486, 1319623, 1320031, 1320114, 1320186, 1320272, 1320569, 1320792, 1320933, 1320986, 1321181, 1321310, 1321380, 1322044, 1322243, 1322737, 1322799, 1322880, 1322890, 1323336, 1323772, 1323798, 1323861, 1323994, 1324031, 1324709, 1324918, 1325026, 1325501, 1325644, 1325977, 1326321, 1327033, 1327248, 1327396, 1328332, 1328418, 1328673, 1328684, 1331158, 1340723, 1340736, 1346017, 1417824, 1417859, 1417905, 1417930, 1417934, 1432062, 1501113, 1548207, 1548216, 1548222, 1548233, 1548271, 1548286, 1548291, 1548319, 1548339, 1548353, 1548367, 1548368, 1548371, 1548376, 1548378, 1548384, 1548387, 1548435, 1548555, 1548571, 1548740, 1548774, 1548790, 1548944, 1548959, 1548962, 1549052, 1549119, 1549143, 1549324, 1549346, 1549368, 1549384, 1549460, 1549628, 1590662, 1590665, 1613548, 1726441, 1797788, 1835814, 1835817, 1836791, 1927101, 2052563, 2052564, 2053979, 2060432, 2297516, 2402815, 2438978]"
471,"[4775, 5105, 5295, 6614, 7343, 8062, 8632, 14440, 17283, 18594, 21824, 22404, 22664, 22689, 22693, 22733, 23003, 23048, 23721, 35874, 47573, 48376, 50068, 50219, 50254, 50593, 50908, 50944, 51182, 51929, 51979, 52696, 54712, 56458, 61315, 64671, 69890, 71516, 74927, 75146, 75194, 75286, 75901, 76767, 78759, 90396, 95663, 102283, 103903, 105171, 112162, 112277, 112777, 118719, 119029, 123382, 140626, 145562, 145686, 147398, 150774, 151991, 152957, 152995, 153013, 168932, 171447, 173052, 187372, 188699, 188773, 188804, 189109, 189110, 189624, 190119, 204361, 212379, 219568, 231557, 231558, 232646, 233518, 241824, 246935, 250427, 251777, 253443, 255207, 255474, 255894, 256904, 257023, 259324, 259355, 268473, 268526, 291459, 291953, 322803, 334592, 335273, 344375, 356083, 361823, 365103, 365117, 366779, 383065, 394234, 419032, 421386, 425019, 425140, 425249, 425283, 429181, 443413, 443901, 443988, 461993, 463083, 463131, 480247, 480249, 480250, 480312, 480313, 480314, 480315, 480316, 480380, 481621, 482680, 499753, 499979, 500098, 505366, 518466, 523878, 552546, 561487, 563355, 581042, 586705, 594270, 611224, 612045, 612046, 612049, 643675, 645781, 645783, 645784, 645841, 645842, 645904, 645906, 645907, 645964, 645965, 645966, 646027, 646028, 646029, 646030, 663824, 675133, 942038, 946146, 1064110, 1064111, 1073669, 1083052, 1086372, 1087199, 1088506, 1092090, 1098478, 1099446, 1103372, 1107252, 1107730, 1109075, 1111689, 1116150, 1141160, 1141470, 1141472, 1151003, 1180204, 1180722, 1246861, 1264836, 1285618, 1285861, 1286293, 1287033, 1287061, 1287275, 1287276, 1287622, 1290079, 1290155, 1290389, 1290649, 1290650, 1290787, 1290807, 1290847, 1290936, 1291336, 1291690, 1291995, 1292283, 1292626, 1293157, 1293346, 1293492, 1293850, 1294025, 1294410, 1294858, 1295051, 1295439, 1295686, 1295887, 1295956, 1296423, 1296631, 1296706, 1296842, 1296944, 1297708, 1298337, 1298711, 1299053, 1299317, 1299464, 1299800, 1300472, 1300693, 1300758, 1300863, 1301082, 1301259, 1301483, 1302079, 1302269, 1302843, 1303169, 1303201, 1303592, 1303752, 1304788, 1305286, 1305431, 1305873, 1306213, 1306482, 1307005, 1307871, 1308005, 1308902, 1308993, 1309025, 1309280, 1309439, 1309658, 1310051, 1310423, 1310740, 1311392, 1311764, 1311949, 1312023, 1312119, 1312382, 1312410, 1312508, 1312854, 1312910, 1313323, 1313365, 1314617, 1315162, 1315996, 1316187, 1316344, 1316418, 1316582, 1316609, 1317447, 1317747, 1317809, 1317813, 1317877, 1318090, 1318664, 1318674, 1318835, 1319180, 1320186, 1320272, 1320463, 1320792, 1320986, 1321181, 1321371, 1321434, 1321465, 1321863, 1322243, 1322470, 1322737, 1322799, 1322890, 1323819, 1323861, 1324918, 1325026, 1325194, 1325501, 1325601, 1325675, 1326308, 1326321, 1327396, 1328221, 1328332, 1331158, 1340723, 1417824, 1417905, 1417930, 1417932, 1417934, 1503827, 1512419, 1548207, 1548216, 1548222, 1548233, 1548271, 1548286, 1548291, 1548301, 1548319, 1548338, 1548339, 1548353, 1548367, 1548368, 1548375, 1548376, 1548378, 1548380, 1548384, 1548387, 1548435, 1548555, 1548569, 1548571, 1548572, 1548580, 1548585, 1548772, 1548774, 1548944, 1549052, 1549119, 1549143, 1549346, 1549368, 1549384, 1549443, 1549628, 1590662, 1590665, 1613548, 1623452, 1623546, 1632451, 1633202, 1726441, 1825956, 1927101, 1945502, 1945508, 1945510, 2053979, 2060432, 2103069, 2122094, 2131081, 2148165, 2183997, 2191990, 2219470, 2235047, 2237497, 2262245, 2262815, 2263201, 2264164, 2264184, 2264264, 2266003, 2267601, 2269075, 2269471, 2271122, 2272890, 2276891, 2279689, 2297516, 2354047, 2402815, 2423265, 2438978]"
472,"[71516, 470800, 499179, 593116, 706576, 706823, 706940, 707052, 707169, 1058901, 1351451, 1351452, 1351453, 1351456, 1351459, 1351461, 1351464, 1351834, 1351836, 1351839, 1378033, 2095787]"
473,"[5295, 8062, 14440, 48400, 48859, 52812, 71516, 75901, 113614, 120695, 144653, 144685, 152995, 221993, 222148, 222179, 222206, 224695, 250243, 276734, 314467, 331620, 349114, 350907, 368538, 373381, 388423, 388425, 406448, 406465, 415039, 416530, 424635, 439796, 440558, 440559, 440565, 440566, 440568, 440604, 440609, 440615, 440646, 440652, 440656, 440738, 440741, 440778, 440813, 440814, 440816, 440850, 440892, 440895, 440937, 440976, 440978, 440979, 441015, 441016, 441058, 441059, 441101, 441171, 441174, 441176, 441203, 441914, 451246, 451565, 451625, 451627, 452233, 452234, 456867, 457363, 468577, 468642, 468643, 468781, 468869, 489525, 507055, 522730, 523099, 560078, 568342, 572502, 583273, 602665, 616450, 625306, 625429, 625431, 625530, 625531, 625532, 625607, 626376, 626377, 626540, 650817, 703466, 710869, 716337, 1173235, 1277927, 1277928, 1331916, 1351274, 1351275, 1364409, 1364410, 1364412, 1364413, 1364827, 1364828, 1378004, 1444285, 1444287, 1444288, 1444289, 1444290, 1444291, 1444294, 1444295, 1521949, 1530833, 1571968, 1583158, 1590709, 1607512, 1607963, 1607965, 1727665, 1736343, 2072067, 2099212, 2101954, 2116945, 2118228, 2131880, 2137123, 2141324, 2144940, 2147732, 2147759, 2151278, 2151659, 2153678, 2154689, 2157782, 2161161, 2162598, 2163162, 2163456, 2166195, 2168893, 2170686, 2171150, 2176192, 2178230, 2184252, 2188101, 2191242, 2192226, 2193741, 2193994, 2195238, 2220817, 2316342, 2318233, 2321925, 2332530, 2334624, 2342375, 2356259, 2362015, 2373435, 2386028, 2387924, 2389346, 2393585, 2398804, 2402290, 2421488, 2451934]"
474,"[5295, 8062, 8632, 10042, 10057, 10103, 17283, 18594, 19101, 22404, 22653, 22664, 22689, 22693, 23003, 23048, 23721, 35874, 44378, 47573, 47619, 47620, 47621, 48039, 48090, 48091, 48092, 48129, 48376, 50068, 50101, 50219, 50254, 50908, 50944, 51929, 52696, 75146, 75194, 75901, 78759, 90396, 95663, 102283, 105171, 108462, 112162, 112277, 112777, 115841, 132751, 151991, 152957, 152995, 153013, 168932, 173051, 173052, 187372, 188699, 188773, 188804, 189109, 190119, 202595, 202771, 204361, 231557, 231558, 232646, 233518, 237729, 238058, 250427, 251777, 255474, 255894, 259324, 259355, 260718, 268526, 285786, 291459, 291953, 307667, 313194, 313347, 313565, 313728, 318324, 319088, 334592, 335273, 344591, 345080, 356083, 360430, 365103, 368538, 370502, 383065, 387080, 394234, 415834, 419032, 421386, 421642, 425140, 425249, 425283, 429443, 443413, 443901, 443988, 446301, 446374, 461018, 461019, 461993, 463083, 481621, 487131, 490427, 492553, 499753, 499979, 500098, 505366, 508470, 510406, 523878, 560078, 563355, 581042, 586705, 598111, 603236, 603308, 608320, 612045, 612046, 649926, 663824, 675133, 946146, 1064110, 1064111, 1073669, 1083052, 1086372, 1087199, 1088506, 1090888, 1092090, 1099446, 1107252, 1107730, 1109075, 1111689, 1116150, 1140420, 1140422, 1141160, 1178533, 1180722, 1285780, 1285819, 1286293, 1286643, 1286909, 1287033, 1287061, 1287275, 1287276, 1287429, 1287679, 1287727, 1287753, 1288253, 1289353, 1289912, 1290079, 1290155, 1290389, 1290553, 1290649, 1290787, 1290807, 1290847, 1290936, 1291336, 1291657, 1292283, 1292485, 1292621, 1292802, 1293010, 1293126, 1293143, 1293157, 1293346, 1293850, 1294066, 1294244, 1294351, 1294355, 1294403, 1294670, 1294858, 1294937, 1295686, 1295834, 1295887, 1296257, 1296304, 1296423, 1296453, 1296631, 1296706, 1296813, 1296842, 1297708, 1297777, 1298211, 1298337, 1299053, 1299317, 1299463, 1299464, 1299727, 1299800, 1300259, 1300693, 1300758, 1300863, 1301082, 1301259, 1301473, 1302079, 1302269, 1302626, 1302843, 1303114, 1303201, 1303592, 1303658, 1303752, 1303782, 1304061, 1304124, 1305249, 1305286, 1305431, 1306213, 1306313, 1307005, 1307250, 1307785, 1307871, 1308005, 1308390, 1308902, 1308993, 1309025, 1309200, 1309246, 1309280, 1309486, 1309727, 1309855, 1309876, 1310051, 1310114, 1310423, 1310740, 1311072, 1311392, 1311732, 1311764, 1311949, 1312023, 1312119, 1312382, 1312426, 1312813, 1312854, 1312910, 1313258, 1313323, 1313365, 1313462, 1314617, 1314781, 1315162, 1315705, 1315800, 1316187, 1316418, 1316531, 1316544, 1316582, 1316609, 1317044, 1317447, 1317721, 1317747, 1317813, 1317879, 1318090, 1318392, 1319180, 1319872, 1320186, 1320272, 1320302, 1320378, 1320792, 1320863, 1320933, 1321181, 1321278, 1321371, 1321465, 1322243, 1322470, 1322737, 1322890, 1322926, 1322975, 1323819, 1323861, 1324161, 1324918, 1325000, 1325026, 1325501, 1325601, 1325675, 1326321, 1326567, 1326750, 1327125, 1327626, 1328332, 1328635, 1331158, 1379628, 1417824, 1417905, 1417930, 1417934, 1422969, 1425220, 1425221, 1441803, 1441804, 1441805, 1444288, 1444289, 1444291, 1444294, 1548207, 1548222, 1548233, 1548271, 1548286, 1548291, 1548292, 1548301, 1548319, 1548338, 1548339, 1548353, 1548367, 1548368, 1548375, 1548376, 1548378, 1548380, 1548384, 1548387, 1548435, 1548555, 1548569, 1548571, 1548572, 1548580, 1548585, 1548589, 1548774, 1548937, 1548944, 1549000, 1549119, 1549143, 1549300, 1549346, 1549368, 1549384, 1549443, 1549460, 1549586, 1549628, 1590662, 1590665, 1613548, 1623546, 1726441, 1727447, 1825668, 1833739, 1835814, 1927101, 1968271, 1968298, 2053979, 2060432, 2068507, 2292789, 2297516, 2314762, 2334624, 2344833, 2352660, 2372104, 2402815, 2408582, 2410729, 2427706, 2438978]"
475,"[405433, 1582169, 1582170, 1613113, 1613115, 1613194]"
478,"[4504, 5105, 5295, 6088, 7427, 7501, 8062, 14440, 18594, 18696, 18841, 19922, 25906, 28853, 61315, 62681, 68345, 68346, 68380, 71516, 75901, 78759, 81958, 82786, 83634, 86504, 142808, 151991, 152995, 158878, 173173, 182348, 187372, 193984, 203647, 203648, 203867, 203915, 210075, 210319, 210339, 212827, 222232, 239829, 239830, 240001, 240490, 240491, 241231, 257736, 316040, 319088, 332293, 332380, 343171, 343413, 343421, 344071, 344078, 344079, 344117, 344118, 344125, 348039, 357938, 362036, 383692, 402088, 414279, 414280, 414281, 414282, 414285, 414287, 414288, 414293, 414295, 414297, 419032, 441205, 441257, 441258, 441305, 441868, 441871, 442943, 464347, 467950, 468029, 468094, 486020, 486033, 499179, 523099, 545988, 554449, 554594, 560078, 561507, 561508, 564975, 566814, 573804, 573927, 593785, 598085, 620728, 624225, 625907, 631891, 675133, 1069547, 1147921, 1148287, 1161911, 1166781, 1166783, 1166788, 1173235, 1277919, 1277921, 1278068, 1278069, 1294151, 1335704, 1349704, 1349800, 1350837, 1353234, 1353236, 1518794, 1518795, 1518796, 1518797, 1518798, 1518800, 1518801, 1568498, 1576559, 1578285, 1579422, 1583080, 1608609, 1608613, 1608614, 1608615, 1608616, 1608617, 1608619, 1608620, 1608621, 1608622, 1608623, 1608626, 1608627, 1608628, 1608633, 1608644, 1608646, 1624135, 1727706, 1727707, 1745306, 1746222, 1746233, 1790836, 1828542, 1828543, 1828555, 1927101, 1954076, 1954080, 1964092, 1966216, 2005315, 2092006, 2095054, 2095057, 2095059, 2211906, 2229456, 2266673, 2267312, 2270123, 2270761, 2274529, 2279071, 2286133, 2286770, 2287378, 2289363, 2291155, 2292789, 2293991, 2295607, 2320462, 2325258, 2342685, 2350585, 2352660, 2360922, 2363079, 2372104, 2399742, 2408582, 2415919, 2417346, 2427042, 2432005, 2475509, 2486462]"
479,"[8062, 8632, 22404, 22653, 22664, 22689, 22693, 22694, 22733, 23003, 23048, 24642, 35874, 39480, 41578, 47573, 48376, 50068, 50219, 50254, 50593, 50595, 50908, 50944, 66673, 69890, 73719, 76768, 103903, 105171, 118719, 121457, 140626, 185328, 204361, 219568, 253443, 255894, 256904, 257023, 334592, 356083, 365103, 410136, 425140, 461993, 465123, 505366, 586705, 946146, 984121, 1083052, 1087199, 1088506, 1090888, 1107252, 1116150, 1246861, 1285618, 1285780, 1286293, 1286484, 1287276, 1290079, 1290155, 1290936, 1291336, 1291995, 1292283, 1292485, 1292679, 1293850, 1294626, 1294858, 1295461, 1295686, 1295858, 1296509, 1296631, 1296706, 1298337, 1298711, 1301082, 1302079, 1302285, 1304432, 1307005, 1308005, 1309876, 1310051, 1311461, 1312023, 1312333, 1312508, 1312854, 1315705, 1316582, 1318090, 1318557, 1319180, 1320272, 1320654, 1320792, 1320933, 1321181, 1321465, 1321515, 1323452, 1323861, 1324918, 1325026, 1325601, 1325675, 1326321, 1331158, 1340723, 1417833, 1548291, 1548369, 1548375, 1548376, 1548378, 1548435, 1548445, 1548580, 1548585, 1548610, 1548774, 1548944, 1549052, 1549143, 1549346, 1549366, 1549628, 1927101]"
480,"[8632, 17283, 22404, 22664, 22689, 22693, 22733, 23003, 23048, 23721, 35874, 37647, 47573, 48376, 50068, 50122, 50219, 50254, 50593, 50595, 50908, 50944, 51929, 52696, 69890, 74927, 75067, 75116, 75146, 75194, 75286, 95663, 105171, 108462, 116214, 118719, 119029, 121457, 140626, 150774, 152995, 187372, 188699, 189109, 189110, 189624, 190119, 202771, 212379, 217945, 237528, 242446, 251777, 253443, 255401, 255894, 256904, 257023, 260718, 291459, 291953, 313347, 322803, 334592, 335273, 356083, 360430, 360511, 365103, 383065, 387080, 394234, 395076, 421386, 425249, 425283, 428972, 429181, 443901, 443988, 446301, 446374, 456066, 463083, 463131, 499753, 499979, 500098, 500737, 505366, 508470, 552546, 553396, 553879, 559827, 563355, 581042, 586705, 598111, 608320, 612049, 649926, 675133, 946146, 1064110, 1073669, 1083052, 1086372, 1088506, 1090888, 1092090, 1098478, 1099446, 1103372, 1107252, 1107750, 1109075, 1111233, 1116150, 1180722, 1213690, 1246861, 1285618, 1285861, 1286293, 1286484, 1287061, 1287225, 1287265, 1287276, 1287962, 1288253, 1290079, 1290155, 1290649, 1290787, 1290807, 1290847, 1290936, 1291133, 1291336, 1291657, 1291995, 1292283, 1292485, 1293010, 1293157, 1293346, 1293850, 1294025, 1294217, 1294537, 1294670, 1294858, 1294987, 1295439, 1295461, 1295466, 1295661, 1295686, 1295858, 1296304, 1296423, 1296631, 1296706, 1297708, 1298337, 1298711, 1299053, 1299317, 1299689, 1299800, 1300693, 1301082, 1301259, 1301684, 1302079, 1302141, 1302269, 1302843, 1302887, 1303201, 1303659, 1303782, 1304693, 1304788, 1304857, 1305235, 1305509, 1306213, 1306714, 1307005, 1307871, 1308005, 1308390, 1308902, 1308973, 1308993, 1309025, 1309280, 1309321, 1309876, 1310051, 1310423, 1311072, 1311310, 1311392, 1311461, 1311764, 1311949, 1312382, 1312410, 1312508, 1312871, 1313323, 1313365, 1313858, 1314302, 1314617, 1315294, 1315705, 1316046, 1316187, 1316344, 1316418, 1316582, 1317447, 1317721, 1317747, 1317813, 1318090, 1318392, 1318557, 1318664, 1318698, 1318835, 1320186, 1320272, 1320626, 1320792, 1320933, 1321181, 1321371, 1321380, 1321465, 1322243, 1322343, 1322470, 1322737, 1322890, 1323772, 1323819, 1323861, 1324709, 1324918, 1325026, 1325501, 1326321, 1326670, 1327396, 1328332, 1331158, 1340723, 1417824, 1417930, 1417934, 1548207, 1548222, 1548233, 1548271, 1548286, 1548291, 1548292, 1548301, 1548319, 1548338, 1548353, 1548367, 1548368, 1548375, 1548376, 1548387, 1548435, 1548555, 1548580, 1548585, 1548603, 1548774, 1548944, 1549052, 1549119, 1549143, 1549239, 1549318, 1549346, 1549366, 1549368, 1549384, 1549443, 1549628, 1570707, 1590662, 1590665, 1726441, 1778984, 1833739, 2402815]"
481,"[78759, 1173235, 1275108]"
482,"[313046, 313049, 313178]"
