cell_id,id_compuestos_actividad_positiva
325,"[8632, 17283, 22653, 22664, 22689, 22733, 23048, 23721, 24642, 48376, 51929, 52696, 52812, 61315, 73719, 74878, 75146, 75194, 75901, 95663, 102283, 103903, 112277, 115841, 144554, 150774, 151991, 152957, 152995, 153013, 158673, 162058, 168932, 188699, 188956, 189109, 189110, 224358, 224857, 238926, 249758, 249819, 251777, 255207, 255474, 257023, 291459, 291953, 334592, 335273, 355917, 356083, 357938, 360430, 361375, 361461, 365103, 367067, 370502, 373381, 373581, 380583, 380593, 380594, 384880, 403364, 405140, 407125, 421386, 425100, 425283, 429181, 437562, 442927, 443901, 443988, 446301, 448781, 448786, 454215, 461631, 465123, 469635, 481621, 490644, 496707, 499753, 499979, 500098, 505366, 508470, 520664, 523098, 549955, 552546, 553345, 553346, 553393, 553879, 554247, 556020, 556021, 556158, 561487, 563355, 564790, 566763, 573927, 586705, 645678, 651590, 684361, 684362, 684420, 684421, 684422, 684489, 684545, 702192, 807274, 946146, 1061484, 1073669, 1085987, 1086372, 1087199, 1088506, 1090888, 1092090, 1098478, 1099446, 1107252, 1109075, 1109597, 1111689, 1116150, 1117047, 1141160, 1148287, 1158213, 1163594, 1164230, 1164231, 1164331, 1173235, 1180204, 1180722, 1220034, 1233966, 1248755, 1270267, 1279845, 1285618, 1285861, 1286293, 1286643, 1286909, 1287033, 1287061, 1287275, 1287276, 1287429, 1287502, 1287679, 1289046, 1290155, 1290389, 1290787, 1290807, 1290936, 1291133, 1291226, 1291336, 1291995, 1292283, 1292802, 1293126, 1293157, 1293850, 1294355, 1294858, 1295686, 1295834, 1296453, 1296842, 1296888, 1297177, 1297708, 1298211, 1298709, 1299317, 1299727, 1299800, 1300691, 1300693, 1300758, 1301082, 1301259, 1301658, 1302013, 1302079, 1302269, 1302843, 1303658, 1303782, 1303994, 1304077, 1304788, 1305249, 1305431, 1305509, 1306213, 1306331, 1306779, 1307070, 1307250, 1307499, 1307871, 1308005, 1308393, 1308902, 1308973, 1308993, 1309200, 1309246, 1309280, 1309606, 1309727, 1309845, 1309855, 1310051, 1310423, 1310597, 1311392, 1311764, 1311916, 1311949, 1312023, 1312119, 1312382, 1312854, 1312910, 1313323, 1313365, 1313462, 1314399, 1315705, 1316418, 1316582, 1316609, 1317447, 1317747, 1317809, 1317813, 1318698, 1318835, 1319180, 1319872, 1320186, 1320272, 1320302, 1320626, 1320792, 1320863, 1320986, 1321181, 1321371, 1321863, 1322243, 1322343, 1322737, 1322799, 1322890, 1323861, 1325026, 1325501, 1325601, 1325878, 1326321, 1327396, 1327626, 1328221, 1328332, 1328418, 1331158, 1340723, 1376110, 1417824, 1417859, 1417905, 1417930, 1417934, 1427050, 1512419, 1518794, 1518795, 1518796, 1518797, 1518798, 1518799, 1518800, 1518801, 1523200, 1523201, 1523202, 1524160, 1530455, 1530459, 1530460, 1548207, 1548222, 1548233, 1548257, 1548271, 1548286, 1548319, 1548339, 1548353, 1548368, 1548375, 1548376, 1548384, 1548435, 1548571, 1548572, 1548956, 1549088, 1549119, 1549324, 1549346, 1549368, 1549384, 1549460, 1559119, 1559120, 1568437, 1572305, 1572306, 1572307, 1578727, 1590662, 1592340, 1614016, 1614017, 1614018, 1614118, 1614120, 1614123, 1614125, 1619933, 1623452, 1623546, 1624247, 1726441, 1727665, 1733441, 1733451, 1733453, 1734923, 1746222, 1746233, 1746533, 1746536, 1781201, 1788329, 1788331, 1793568, 1793599, 1793735, 1817448, 1817454, 1817455, 1817461, 1953780, 1953792, 1964107, 1964208, 2051731, 2051732, 2051734, 2051737, 2053979, 2072067, 2101696, 2104486, 2111758, 2123198, 2132451, 2162665, 2168601, 2182594, 2185019, 2193134, 2204510, 2212315, 2213947, 2215300, 2216597, 2229456, 2232195, 2236573, 2238623, 2241404, 2243242, 2262206, 2266673, 2268810, 2269744, 2269797, 2270104, 2270123, 2272454, 2276419, 2277349, 2281590, 2283799, 2297237, 2301232, 2314762, 2318233, 2325191, 2325258, 2341613, 2344046, 2347503, 2350284, 2354550, 2369409, 2373948, 2379474, 2380263, 2381177, 2384850, 2394964, 2438978, 2443895, 2444408, 2447532, 2448077, 2470088, 2471849]"
327,"[5105, 14440, 71516, 75901, 151991, 152995, 183934, 419032, 560078, 711281, 1927101, 2242699, 2278973, 2369703, 2386896, 2429764, 2449612]"
329,"[115535, 185024, 185167, 240123, 297724, 310624, 310831, 310915, 323293, 323331, 323335, 323472, 323481, 323618, 323631, 323656, 323680, 323952, 510521, 510609, 514713]"
330,"[5985, 7501, 9097, 72504, 226525, 305125, 331619, 331620, 331627, 331628, 382446, 401769, 485702, 485704, 517652, 517655, 518409, 556158, 566763, 567237, 583225, 583296, 583304, 620867, 620868, 620873, 624069, 624466, 626622, 675133, 1145992, 1145994, 1176935, 1427050, 1516458, 1518067, 1518083, 1519590, 1746222, 1746233, 1787288, 2061074]"
331,"[5105, 8062, 49931, 71516, 75901, 151991, 152995, 419032, 460093, 560078, 1927101]"
333,[71516]
334,"[18841, 106996, 142808, 287231, 1927101, 2090610]"
335,"[4775, 5295, 8062, 8632, 22404, 22653, 22664, 22689, 22693, 22694, 22733, 23003, 23048, 24642, 35874, 39480, 41578, 47573, 48376, 50078, 50122, 50153, 50189, 50219, 50254, 50593, 50595, 50908, 50944, 69890, 73719, 103903, 118719, 119029, 140626, 185328, 251777, 253443, 255894, 256904, 257023, 334592, 356083, 365103, 425249, 505366, 553879, 586705, 835306, 1083052, 1088506, 1090888, 1107252, 1116150, 1117047, 1220034, 1285618, 1285815, 1286293, 1286484, 1287276, 1290155, 1290936, 1291995, 1292283, 1292485, 1294858, 1295686, 1295858, 1296631, 1296706, 1298337, 1300758, 1301082, 1302079, 1303201, 1304061, 1306565, 1310051, 1312508, 1312910, 1315705, 1316582, 1317447, 1320096, 1320792, 1321181, 1323772, 1323861, 1324918, 1325026, 1325675, 1326321, 1328697, 1331158, 1548216, 1548250, 1548271, 1548291, 1548367, 1548369, 1548371, 1548375, 1548376, 1548378, 1548387, 1548435, 1548445, 1548772, 1548774, 1548944, 1549239, 1549346, 1549628]"
337,[504525]
338,"[1153572, 1563404, 1563411]"
339,"[188863, 191999]"
340,"[8062, 171804, 171805, 171842, 171846, 171878, 171879, 171914, 172196, 172276, 172280, 336913, 650126]"
