molregno,smiles
595017,COC(=O)C1=C(C)NC(c2ncc(F)cc2F)=N[C@H]1c1ccc(F)cc1Cl
595259,O=C(O)CCc1nc2ccccc2[nH]1
595615,Cn1cc2c3ccccc3nc-2c2ccccc21
595835,O=C1c2cc(OCCN3CCCC3)ccc2-c2c(-c3ccc(OCCN4CCCC4)cc3)nc3ccccc3c21
595836,O=C1c2cc(OCCN3CCCCC3)ccc2-c2c(-c3ccc(OCCN4CCCCC4)cc3)nc3ccccc3c21
595850,COc1ccc(-c2nc3ccccc3c3c2-c2ccc(OC)cc2C3=O)cc1
595851,CN(C)CCCOc1ccc(-c2nc3ccccc3c3c2-c2ccc(OCCCN(C)C)cc2C3=O)cc1
595852,O=C1c2cc(OCCN3CCCC3)ccc2-c2c(-c3ccc(OCCN4CCCC4)cc3)nc3ccc(F)cc3c21
595853,O=C1c2cc(OCCN3CCCCC3)ccc2-c2c(-c3ccc(OCCN4CCCCC4)cc3)nc3ccc(F)cc3c21
595865,COc1ccc(-c2nc3ccc(F)cc3c3c2-c2ccc(OC)cc2C3=O)cc1
595882,COc1ccc(-c2nc3ccc(OC)cc3c3c2-c2ccc(OC)cc2C3=O)cc1
595883,O=C1c2cc(O)ccc2-c2c(-c3ccc(O)cc3)nc3ccccc3c21
595903,O=C1c2cc(O)ccc2-c2c(-c3ccc(O)cc3)nc3ccc(F)cc3c21
595904,O=C1c2cc(O)ccc2-c2c(-c3ccc(O)cc3)nc3ccc(O)cc3c21
595976,O=C1c2cc(O)ccc2-c2c(-c3ccc(OCCN4CCCC4)cc3)nc3ccccc3c21
595999,O=C1c2cc(O)ccc2-c2c(-c3ccc(OCCN4CCCCC4)cc3)nc3ccccc3c21
596029,CN(C)CCCOc1ccc(-c2nc3ccccc3c3c2-c2ccc(O)cc2C3=O)cc1
596030,O=C1c2cc(O)ccc2-c2c(-c3ccc(OCCN4CCCC4)cc3)nc3ccc(F)cc3c21
596036,O=C1c2cc(O)ccc2-c2c(-c3ccc(OCCN4CCCCC4)cc3)nc3ccc(F)cc3c21
596037,CN(C)CCCOc1ccc(-c2nc3ccc(F)cc3c3c2-c2ccc(O)cc2C3=O)cc1
596233,CN(C#N)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
596296,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)Nc1cc(C(F)(F)F)ccc1F
596297,CC(C)(C)c1cccc(NC(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)c1
596298,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)Nc1cc(C(F)(F)F)ccc1N1CCOCC1
596299,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1
596369,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1
596370,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccc(F)cc2)n1
596371,Cc1ccc(-n2nc(C(F)(F)F)cc2NC(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1
596372,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cccc5ccccc45)c3)c2[nH]1
596428,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)Cc4cccc(C(F)(F)F)c4)c3)c2[nH]1
596430,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cc(Cl)cc(C(F)(F)F)c4)c3)c2[nH]1
596431,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cc(C(F)(F)F)cc(Cl)c4F)c3)c2[nH]1
596437,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CCl
596438,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN1CCCC1
596439,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN1CCCCC1
596493,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)Cc4ccccc4)c3)c2[nH]1
596494,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)CCc4ccccc4)c3)c2[nH]1
596495,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)c2[nH]1
596496,CN(C)c1cccc(S(=O)(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)c1
596497,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(OC(F)(F)F)c1
596503,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN1CCOCC1
596504,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN1CCN(C)CC1
596505,CCCCNCC(=O)O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@@H]2O[C@@]23[C@H]2CCC4=C(COC4=O)[C@@H]2C[C@@H]2O[C@]213
596524,CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1
596528,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1
596562,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)Cc4cccc(OC(F)(F)F)c4)c3)c2[nH]1
596563,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccccc1OC(F)(F)F
596564,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc(F)c(OC(F)(F)F)c1
596565,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(OC(F)(F)F)c1F
596572,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN
596573,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CNCCO
596574,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CNc1ccc(Cl)cc1
596575,COC(=O)[C@H](C)NCC(=O)O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@@H]2O[C@@]23[C@H]2CCC4=C(COC4=O)[C@@H]2C[C@@H]2O[C@]213
596616,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cc(OC(F)(F)F)ccc1F
596617,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cc(Cl)cc(OC(F)(F)F)c1
596618,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(OC(F)(F)C(F)F)c1
596619,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(SC(F)(F)F)c1
596626,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CNCCN
596627,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN1CCNCC1
596628,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CNc1nccc(-c2cccnc2)n1
596629,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@H]1CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2OC(=O)CN(CCO)CCO
596630,CCCCCCCCCCCCNCC(=O)O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@@H]2O[C@@]23[C@H]2CCC4=C(COC4=O)[C@@H]2C[C@@H]2O[C@]213
596678,CC(C)(C)c1cccc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)c1
596679,CCC(C)(C)c1cccc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)c1
596680,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(-n2cccc2)c1
596681,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(-n2ccnc2)c1
596689,CCN(CC)CC(=O)O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@@H]2O[C@@]23[C@H]2CCC4=C(COC4=O)[C@@H]2C[C@@H]2O[C@]213
596690,CNCC(=O)O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@@H]2O[C@@]23[C@H]2CCC4=C(COC4=O)[C@@H]2C[C@@H]2O[C@]213
596691,CC(C)(C)c1ccc(CC2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1
596693,NC1(Cc2ccc(Cl)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1
596695,NC1(Cc2c(Cl)cccc2Cl)CCN(c2ncnc3[nH]ccc23)CC1
596748,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(N2CCCC2)c1
596749,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(N2CCCCC2)c1
596750,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2ccccc12
596751,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2c1OCCO2
596835,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2c1OCCCO2
596836,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc2sccc2c1
596837,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc2c(c1)NSN2
596838,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnc(Cl)c1
596847,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
596902,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnc(N2CCSCC2)c1
596903,Cc1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(C)n1
596904,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnn1-c1ccccc1
596905,CC(C)(C)c1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(Cc2ccccc2)n1
596918,NC1(C(=O)NCc2ccc(Cl)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1
596985,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cnn(-c2ccccc2)c1C(F)(F)F
596986,CC(C)(C)c1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1
596987,CC(C)c1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1
596988,O=C(Nc1cccc(OC(F)(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597003,CN(Cc1ccc(Cl)cc1)C(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1
597030,CCCCCCCCN1C(=O)c2cccc3c(NCCNCCN(C)C)ccc(c23)C1=O
597031,CCCCCCCCCCCCN1C(=O)c2cccc3c(NCCNCCN(C)C)ccc(c23)C1=O
597049,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)Nc1ccc(Cl)c(C(F)(F)F)c1
597051,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4ccc(Cl)c(C(F)(F)F)c4)c3)c2[nH]1
597052,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597053,O=C(Nc1cc(C(F)(F)F)ccc1F)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597054,O=C(Nc1cccc(OC(F)(F)C(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597055,O=C(Nc1cccc(SC(F)(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597067,NC1(Cc2ccc(Cl)cc2)CCN(c2ccnc3[nH]ccc23)CC1
597084,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
597111,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cccc(C(F)(F)F)c4)c3)c2[nH]1
597113,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cccc(OC(F)(F)F)c4)c3)c2[nH]1
597114,CC(C)(C)c1cc(NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1
597115,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1
597116,Cc1ccc(-n2nc(C(F)(F)F)cc2NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1
597117,O=c1[nH]c2cccc(Oc3cccc(Cc4cccc(OC(F)(F)F)c4)c3)c2[nH]1
597145,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
597184,O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4ccccc4)c3)c2[nH]1
597186,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc(Cl)c(C(F)(F)F)c1
597188,Cc1ccc(NC(=O)c2cccc(OC(F)(F)F)c2)cc1Oc1cccc2[nH]c(=O)[nH]c12
597189,Cc1c(NC(=O)c2cccc(OC(F)(F)F)c2)cccc1Oc1cccc2[nH]c(=O)[nH]c12
597190,O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)ccc1Cl)c1cccc(OC(F)(F)F)c1
597254,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(Br)c1
597256,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccccc1
597258,O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)c(Cl)cc1Cl)c1cccc(OC(F)(F)F)c1
597259,O=C(Nc1cc(Cl)cc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(OC(F)(F)F)c1
597260,COc1ccc(NC(=O)c2cccc(OC(F)(F)F)c2)cc1Oc1cccc2[nH]c(=O)[nH]c12
597261,COc1cc(NC(=O)c2cccc(OC(F)(F)F)c2)cc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597347,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cc(F)cc(N2CCOCC2)c1
597349,O=C(Nc1cccc(F)c1)Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1
597350,O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)Nc1ccc(F)c(F)c1
597351,O=C(Nc1cc(F)cc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(OC(F)(F)F)c1
597352,O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)c(F)cc1F)c1cccc(OC(F)(F)F)c1
597353,O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)c(F)c(F)c1F)c1cccc(OC(F)(F)F)c1
597395,COC/C=C/c1cc(O)c2c(c1)[C@@H](CO)[C@H](c1ccc(O)c(OC)c1)O2
597396,COc1ccc([C@@H]2Oc3c(O)cc(/C=C/C=O)cc3[C@H]2CO)cc1OC
597403,CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21
597465,COc1cc(C(O)C(CO)Oc2ccc(/C=C/CO)cc2OC)ccc1O
597466,COc1cc(C(O)C(CO)Oc2ccc(/C=C/C=O)cc2OC)ccc1O
597477,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)O)cc2)c1
597478,COC(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597479,CCOC(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597480,CCCOC(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597520,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)OC(C)C)cc2)c1
597521,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)OCc3ccccc3)cc2)c1
597522,CNC(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597523,CCNC(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597524,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)OCC=C(C)C)cc2)c1
597531,COCCNC(=O)N1c2ccccc2Sc2ccccc21
597570,CCCNC(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597571,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)NC(C)C)cc2)c1
597572,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)N(C)C)cc2)c1
597573,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)NC3CCCCC3)cc2)c1
597574,CCN(CC)C(=O)c1ccc(/C=C/C(=O)c2cc(OC)ccc2OC)cc1
597588,Cc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c2ccccc2n1
597589,Cc1cc(NC(=O)NNc2ccc(N(CCCl)CCCl)cc2)c2ccccc2n1
597613,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)N3CCCC3)cc2)c1
597614,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)N(C)CCO)cc2)c1
597615,COc1ccc(OC)c(C(/C=C/c2ccc(C(=O)NC3CC3)cc2)=N/C2CC2)c1
597616,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C(=O)O)s2)c1
597630,COc1ccc2nc(C)cc(NC(=O)Nc3ccc(N(CCCl)CCCl)cc3)c2c1
597631,COc1ccc2nc(C)cc(NC(=O)NNc3ccc(N(CCCl)CCCl)cc3)c2c1
597632,Cc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c2cc3c(cc2n1)OCO3
597633,Cc1cc(NC(=O)NNc2ccc(N(CCCl)CCCl)cc2)c2cc3c(cc2n1)OCO3
597678,Cc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c2cc(N(C)C)ccc2n1
597679,Cc1cc(NC(=O)NNc2ccc(N(CCCl)CCCl)cc2)c2cc(N(C)C)ccc2n1
597689,CC(=O)C1=COC[C@H]2[C@@H]3Cc4c(n(C)c5ccccc45)[C@H](C[C@@H]12)N3C
597711,O=C(NNc1ccc(N(CCCl)CCCl)cc1)Nc1cc(-c2ccccc2)nc2ccccc12
597737,COc1cccc(-c2cc(NC(=O)Nc3ccc(N(CCCl)CCCl)cc3)c3cc(OC)ccc3n2)c1
597738,COc1cccc(-c2cc(NC(=O)NNc3ccc(N(CCCl)CCCl)cc3)c3cc(OC)ccc3n2)c1
597764,COc1cccc(-c2cc(NC(=O)NNc3ccc(N(CCCl)CCCl)cc3)c3cc4c(cc3n2)OCO4)c1
597765,COc1cccc(-c2cc(NC(=O)Nc3ccc(N(CCCl)CCCl)cc3)c3cc(N4CCCC4)ccc3n2)c1
597766,COc1cccc(-c2cc(NC(=O)NNc3ccc(N(CCCl)CCCl)cc3)c3cc(N4CCCC4)ccc3n2)c1
597797,O=C(NNc1ccc(N(CCCl)CCCl)cc1)Nc1cc(-c2ccccc2F)nc2cc3c(cc12)OCO3
597821,O=C1NC(=O)/C(=C\c2ccc(-c3ccc(Cl)cc3Cl)o2)S1
597829,O=C(NNc1ccc(N(CCCl)CCCl)cc1)Nc1cc(-c2ccccc2F)nc2ccc(N3CCCC3)cc12
597830,CC(C)=CCC[C@H]1C=Cc2c(c(C)cc3c2[nH]c2cc(O)ccc23)O1
597950,COc1cc([C@@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@H]2CO)ccc1O
597951,COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O
597960,CC1(C)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
597971,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
598060,O=[N+]([O-])c1ccc(/C=C/c2ccc3cccc(O)c3n2)o1
598325,CC(C)[C@H](N)C(=O)OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1O
598447,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
598560,COC(=O)/C=C/C(=O)O
598869,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
599610,Cn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599611,CCn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599612,CCCn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599613,CCCCn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599614,CC(C)Cn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599615,CC(C)CCn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599616,CC(C)(C)Cn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)c21
599621,O[C@]12C=C(C3NCCc4c3[nH]c3ccccc43)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3/C=C\CCCCN3[C@@H]21
599622,CN1CCc2c([nH]c3ccccc23)C1C1=C[C@@]2(O)CC/C=C\CCCCN3CC[C@@H]1[C@]1(C[C@@H]4/C=C\CCCCN4[C@@H]21)C3
599623,COc1ccc2[nH]c3c(c2c1)CCNC3C1=C[C@@]2(O)CC/C=C\CCCCN3CC[C@@H]1[C@]1(C[C@@H]4/C=C\CCCCN4[C@@H]21)C3
599624,COC(=O)c1cc2c([nH]c3ccccc32)c(C2=C[C@@]3(O)CC/C=C\CCCCN4CC[C@@H]2[C@]2(C[C@@H]5/C=C\CCCCN5[C@@H]32)C4)n1
599625,COC(=O)C1Cc2c([nH]c3ccccc23)C(C2=C[C@@]3(O)CC/C=C\CCCCN4CC[C@@H]2[C@]2(C[C@@H]5/C=C\CCCCN5[C@@H]32)C4)N1
599626,COc1ccc2[nH]c3c(C4=C[C@@]5(O)CC/C=C\CCCCN6CC[C@@H]4[C@]4(C[C@@H]7/C=C\CCCCN7[C@@H]54)C6)nccc3c2c1
599743,COC(=O)c1ccc(O)c(-c2nc(C(=O)NCCOCCOCCNC(=O)c3csc(-c4cc(C(=O)OC)ccc4O)n3)cs2)c1
599744,COC(=O)c1ccc(O)c(-c2nc(C(=S)NCCOCCOCCNC(=S)c3csc(-c4cc(C(=O)OC)ccc4O)n3)cs2)c1
599745,O=C(O)c1ccc(O)c(-c2nc(C(=O)NCCOCCOCCNC(=O)c3csc(-c4cc(C(=O)O)ccc4O)n3)cs2)c1
599746,O=C(O)c1ccc(O)c(-c2nc(C(=S)NCCOCCOCCNC(=S)c3csc(-c4cc(C(=O)O)ccc4O)n3)cs2)c1
599841,O=C(C1=C(O)c2ccccc2S(=O)(=O)N1Cc1ccccc1)c1ccccc1
600087,C=C(C)[C@@H]1CC[C@]2([C@@H]3CO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600088,C=C(C)[C@@H]1CC[C@]2([C@H]3CO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600091,C=C(C)[C@@H]1CC[C@]2([C@@H]3O[C@H]3C(=O)N(CC)CC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600094,C=C(C)[C@@H]1CC[C@]2([C@H](O)CC(=O)CC(=O)OCC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600096,C=C(C)[C@@H]1CC[C@]2([C@H](O)CC(=O)CC(=O)OCC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600097,C=C(C)[C@@H]1CC[C@]2([C@H](O)[C@H]3CCOC3=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600098,C=C(C)[C@@H]1CC[C@]2([C@H](O)[C@H]3C=CC(=O)O3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600099,C=C(C)[C@@H]1CC[C@]2(C(=O)CC(=O)OCC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600100,C=C(C)[C@@H]1CC[C@]2(C(=O)CC(=O)OCC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600103,C=C(C)[C@@H]1CC[C@]2(C(=O)[C@H]3CCOC3=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
600105,CCOC(=O)C[C@H]1O[C@@H]2[C@@H]3[C@H]4CC[C@@H]5[C@@]6(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)CC[C@]13CCC2(C)C
