molregno,smiles
1964121,CCCCNCc1ccc(-c2[nH]c3cc(F)cc4c3c2C(=O)NNC4=O)cc1
1964123,CCCNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1
1964124,CC(C)NCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1
1964125,CCCCNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1
1964215,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)cc1
1964217,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc([N+](=O)[O-])cc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964218,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3c(C)cc(C)cc3C)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964219,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)c([N+](=O)[O-])c1
1964222,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc(Cl)c(Cl)c3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964223,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)cc1OC
1964224,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3cccc(C(F)(F)F)c3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964226,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccccc3F)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964230,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc(C(F)(F)F)cc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964231,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc(C(C)C)cc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964233,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccccc3C(F)(F)F)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
1964234,CCOC(=O)c1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)cc1
1964313,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1
1964617,O=C(Nc1ccccc1)c1csc(-c2c[nH]c3ccccc23)n1
1964618,Cc1ccc(NC(=O)c2csc(-c3c[nH]c4ccccc34)n2)cc1
1964624,O=C(NCc1ccccc1)c1csc(-c2c[nH]c3ccccc23)n1
1964625,COc1ccc2[nH]cc(-c3nc(C(=O)Nc4cc(OC)c(OC)c(OC)c4)cs3)c2c1
1964627,COc1cc(NC(=O)c2csc(-c3c[nH]c4ccc(Br)cc34)n2)cc(OC)c1OC
1964628,COc1ccc(NC(=O)c2csc(-c3c[nH]c4ccc(F)cc34)n2)cc1
1964629,COc1cc(NC(=O)c2csc(-c3c[nH]c4ccc(F)cc34)n2)cc(OC)c1OC
1964630,O=C(Nc1ccccc1)c1csc(-c2cn(Cc3ccc(Cl)cc3)c3ccccc23)n1
1964631,COc1ccc(NC(=O)c2csc(-c3cn(Cc4ccc(Cl)cc4)c4ccccc34)n2)cc1
1964632,COc1cc(NC(=O)c2csc(-c3cn(Cc4ccc(Cl)cc4)c4ccccc34)n2)cc(OC)c1OC
1965084,COc1ccc2cc3[n+](cc2c1OCc1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]
1965207,O=C(O)/C=C/c1ccc(-c2ccccc2)cc1
1965208,NNC(=O)/C=C/c1ccc(-c2ccccc2)cc1
1965209,NNC(=O)N/C=C/c1ccc(-c2ccccc2)cc1
1965210,O=C(NO)N/C=C/c1ccc(-c2ccccc2)cc1
1965211,O=C(N/C=C/c1ccc(-c2ccccc2)cc1)NOCc1ccccc1
1965212,CC(=O)SCC(=O)/C=C/c1ccc(-c2ccccc2)cc1
1965213,N#CSC/C=C/c1ccc(-c2ccccc2)cc1
1965214,O=C1/C(=C/c2ccc(-c3ccccc3)cc2)CCN1O
1965646,COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1
1965821,CCc1nc(Nc2nc3c(cc(C(=O)N(C4CC4)C4CC4)n3CC)c3c2ncn3C)sc1C
1965822,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C(=O)NC)s3)nc21
1965823,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C(=O)NC)c(C)s3)nc21
1965824,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(S(C)(=O)=O)s3)nc21
1965825,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C(=O)N4CCS(=O)(=O)CC4)s3)nc21
1965826,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)n(C)n3)nc21
1965827,CCn1nc(Nc2nc3c(cc(C(=O)N(C4CC4)C4CC4)n3CC)c3c2ncn3C)cc1C
1965828,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)nn3C)nc21
1965829,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)[nH]n3)nc21
1966053,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2
1966087,O=C(NC1(CO)CSC2=C1C(=O)c1ccccc1C2=O)c1ccc(Cl)cc1
1966088,Cl.O=C(CNc1ccc(Cl)cc1)NC1(CO)CSC2=C1C(=O)c1ccccc1C2=O
1966089,Cl.O=C(CNCc1ccc(Cl)cc1)NC1(CO)CSC2=C1C(=O)c1ccccc1C2=O
1966090,Cl.O=C(CN1CCCCC1)NC1(CO)CSC2=C1C(=O)c1ccccc1C2=O
1966091,O=C(NC1(C(=O)NCc2ccc(Cl)cc2)CSC2=C1C(=O)c1ccccc1C2=O)c1ccc(Cl)cc1
1966092,Cl.O=C(CN1CCCCC1)NC1(C(=O)NCc2ccc(Cl)cc2)CSC2=C1C(=O)c1ccccc1C2=O
1966216,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1
1966506,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1
1966507,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
1966643,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1
1967066,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12
1967204,CCCCCCCCCCCCCCCCCCSC[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1C(=O)NC(c1ccccc1)c1ccccc1
1967289,CCOC(=O)Cn1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967290,N#CCCn1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967291,O=c1cc(-c2ccccc2)[nH]c2ccc3c(ccn3CCO)c12
1967292,COc1ccc(-c2cc(=O)c3c(ccc4c3ccn4CC3CC3)[nH]2)cc1OC
1967293,CCC(=O)n1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967294,O=C(C1CC1)n1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967295,O=C(C1CC1)N1CCc2c1ccc1[nH]c(-c3ccccc3)cc(=O)c21
1967296,CCn1ccc2c3c(OC)cc(-c4ccccc4)nc3ccc21
1967297,CCCCOc1cc(-c2ccccc2)nc2ccc3c(ccn3CC)c12
1967298,CCn1ccc2c3c(OCc4ccc([N+](=O)[O-])cc4)cc(-c4ccccc4)nc3ccc21
1967299,CCn1ccc2c3c(OC(=O)OCc4ccccc4)cc(-c4ccccc4)nc3ccc21
1967300,CCn1ccc2c3c(=O)cc(-c4ccccc4)n(C)c3ccc21
1967301,O=c1cc(-c2ccccc2)[nH]c2ccc3c(ccn3CCCO)c12
1967302,O=C(O)CCn1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967303,O=C(O)Cn1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967304,Cl.NCCCn1ccc2c3c(O)cc(-c4ccccc4)nc3ccc21
1967305,CCOC(=O)CCn1ccc2c3c(=O)cc(-c4ccccc4)[nH]c3ccc21
1967951,CCCCCCCCCC(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967952,CCCCCCCCCC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967953,CCCCCCCCCC(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967954,CCCCCCCCCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967955,CCCCCCCCCC(=O)N[C@@H](Cc1ccsc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967956,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967957,CCCCCCCCCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967958,CCCCCCCCCC(=O)N1CCC[C@]1(Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1967959,CCCCCCCCCC(=O)N[C@H](CC(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O)Cc1ccccc1
1968176,O=C1O/C(=C\Cn2cnc3cncc(Br)c32)C(OCc2ccccc2)=C1OCc1ccccc1
1968177,COc1nc(OC)c2c(ccn2C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)n1
1968178,O=C1O/C(=C\Cn2cnc3ccn(C/C=C4\OC(=O)C(OCc5ccccc5)=C4OCc4ccccc4)c3c2=O)C(OCc2ccccc2)=C1OCc1ccccc1
1968179,COc1nc(OC)c2c(ccn2CCC2(O)NC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)n1
1968180,O=C1NC(O)(CCn2cnc3ccn(CCC4(O)NC(=O)C(OCc5ccccc5)=C4OCc4ccccc4)c3c2=O)C(OCc2ccccc2)=C1OCc1ccccc1
1968185,O=C1NC(O)(CCn2cnc3cncc(Br)c32)C(OCc2ccccc2)=C1OCc1ccccc1
1968188,O=C1O/C(=C\Cn2cnc3ncc(Br)c-3c2)C(OCc2ccccc2)=C1OCc1ccccc1
1968189,O=C1O/C(=C\Cn2cc(I)c3c(Cl)ncnc32)C(OCc2ccccc2)=C1OCc1ccccc1
1968190,O=C1NC(O)(/C=C\n2cc(I)c3c(Cl)ncnc32)C(OCc2ccccc2)=C1OCc1ccccc1
1968191,O=C1O/C(=C\Cn2cnc3cc[nH]c3c2=O)C(OCc2ccccc2)=C1OCc1ccccc1
1968295,O=C1NC(O)(CCn2cnc3cc[nH]c3c2=O)C(OCc2ccccc2)=C1OCc1ccccc1
1968467,C[C@]1(CO)O[C@@H](n2cc(I)c3c(N)ncnc32)[C@H](O)[C@@H]1O
1968471,C[C@]1(CO)O[C@@H](n2cc(-c3cc4ccccc4o3)c3c(N)ncnc32)[C@H](O)[C@@H]1O
1968472,C#Cc1cn([C@@H]2O[C@](C)(CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
1968665,C#CCCC/C=C(\C)C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)CC)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)CC
1968808,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)NCCc3ccccn3)cc2)C(=O)c2ccccc21
1968809,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)NCCc3ccccc3)cc2)C(=O)c2ccccc21
1968810,COc1ccc(CCNS(=O)(=O)c2ccc(NC3=C(Cl)C(=O)c4ccccc4C3=O)cc2)cc1OC
1968811,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)NCc3ccccn3)cc2)C(=O)c2ccccc21
1968926,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)C(=O)c2ccccc21
1968927,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(NC3=C(Cl)C(=O)c4ccccc4C3=O)cc1)CC2
1968928,O=C1C(Cl)=C(Nc2cccc(S(=O)(=O)NCCc3ccccn3)c2)C(=O)c2ccccc21
1968929,O=C1C(Cl)=C(Nc2cccc(S(=O)(=O)NCCc3ccccc3)c2)C(=O)c2ccccc21
1968930,COc1ccc(CCNS(=O)(=O)c2cccc(NC3=C(Cl)C(=O)c4ccccc4C3=O)c2)cc1OC
1968931,O=C1C(Cl)=C(Nc2cccc(S(=O)(=O)NCc3ccccn3)c2)C(=O)c2ccccc21
1968932,O=C1C(Cl)=C(Nc2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)C(=O)c2ccccc21
1968933,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(NC3=C(Cl)C(=O)c4ccccc4C3=O)c1)CC2
1969136,CCc1ccc(Nc2nc3cc(NC(=O)CCCCOc4ccc(/C(N)=N/O)cc4)ccc3o2)cc1
1969137,N/C(=N\O)c1ccc(OCCCCC(=O)Nc2ccc3oc(Nc4ccccc4)nc3c2)cc1
1969138,COc1ccc(Nc2nc3cc(NC(=O)CCCCOc4ccc(/C(N)=N/O)cc4)ccc3o2)cc1
1969142,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CC2ON=C(Br)C2C1)OCc1ccccc1
1969146,C=CCOC(=O)N[C@@H](CCc1ccccc1)C(=O)N1C[C@@H]2ON=C(Br)[C@@H]2C1
1969202,CC(=O)c1ccccc1C(=O)O
1969259,CCOC(=O)[C@H](C)NP(=O)(OC[C@@]1(C)O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1
1969260,CCOC(=O)[C@H](C)NP(=O)(OC[C@@]1(C)O[C@@H](n2ccc3c(-c4ccccc4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1
1969309,O=C(N[C@@H](CCc1ccccc1)C(=O)N1C[C@H]2ON=C(Br)[C@H]2C1)OCc1ccc([N+](=O)[O-])cc1
1969644,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969645,CCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969646,CCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969647,CCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969648,CCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969649,CCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969650,CCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969651,CCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969652,CCCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969653,CCCCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969654,CCCCCCCCCC(=O)N[C@H](C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O)c1ccccc1
1969727,CCCCCCCCCC(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969728,CCCCCCCCCC(=O)N[C@@H](CCCc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969729,CCCCCCCCCC(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969730,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1F)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969731,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(F)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969732,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969733,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1Cl)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969734,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969735,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969736,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1Br)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969737,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(Br)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969738,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969739,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1C)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969740,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969741,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969742,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969743,CCCCCCCCCC(=O)N[C@@H](Cc1ccccn1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969744,CCCCCCCCCC(=O)N[C@@H](Cc1cccnc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969745,CCCCCCCCCC(=O)N[C@@H](Cc1ccncc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1969746,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O
1970002,[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN(CCC(C)C)C(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32
1970003,[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)C(c4ccccc4)N(CCC(C)C)C(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32
1970004,[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN(CCNc4ccnc5cc(Cl)ccc45)C(C)=O)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32
1970005,[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN(CCNc4ccnc5cc(Cl)ccc45)C(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32
1970006,[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CNC(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32
1970056,CC1(C)CCC2=C(O1)c1ccc(F)cc1C(=O)C2=O
1970057,CC1(C)CCC2=C(O1)c1ccc(Br)cc1C(=O)C2=O
1970058,CC1(C)CCC2=C(O1)c1ccc(C#N)cc1C(=O)C2=O
1970059,CC1(C)CCC2=C(O1)c1ccc([N+](=O)[O-])cc1C(=O)C2=O
1970060,COc1ccc2c(c1)C1=C(CCC(C)(C)O1)C(=O)C2=O
1970396,C=CC(=O)Nc1cc(Nc2cncc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
1970397,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
1970398,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
1970399,C=CC(=O)Nc1cccc(-n2c(=O)c(OC)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
1970400,C=CC(=O)Nc1cccc(-n2c(=O)c(OC)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
1970401,C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
1970402,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1
1970403,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC)nc32)c1
1970404,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCNCC5)cc4OC)nc32)c1
1970405,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(C5CCN(C)CC5)cc4OC)nc32)c1
1970407,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1
1970408,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(OCCN(C)C)cc4OC)nc32)c1
1970490,Cn1c(=O)/c(=C/c2ccccc2)[nH]c(=O)/c1=C/c1ccccc1
1970553,CC(C)c1cccc(NC(=O)Nc2cccc(-c3cccc4[nH]nc(N)c34)c2)c1
1970608,COc1cc(-c2nccc3ccc(-c4ccc5[nH]ccc5c4)cc23)cc(OC)c1OC
1970609,Fc1ccc(-c2ccc3ccnc(-c4ccc(F)cc4)c3c2)cc1
1970610,COc1cc(-c2ccc3ccnc(-c4cc(OC)c(OC)c(OC)c4)c3c2)cc(OC)c1OC
1970611,c1cc2ccc(-c3ccc4[nH]ccc4c3)cc2c(-c2ccc3[nH]ccc3c2)n1
1970612,Fc1ccc(-c2nccc3ccc(-c4ccc5[nH]ccc5c4)cc23)cc1
1970623,N[C@@H](CSC1(c2ccc(C(F)(F)F)cc2)c2ccccc2CCc2ccccc21)C(=O)O
1970645,NCC1COCC(c2ccccc2)(c2ccccc2)O1
1970678,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)c3cccnc23)cc1
1970680,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)c3cccnc23)cc1
1970681,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccsc3)c3cccnc23)cc1
1970686,Cc1ccc(S(=O)(=O)Nc2cc(Oc3cc(F)cc(F)c3)cc3cccnc23)cc1
1970687,COc1ccc(Oc2cc(NS(=O)(=O)c3ccc(C)cc3)c3ncccc3c2)cc1
1970697,COc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)c3cccnc23)cc1
1970698,O=S(=O)(Nc1ccc(-c2cccnc2)c2cccnc12)c1cccc(C(F)(F)F)c1
1970699,O=S(=O)(Nc1ccc(-c2cccnc2)c2cccnc12)c1cccnc1
1970704,O=S(=O)(Nc1ccc(-c2ccncc2)c2cccnc12)c1cccnc1
1970803,O=C(Nc1ccccc1)C1=Cc2c(Br)cccc2S1(=O)=O
1970816,CCOC(=O)c1ccc(NC2CCCCC2)c(N)c1
1970951,CCS(=O)(=O)c1ccc(OC)c(Nc2cn(-c3ccc(O)c(-c4cc[nH]c4)c3)nn2)c1
1970952,CCS(=O)(=O)c1ccc(OC)c(Nc2cn(-c3ccc(NC(N)=O)c(-c4cccc5ccccc45)c3)nn2)c1
1970953,CCS(=O)(=O)c1ccc(OC)c(Nc2cn(-c3ccc(O)c(-c4ccccn4)c3)nn2)c1
1970956,CCS(=O)(=O)c1ccc(OC)c(Nc2cn(-c3cccc(-c4cccnc4)c3)nn2)c1
1970962,CC(C)(C)NC(=O)C1=Cc2cc(Br)ccc2S1(=O)=O
1970963,CC(C)NC(=O)C1=Cc2cc(Br)ccc2S1(=O)=O
1970966,CCN(CC)C(=O)C1=Cc2cc(Br)ccc2S1(=O)=O
1970967,O=C(C1=Cc2cc(Br)ccc2S1(=O)=O)N1CCCC1
1970968,O=C(C1=Cc2cc(Br)ccc2S1(=O)=O)N1CCCCC1
1970969,CC1CCCCN1C(=O)C1=Cc2cc(Br)ccc2S1(=O)=O
1970970,CC1CCCN(C(=O)C2=Cc3cc(Br)ccc3S2(=O)=O)C1
1970971,O=C(C1=Cc2cc(Br)ccc2S1(=O)=O)N1CCOCC1
1970972,CN(C(=O)C1=Cc2cc(Br)ccc2S1(=O)=O)c1ccccc1
1971465,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1
1971466,CC1(C)CC[C@]2(C(=O)OCc3ccccc3[N+](=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1
